#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REL_CAPTOR;Captor;Capteur;Eroberer;;Captor;;;;;;;;;x
fp_shrine_1;Icon of Ossë;Sanctuaire isol?;Abgelegener Schrein;;Santuario Rec?ndito;;;;;;;;;x
fp_shrine_2;Shrine of Ulmo;Galerie d'art priv?e;Private Kunstsammlung;;Colecci?n Privada de Arte;;;;;;;;;x
fp_shrine_3;Hall of Remembrance;Grande biblioth?que;Gro?e Bibliothek;;Gran Biblioteca;;;;;;;;;x
fp_vault_1;Map Room;Chambre forte;Verst?rkte Schatzkammer;;C?mara Acorazada;;;;;;;;;x
fp_vault_2;Observatory;Passages secrets;Geheimg?nge;;Pasajes Secretos;;;;;;;;;x
fp_vault_3;Library;Chambre secr?te;Geheimraum;;C?mara Oculta;;;;;;;;;x
fp_mansion_1_desc;This fleet is managed by a staff of learned beurecrats, and does not require the constant attention of its elven lord. Many more ships can be supported by a fleet with administration.;Ce manoir appartient ? la famille depuis des g?n?rations. Il n'est pas tr?s impressionnant mais demeure tr?s confortable.;Dieses Herrenhaus ist seit Generationen im Besitz dieser Familie, und auch wenn es nicht sehr beeindruckend aussieht, besitzt es jeglichen Komfort eines Hauses. ;;Esta mansi?n ha pertenecido a esta familia durante generaciones, y aunque no parezca impresionante, tiene todas las comodidades del hogar.;;;;;;;;;x
fp_mansion_2_desc;The banner-ships of the fleet are not overseen by hereditary lords, but rather by a corps of stewards hand-picked by the Lord Admiral and the haven aristocracy.;Ce manoir est assez impressionnant pour imposer le respect du voisinage. Il est clair que c'est la demeure de quelqu'un d'important.;Dieses Herrenhaus ist beeindruckend genug, um der umgebenden Landschaft Respekt abzuverlangen. Es ist wahrlich das Haus einer wichtigen Pers?nlichkeit. ;;Esta mansi?n es lo suficientemente impresionante para infundir respeto en las ?reas circundantes. Sin lugar a dudas es el hogar de alguien importante.;;;;;;;;;x
fp_mansion_3_desc;The many ports and havens across beleriand are home to administrators and servants whose sole purpose is to smooth business and negotiations.;C'est un vrai palais de roi. Par temps clair, ses tours brillantes peuvent ?tre vues ? des lieues ? la ronde. Il n'est peut-?tre fait que de briques et de mortier, mais c'est le coeur de toute la dynastie.;Ein Palast eines K?nigs w?rdig, dessen strahlende T?rme an einem wolkenlosen Tag aus weiter Entfernung sichtbar sind. Auch wenn er nur aus Steinen und M?rtel besteht, ist es doch das schlagende Herz einer ganzen Dynastie. ;;Un palacio digno de un rey, sus brillantes torres pueden verse a una legua en un d?a despejado. Aunque este hecho s?lo de ladrillo y argamasa, es el coraz?n de esta dinast?a.;;;;;;;;;x
fp_mansion_4_desc;The Sea-Elf lords of this fleet have created a floating testament to their House's splendour.  A host of stewards, scholars, and lawspeakers ensure that the armada may operate independently, sailing where it will at the behest of none other than the Lord Admiral.;Ce somptueux palais susciterait sans aucun doute la convoitise d'un empereur romain. L'or et le marbre de ses grandes salles ?tincelle et les serviteurs qui s'y affairent ? servir leurs ma?tres se comptent par centaines. Ce n'est rien de moins qu'un monument en l'honneur de la grandeur de cette dynastie.;Die Herrlichkeit dieses Palastes w?rde wahrlich den r?mischen Kaiser vor Neid zerfressen. Seine gro?en Hallen gl?nzen von Gold und Marmor und hunderte von Bediensteten eilen, im Dienste ihrer Herren, durch sie hindurch. Es ist nicht weniger als ein Monument f?r die Bedeutsamkeit dieser Dynastie.  ;;En realidad, el esplendor de este palacio ser?a la envidia de un emperador de Roma. Sus grandes salones inundados por el brillo del oro y el m?rmol, con cientos de sirvientes atraves?ndolos r?pidamente para dar servicio a sus se?ores. Es un monumento a la grandeza de su dinast?a.;;;;;;;;;x
fp_barracks_1_desc;Swanships equipped with basic quarters, fortifications, and assault ladders lend the fleet a small throng of professional warriors which can project the fleet's power onto land and into settlements.;Les gardes personnels de la dynastie sont log?s ici dans ces simples baraques. Elles sont insalubres et surpeupl?es mais offrent tout de m?me un abri contre les intemp?ries.;Die Wachen des dynastischen Haushalts sind in einfachen Kasernen untergebracht. Sie sind ?berf?llt und unhygienisch, bieten jedoch einen angemessenen Schutz gegen das Wetter.;;La guardia familiar de esta dinast?a se apila en estos sencillos barracones. Un lugar atestado e insalubre, pero proporciona una protecci?n decente contra los elementos.;;;;;;;;;x
fp_barracks_2_desc;Elite Falathrim warriors trained for the Haven Guard have been garrisoned in transport barges to protect the interests of the influential Lord Admiral;Un vaillant fabricant d'?p?es a ?tabli sa forge dans la cour du palais. Les nouvelles recrues pourront ainsi plus facilement se munir d'armes.;Ein emsiger Schwertschmied hat eine Schmiede im Hofe des Palastes er?ffnet. Dadurch wird es einfacher, neue Rekruten mit Waffen auszur?sten. ;;Un laborioso herrero ha abierto una forja en el patio de palacio. Esto facilitar? el armar a los nuevos reclutas.;;;;;;;;;x
fp_barracks_3_desc;An entire host of household guard can be found scattered throughout the fleet, both aboard the Palanrist of House Nobles and on grand Assault Celebrist dedicated to amphibious war.;Une grande armurerie a ?t? construite dans un coin de la cour du palais. Elle contient assez d'armes et d'armures pour ?quiper au pied lev? une petite arm?e.;Eine gro?e R?stkammer wurde in einer Ecke des  Palasthofes gebaut. Darin k?nnen ausreichend Waffen und R?stungen gelagert werden, um eine kleine Armee kurzfristig auszur?sten.;;Una gran armer?a ha sido construida en un rinc?n del patio de palacio. Almacena suficientes armas y armaduras para equipar un peque?o ej?rcito en un santiam?n.;;;;;;;;;x
fp_stable_1_desc;A swanship crewed and oared by the heartiest of the Household servants has been reinforced with a great ram and armoured with tall shields proudly displaying the vessel's alleigance. This siege galley can break any blockade and withstand heavy fire from coastal fortifications.;Cette petite ?table ? l'ext?rieur des murs du palais empeste le foin et le fumier. Elle abrite les chevaux de la garde, ainsi que ceux des visiteurs.;Dieser kleine Stall au?erhalb der Palastmauern verstr?mt den Geruch von Heu und Dung. Hier befinden sich die Pferde der Wachen, sowie die einiger Besucher.;;Este peque?o establo justo en el exterior de las murallas apesta a heno y esti?rcol. Alberga los caballos de la guardia, junto con los de las visitas.;;;;;;;;;x
fp_stable_2_desc;The larger ships of the fleet have made room on their decks for ballistae, great bolt-throwing machines of Dwarvish and Gnomish make.  These devices can launch a projectile the size of an elf's arm over leagues of ocean to reach enemy ships and fortifications;Plusieurs grands champs tout pr?s du palais ont ?t? gracieusement ''donn?s'' par des fermiers du coin et sont r?serv?s pour les man?ges. Ici, le combattant peut exercer l'art de la guerre ? dos de cheval.;"Einige gro?e Felder au?erhalb des Palastes wurden gro?z?gig von ans?ssigen Bauern ""gespendet"" und dienen als Reitpl?tze. Hier ?ben sich die k?mpfenden M?nner in der Kunst des Kampfes zu Pferd. ";;"Algunos campos en los aleda?os del palacio han sido generosamente ""donados"" por granjeros locales y dispuestos como campos de monta. Aqu? los hombres de armas pueden practicar el arte de la guerra a caballo.";;;;;;;;;x
fp_stable_3_desc;A tremendous Palanrist has been cleared of its upper decks and widened in order to accomodate a mighty trebuchet.  Missile fire of such staggering power can easily destroy coastal fortifications ahead of an amphibious assault.;Un ?leveur de chevaux a pignon sur rue dans les environs du palais. Ses larges enclos peuvent accueillir des centaines d'animaux, ce qui assure aux arm?es locales un approvisionnement constant en montures.;Ein Pferdez?chter hat seine Pforten in der N?he des Palastes ge?ffnet. Die gro?en Koppeln bieten Platz f?r hunderte von Pferden und stellen einen stetigen Vorrat an Pferden f?r vor Ort ausgebildetenStreitkr?fte dar. ;;Un criador de caballos ha montado una tienda en la vecindad de palacio. Los grandes corrales pueden albergar cientos de animales, y asegurar un suministro continuo de montas para los reclutas locales.;;;;;;;;;x
fp_bowyer_1_desc;Fletchers, bowyers, and archers under the alleigance of the Lord Admiral have converted several transport and cargo ships into dedicated arrowships, both for transporting a mobile force of archers and for raining death upon the shoreline from afar.;Un facteur d'arcs tr?s habile a un petit atelier dans la cour du palais. Il peut fabriquer des nouveaux arcs ou r?parer ceux qui sont bris?s.;Ein sachkundiger Bogenbauer hat seine kleine Werkstatt im Hofe des Palastes er?ffnet. Hier kann er nach Bedarf neue B?gen bauen oder zerbrochene reparieren.;;Un diestro arquero ha instalado su peque?o taller dentro del patio de palacio. Aqu? puede hacer nuevos arcos o reparar los estropeados cuando se necesite.;;;;;;;;;x
fp_bowyer_3_desc;Wardens and rangers of the House have been made available for deployment directly from a new group of ships.  No longer will the Elven marines of the fleet suffer from a lack of proper scouts, snipers, and skirmishers.;Ce champ de tir permet aux archers d'exercer leur art. Il comporte plusieurs cibles plac?es ? diff?rentes distances. Mais personne n'a encore r?ussi ? fendre la fl?che d'un autre. ;Dieser Ziel?bungsplatz erlaubt es den M?nnern, sich im Bogenschie?en zu ?ben. Hier sind einige Ziele in verschiedenen Distanzen platziert, doch bisher ist es noch niemandem gelungen, den Pfeil eines anderen zu spalten. ;;Este campo de tiro permite a los hombres practicar el tiro con arco. Hay varios objetivos posicionados a distintas distancias, pero a d?a de hoy, nadie ha sido capaz de partir en dos la flecha de otro.;;;;;;;;;x
fp_bowyer_2_desc;The larger celebrist and palanrist of the fleet have been upgraded with wooden towers for observation and missile power.  The whole fleet is now overseen by a force of bow-elf warriors.;L'arbal?te est une invention merveilleuse. Elle prend un peu plus de temps ? activer qu'un arc, mais elle ne n?cessite qu'un l?ger entra?nement pour ?tre efficace. Ces armes mortelles sont constamment en r?serve gr?ce ? cet atelier.;Die Armbrust ist eine gro?artige Erfindung. Auch wenn sie nicht so schnell wie ein Langbogen geschossen werden kann, bedarf es weniger ?bung, um sie wirksam einsetzen zu k?nnen. Diese Werkstatt stellt einen steten Vorrat dieser t?dlichen Waffen sicher. ;;La ballesta es un invento maravilloso. Aunque no puede disparar tan r?pido como el arco largo, requiere menos entrenamiento el usarla con eficacia. Este taller asegura un suministro constante de estas armas mortales.;;;;;;;;;x
fp_shipyard_1_desc;The fleet is now comprised mainly of elegant swanships, each more ornate than the last. Many decades of elven craftsmanship make up the grandeur of House fleet's warships.;Cette salle ? l'int?rieur du palais est le r?ve de tout cartographe : elle contient de pr?cieuses cartes de toutes les sortes. Certaines dateraient de l'?poque des Grecs anciens. D'autres, dont la pr?cision ne peut ?tre ?valu?e avec certitude, d?peignent d'?tranges contr?es du lointain Orient.;Dieser Raum im Innern des Palastes ist der Traum eines jeden Kartographen und enth?lt unbezahlbare Karten aller Art. Manche sollen bis zu den alten Griechen zur?ckgehen, und andere, deren Genauigkeit nicht genau beurteilt werden kann, stellen fremde L?nder aus dem fernen Osten dar. ;;Esta sala dentro del palacio es el sue?o de un cart?grafo, contiene todo tipo de mapas. Algunos se supone que provienen de los antiguos griegos, y otros, cuya verosimilitud no puede medirse de ning?n modo, describen extra?as tierras del lejano oriente.;;;;;;;;;x
fp_shipyard_2_desc;The skill of the House's shipwrights and the wealth of its lords both provide a number of Palanrist, four-decked war galleys capable of impressive resilience and transport capacity.;Ce vaste chantier naval est construit sur la c?te, mais il est r?serv? ? l'usage exclusif de la dynastie. D'habiles charpentiers sont toujours pr?ts ? y b?tir des gal?res marchandes.;Diese gro?e Werft befindet sich an der K?ste, doch sie ist ausschlie?lich f?r die Benutzung durch diese Dynastie reserviert. Sachkundige Schiffsbauer stehen bereit, um Handelsschiffe zu bauen. ;;Este gran astillero se sit?a en la costa, pero est? reservado en exclusiva para que lo utilice esta dinast?a. Habilidosos carpinteros de ribera est?n listos para construir galeras.;;;;;;;;;x
fp_shipyard_3_desc;The Celebrist, shining six-decked foresses of the sea, house the proudest of the House's nobles and their most skilled bannermen. Broad sails and tall masts belie the invincibility of the vessels in battle.;Bien que situ? dans la capitale, cet arsenal de la marine est l'enti?re propri?t? de la dynastie, qui le r?serve ? son usage exclusif. C'est un immense complexe qui comprend tout ce qu'il faut pour assembler et fr?ter une flotte enti?re.;Dieses Marine-Waffenlager befindet sich in der Hauptstadt, ist jedoch vollst?ndig im Besitz dieser Dynastie, die die gesamte Nutzung f?r sich beansprucht. Es ist ein riesiger Komplex, der alles enth?lt, um eine gesamte Flotte zusammenstellen und bemannen zu k?nnen. ;;Este arsenal naval est? situado en la capital, pero es propiedad de esta dinast?a que la reserva para su propio uso. Es un enorme complejo que tiene todo lo necesario para ensamblar y aparejar una flota entera.;;;;;;;;;x
fp_warehouse_1_desc;The warships of the fleet protect a large number of cargo vessels, transporting goods across incredible distances for supply and commerce.;Ce large entrep?t peut contenir tout l'?quipement n?cessaire ? une force militaire, que ce soit une arm?e ou une flotte.;Ein gro?es Lagerhaus, das alle n?tigen Vorr?te enth?lt, um eine milit?rische Streitkraft ins Feld zu f?hren;;Un gran almac?n que contiene todos los suministros necesarios para abastecer una fuerza militar, bien sea un ej?rcito o una flota.;;;;;;;;;x
fp_warehouse_2_desc;A host of vessels owned by merchants under the fleet's protection transport goods for a great profit, and lend their capabilities in times of war.;C'est facile de se perdre dans cette colossale salle des archives ? l'int?rieur du palais. Elle contient les documents et les registres de tous les avoirs de la dynastie, des navires aux b?timents en passant par les soldats et les clercs.;Es ist einfach in diesem riesigen Archiv, das sich vollst?ndig innerhalb des Palastes befindet, verloren zu gehen. Es enth?lt alle Dokumente und Aufzeichnungen ?ber das gesamte dynastische Verm?gen, angefangen von Schiffen und Geb?uden bis hin zu einzelnen Soldaten und Angestellten.;;Es f?cil perderse en el colosal archivo que se alberga en palacio. Contiene documentos y registros de todos los bienes din?sticos, desde barcos y edificios hasta cada soldado y empleado.;;;;;;;;;x
fp_warehouse_3_desc;Great Palanrist and Celebrist flying the House's banner hold countless valuables and supplies for fast, efficient, and safe transport across large distances.;Au plus profond du palais se tient le centre nerveux de tout l'empire de la dynastie : l'administration. Ici, les clercs et les administrateurs veillent aux affaires quotidiennes, telles que les n?gociations commerciales ou le d?ploiement des flottes.;Dieses B?ro tief im Palast dient als Nervenzentrum des gesamten dynastischen Reichs. Hier ?berwachen Angestellte und Beamte die tagt?glichen Handelsverhandlungen und Flotteneins?tze.;;Esta oficina en las profundidades de palacio act?a como la espina dorsal de todo el imperio din?stico. Aqu? empleados y oficiales supervisan los asuntos del d?a a d?a, las negociaciones comerciales y los despliegues de flotas.;;;;;;;;;x
fp_garden_1_desc;The Lord Admiral's swanship is the largest and most splendid of the fleet, often crafted by his hand and captained by him alone.;On trouve dans ces grands et magnifiques jardins de multiples merveilles de la nature. Ce lieu tranquille est id?al pour des moments de m?ditation.;Ein gro?er und beeindruckender Garten voller Wunder der Natur. Diese friedvolle Umgebung ist ideal f?r Momente der Besinnung;;Un gran jard?n impresionante repleto de maravillas de la naturaleza. Este pac?fico entorno es ideal para momentos de reflexi?n.;;;;;;;;;x
fp_garden_2_desc;A mighty Palanrist warship armed to the gills and exquisitely ornamemted serves as the personal vessel of the Lord Admiral and command center of the fleet.;Cet ?tang pittoresque, souvent visit? par des cygnes, est la pi?ce de r?sistance des jardins du palais. De l'eau jaillit d'une petite fontaine en son centre, tandis qu'on entraper?oit parfois des carpes ? la surface.;Dieser malerische Teich, der h?ufig von Schw?nen besucht wird, ist das Herzst?ck des Palastgartens. Ein kleiner Springbrunnen in der Mitte spr?ht Wasser in die Luft, w?hrend unter der Wasseroberfl?che Karpfen zu sehen sind.;;Este pintoresco estanque, a menudo frecuentado por cisnes, es el plato fuerte del jard?n de palacio. Una peque?a fuente en el centro difumina agua en el aire mientras las carpas pueden atisbarse bajo la superficie.;;;;;;;;;x
fp_garden_3_desc;A spectacular Celebrist worthy of a high king makes for an effective, luxurious, and intimidating flagship. This vessel's speldour will survive in legend long after its House is gone.;Aucun jardin digne de ce nom n'est complet sans un labyrinthe de haies. La complexit? de celui-ci ravit les visiteurs, et de nombreux dignitaires ont pass? des heures ? errer dans ses d?dales.;Kein anst?ndiger Garten ist ohne ein solches vollst?ndig. Dieses verschlungene Hecken-Labyrinth erfreut Besucher, und viele W?rdentr?ger haben Stunden damit verbracht, durch seine verzwickten Pfade zu wandeln. ;;No hay jard?n que se precie sin uno de estos. Este intrincado laberinto hace las delicias de los visitantes, y muchos dignatarios han gastado horas recorriendo sus retorcidos senderos.;;;;;;;;;x
fp_cellar_1_desc;The most fundamental necessity for entertaining guests and nourishing occupants is a well-stocked selection of wine. The lower decks of all noble ships are home to a selection of hand-picked artisan casks and bottles.;Une cave ? vins bien garnie est essentielle ? tout aristocrate qui se respecte, et celle-ci ne d?cevra assur?ment personne. Certains de ses vins ont plusieurs d?cennies.;Ein gut best?ckter Weinkeller ist ein absolutes Muss f?r jeden Adeligen von Rang und dieser entt?uscht auf keinen Fall. Einige der Weine lagern hier schon seit Jahrzehnten.;;Una bodega bien aprovisionada es necesaria para cualquier arist?crata de buen rango, y esta desde luego no decepciona. Algunos de los vinos que se almacenan aqu? tienen d?cadas.;;;;;;;;;x
fp_cellar_2_desc;The lords of the House need not live on Lembas alone. The flagship of the admiral holds a stocked, fully staffed kitchen providing regal meals to the lord, his officers, and his guests.;Ces catacombes, situ?es profond?ment sous le palais, renferment les tombes de la dynastie. Depuis des si?cles, d'innombrables g?n?rations y sont r?unies dans un sommeil ?ternel. Qu'elles reposent en paix.;Diese Katakomben befinden sich unterhalb des Palastes und beinhalten die dynastischen Gruften. Hier vereinen sich sich Jahrhunderte alte Generationen im ewigen Schlaf. M?gen sie in Frieden ruhen.;;Estas catacumbas est?n situadas en las profundidades del palacio y contienen las tumbas de la dinast?a. Aqu? incontables generaciones de distintos siglos comparten el sue?o eterno. En paz descansen.;;;;;;;;;x
fp_cellar_3_desc;The flagship serves as both a vessel and a palace. Visiting lords and emissaries lounge, drink, and feast in a gallery worthy of any elven hall of old.;Le vaste complexe des cachots est enfoui assez profond sous le palais pour ?touffer les hurlements de ses infortun?s pensionnaires. On peut trouver dans ces salles sombres et froides tous les instruments de torture inimaginables.;Dieser weitl?ufige Kerkerkomplex ist tief genug unter dem Palast verborgen, dass die Schreie der bedauernswerten Bewohner ungeh?rt bleiben. Jedes denkbare Folterinstrument kann in diesen kalten und dunklen Kammern gefunden werden. ;;Este vasto complejo de calabozos est? oculto en lo m?s profundo del palacio para apagar los gritos de sus desafortunados inquilinos. Cada instrumento de tortura que se pueda imaginar puede encontrarse en estas l?bregas c?maras.;;;;;;;;;x
fp_shrine_1_desc;A shrine or two located on the larger ships of the fleet remind all lords and servants alike to whom they must ask for fair seas.;Un sanctuaire est cach? bien loin dans une aile tranquille du palais. Hommes et Femmes peuvent venir y faire leur pri?res et leur examen de conscience.;Ein abgelegener Schrein, der sich in einem ruhigen Fl?gel des Palastes versteckt. Hier k?nnen M?nner und Frauen ihre Zeit im Gebet und beschaulicher Seelensuche verbringen.  ;;Un rec?ndito santuario oculto en un ala tranquila de palacio. Aqu? hombres y mujeres pueden pasar el tiempo en oraci?n y recogimiento.;;;;;;;;;x
fp_shrine_2_desc;A chamber set aside in the flagship is dedicated to Ulmo, the lord of waters.  Here the Lord Admiral may meditate in solitude and commune with him for favor.;Cette galerie occupe une grande salle de l'une des ailes du palais. Elle contient les ?uvres d'art accumul?es par les membres de la dynastie au fil du temps, des tapisseries contemporaines aux antiques sculptures de marbre grecques et romaines.;Diese Gallerie belegt eine gro?e Kammer in einem der Palastfl?gel und beinhaltet alle Kunstwerke, die von Mitgliedern dieser Dynastie ?ber Jahre angesammelt wurden - von zeitgen?ssischen Gobelins bis hin zu antiken Marmorskulpturen aus Griechenland und Rom.  ;;Esta galer?a ocupa una gran c?mara en una de las alas de palacio, y contiene todas las obras de arte acumuladas por los miembros de la dinast?a a lo largo de los a?os - desde tapices contempor?neos hasta antiguas esculturas de m?rmol de Grecia y Roma.;;;;;;;;;x
fp_shrine_3_desc;Several chambers in the flagship has been dedicated to remembrance of the past, both for honoring the memory of those lost and for preserving their works and dreams.;Cette immense biblioth?que rec?le toutes sortes de vieux volumes poussi?reux amass?s et achet?s par les membres de la dynastie aux quatre coins du monde connu. De nombreuses langues sont repr?sent?es ici, aucune personne vivante n'a pu r?ussir ? lire tous les volumes pr?sents ici, mais au moins ces livres seront prot?g?s pour la post?rit?.;Eine riesige Bibliothek, die allerlei verstaubte, alte W?lzer enth?lt, die auf der ganzen Welt von Mitgliedern dieser Dynastie gesammelt und gekauft worden sind. Sie sind in vielen unterschiedlichen Sprachen geschrieben und keine lebende Person hat jemals alle gelesen, doch hier sollten sie zumindest f?r die Nachwelt gesch?tzt sein.;;Una inmensa biblioteca que contiene todo tipo de polvorientos tomos recogidos y comprados por los miembros de la dinast?a alrededor del mundo. Est?n escritos en muchas lenguas y no hay persona con vida que los haya le?do todos, pero al menos estar?n protegidos para la posteridad.;;;;;;;;;x
fp_vault_1_desc;Several chambers in the uppermost deck of the flagship have been dedicated entirely to the science of navigation and cartography. An archive of maps spanning the centuries could plot a course to and from anywhere in the navigable waters of Middle-Earth.;Cette chambre forte, bien dissimul?e au fond du palais, est le lieu o? la dynastie cache depuis des lustres sa collection de tr?sors. Seul le chef de la dynastie a acc?s aux clefs. La l?gende dit qu'elle contient assez de pi?ces d'or pour qu'un homme puisse y nager tel un marsouin ou y creuser telle une taupe, mais ce n'est s?rement que pure affabulation.;In dieser verst?rkten Schatzkammer im Palast lagert die Dynastie all ihre Sch?tze, die sie ?ber Jahre angesammelt haben. Nur der Kopf der Dynastie hat Zugriff auf die Schl?ssel der Schatzkammer, doch die Geschichten ?ber Berge an Goldm?nzen, tief genug, dass ein Mann darin tauchen k?nnte wie ein Schweinswal, oder durch sie hindurchgraben k?nnte wie ein Erdh?rnchen, m?ssen einfach falsch sein. ;;Esta c?mara acorazada en las profundidades del palacio es el lugar en el que la dinast?a conserva los tesoros adquiridos a lo largo de los a?os. Solo el jefe de la dinast?a tiene acceso a las llaves de la c?mara, aunque las leyendas que hablan de monta?as de monedas de oro, suficientemente profundas para que un hombre nade a su antojo o se haga una madriguera, deben ser falsas.;;;;;;;;;x
fp_vault_2_desc;In the names of wisdom and progress, the cartographers and navigaters of the House have employed astrologers and priest-scholars to make use of a new observatory constructed on the top deck of the fleet's tallest ship.  The fleet's charts and navigation skill will be unparalelled by any others in Arda.;Ces passages secrets permettent ? ceux qui les connaissent de se faufiler rapidement d'un bout ? l'autre du palais sans ?tre vus. Tirez sur le bon cand?labre et une modeste biblioth?que ou un foyer glissera pour vous permettre d'?chapper ? de potentiels assassins ou ? une r?union qui a mal tourn?.;Diese Geheimg?nge laufen durch den gesamten Palast und erlauben es jenen, die dar?ber Kenntnis haben, schnell von einem Ende zum anderen zu huschen, ohne gesehen zu werden. Durch das Ziehen des rechten Kronleuchters k?nnte sich ein unscheinbares B?cherregal oder ein angez?ndeter Kamin ?ffnen. Ein perfekter Fluchtweg f?r angehende Attent?ter oder heikle Zusammentreffen. ;;Estos pasadizos secretos recorren todo el palacio, y permiten que aquellos que los conocen se muevan r?pidamente de una punta a otra sin ser vistos. Al tirar del candelabro adecuado, una estanter?a o una chimenea pueden abrirse. Perfectos para escapar de intentos de asesinato o inc?modas reuniones sociales.;;;;;;;;;x
fp_vault_3_desc;The flagship is a great library of the world in its own right, granting the Lord Admiral the knowledge of all elvendom from the remoteness of the high seas.;On ne peut entrer dans cette chambre secr?te ? l'int?rieur du palais qu'en utilisant un des passages secrets, et m?me ainsi, plusieurs clefs seront alors requises. C'est un lieu de retraite bien prot?g? pour le chef de la dynastie, qui peut alors y pr?parer, en toute s?curit? et sans distractions irritantes, la conqu?te du monde.;Dieser Geheimraum im Palast kann nur durch einen der Geheimg?nge erreicht werden, und selbst dann sind verschiedene, besondere Schl?ssel n?tig. Er dient als gut gesch?tzter Zufluchtsort f?r den Kopf der Dynastie, wo er oder sie sicher, ohne irritierende Ablenkung, die Eroberung der Welt planen kann.;;Esta c?mara oculta dentro del palacio puede alcanzarse s?lo desde uno de los pasadizos secretos, e incluso as? se necesitan varias llaves especiales. Sirve tanto para proteger la retirada del jefe de la dinast?a, como para que pueda tramar la conquista del mundo sin irritantes distracciones.;;;;;;;;;x
#tr_port_1;Small Merchant Port;Petit port marchand;Kleiner Handelshafen;;Puerto Mercante Peque?o;;;;;;;;;x
tr_port_1;Haven;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
tr_port_2;Haven;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
tr_port_3;Haven;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
#tr_port_3;Large Merchant Port;Grand port marchand;Gro?er Handelshafen;;Gran Puerto Mercante;;;;;;;;;x
