EVTOPTBgondorwotr.19;No, this is too costly.;;;;;;x
EVTTITgondorwotr.20;Deploying the Troops 1;;;;;;x
EVTDESCgondorwotr.20;Here is the list of the first three options for where your five hundred archers will appear.;;;;;;x
EVTOPTAgondorwotr.20;Send them to Henneth Anûn!;;;;;;x
EVTOPTBgondorwotr.20;They should be deployed in the Emyn Arnen.;;;;;;x
EVTOPTCgondorwotr.20;I want them in West Osgiliath.;;;;;;x
EVTOPTEgondorwotr.20;Show me the second list.;;;;;;x
EVTTITgondorwotr.21;Deploying the Troops 2;;;;;;x
EVTDESCgondorwotr.21;Here is the second list of options for where your five hundred archers will appear.;;;;;;x
EVTOPTAgondorwotr.21;Deploy them to East Osgiliath.;;;;;;x
EVTOPTBgondorwotr.21;I want them at Minas Ithil!;;;;;;x
EVTOPTCgondorwotr.21;Go back to the first list.;;;;;;x
EVTTITgondorwotr.22;Deploymnet done.;;;;;;x
EVTDESCgondorwotr.22;The five hundred archers have now been deployed.;;;;;;x
EVTOPTAgondorwotr.22;Good;;;;;;x
