#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
b_serni_adj;Serniian;Serniian;;;Serniian;;x
b_lindon;Lindon;Lindon;;;Lindon;;x
b_lindon_adj;Lindonian;Lindonian;;;Lindonian;;x
b_daldor;Daldor;Daldor;;;Daldor;;x
b_daldor_adj;Daldorian;Daldorian;;;Daldorian;;x
b_lanthiriath;Lanthiriath;Lanthiriath;;;Lanthiriath;;x
b_lanthiriath_adj;Lanthiriathian;Lanthiriathian;;;Lanthiriathian;;x
b_bar_tumladen;Tumladen;Tumladen;;;Tumladen;;x
b_tumladen_adj;Tumladenian;Tumladenian;;;Tumladenian;;x
b_bar_lymen;Bar Lymen;Bar Lymen;;;Bar Lymen;;x
b_lymen_adj;Lymenian;Lymenian;;;Lymenian;;x
b_bar_gilraen;Bar Gilraen;Bar Gilraen;;;Bar Gilraen;;x
b_gilraen_adj;Gilraenian;Gilraenian;;;Gilraenian;;x
b_imlad_tathren;Imlad Tathren;Imlad Tathren;;;Imlad Tathren;;x
b_imlad_tathren_adj;Imlad Tathrenian;Imlad Tathrenian;;;Imlad Tathrenian;;x
b_naur_amrun;Naur Amrun;Naur Amrun;;;Naur Amrun;;x
b_naur_amrun_adj;Naur Amrunian;Naur Amrunian;;;Naur Amrunian;;x
b_anghabar;Anghabar;Anghabar;;;Anghabar;;x
b_anghabar_adj;Anghabarian;Anghabarian;;;Anghabarian;;x
b_eregost;Eregost;Eregost;;;Eregost;;x
b_eregost_adj;Eregostian;Eregostian;;;Eregostian;;x
b_methrast;Methrast;Methrast;;;Methrast;;x
b_methrast_adj;Methrastian;Methrastian;;;Methrastian;;x
b_tyliand;Bar Tyliand;Bar Tyliand;;;Bar Tyliand;;x
b_tyliand_adj;Tyliandian;Tyliandian;;;Tyliandian;;x
b_nargond;Nargond;Nargond;;;Nargond;;x
b_nargond_adj;Nargondian;Nargondian;;;Nargondian;;x
b_ernil;Ernil;Ernil;;;Ernil;;x
b_ernil_adj;Ernilian;Ernilian;;;Ernilian;;x
b_rohallor;Rohallor;Rohallor;;;Rohallor;;x
b_rohallor_adj;Rohallorian;Rohallorian;;;Rohallorian;;x
b_edhelion;Edhelion;Edhelion;;;Edhelion;;x
b_edhelion_adj;Edhelionian;Edhelionian;;;Edhelionian;;x
b_rosuldrie;Rosuldrie;Rosuldrie;;;Rosuldrie;;x
b_rosuldrie_adj;Rosuldrieian;Rosuldrieian;;;Rosuldrieian;;x
b_dudhrandir;Dudhrandir;Dudhrandir;;;Dudhrandir;;x
b_dudhrandir_adj;Dudhrandirian;Dudhrandirian;;;Dudhrandirian;;x
b_maldred;Maldred;Maldred;;;Maldred;;x
b_maldred_adj;Maldredian;Maldredian;;;Maldredian;;x
b_arandal;Arandal;Arandal;;;Arandal;;x
b_arandal_adj;Arandalian;Arandalian;;;Arandalian;;x
b_drinbar;Drinbar;Drinbar;;;Drinbar;;x
b_drinbar_adj;Drinbarian;Drinbarian;;;Drinbarian;;x
b_finnarphen;Finnarphen;Finnarphen;;;Finnarphen;;x
b_finnarphen_adj;Finnarphenian;Finnarphenian;;;Finnarphenian;;x
b_asgaril;Asgaril;Asgaril;;;Asgaril;;x
b_asgaril_adj;Asgarilian;Asgarilian;;;Asgarilian;;x
b_coruvegil;Coruvegil;Coruvegil;;;Coruvegil;;x
b_coruvegil_adj;Coruvegilian;Coruvegilian;;;Coruvegilian;;x
b_faerdur;Faerdur;Faerdur;;;Faerdur;;x
b_faerdur_adj;Faerdurian;Faerdurian;;;Faerdurian;;x
b_wilwarin;Wilwarin;Wilwarin;;;Wilwarin;;x
b_wilwarin_adj;Wilwarinian;Wilwarinian;;;Wilwarinian;;x
b_curedain;Curedain;Curedain;;;Curedain;;x
b_curedain_adj;Curedainian;Curedainian;;;Curedainian;;x
b_othnir;Othnir;Othnir;;;Othnir;;x
b_othnir_adj;Othnirian;Othnirian;;;Othnirian;;x
b_usuluni;Usuluni;Usuluni;;;Usuluni;;x
b_usuluni_adj;Usuluniian;Usuluniian;;;Usuluniian;;x
b_elemir;Elemir;Elemir;;;Elemir;;x
b_elemir_adj;Elemirian;Elemirian;;;Elemirian;;x
b_rian;Rian;Rian;;;Rian;;x
b_rian_adj;Rianian;Rianian;;;Rianian;;x
b_glorel;Glorel;Glorel;;;Glorel;;x
b_glorel_adj;Glorelian;Glorelian;;;Glorelian;;x
b_telengaur;Telengaur;Telengaur;;;Telengaur;;x
b_telengaur_adj;Telengaurian;Telengaurian;;;Telengaurian;;x
b_alagdor;Alagdor;Alagdor;;;Alagdor;;x
b_alagdor_adj;Alagdorian;Alagdorian;;;Alagdorian;;x
b_tiridor;Tiridor;Tiridor;;;Tiridor;;x
b_tiridor_adj;Tiridorian;Tiridorian;;;Tiridorian;;x
b_nepos;Nepos;Nepos;;;Nepos;;x
b_nepos_adj;Neposian;Neposian;;;Neposian;;x
b_faron;Faron;Faron;;;Faron;;x
b_faron_adj;Faronian;Faronian;;;Faronian;;x
b_morgevil;Morgevil;Morgevil;;;Morgevil;;x
b_morgevil_adj;Morgevilian;Morgevilian;;;Morgevilian;;x


b_tarmasundar;Tarmasundar;Tarmasundar;;;Tarmasundar;;x
b_tarmasundar_adj;Tarmasundarian;Tarmasundarian;;;Tarmasundarian;;x
b_tolfalas;Tolfalas;Tolfalas;;;Tolfalas;;x
b_tolfalas_adj;Tolfalasian;Tolfalasian;;;Tolfalasian;;x
b_astirian;Astirian;Astirian;;;Astirian;;x
b_astirian_adj;Astirianian;Astirianian;;;Astirianian;;x
b_harnastin;Beacon of Harnastin;Feu d'Alarme d'Harnastin;;;Beacon of Harnastin;;x
b_harnastin_adj;Harnastinian;Harnastinian;;;Harnastinian;;x
b_araglas;Araglas;Araglas;;;Araglas;;x
b_araglas_adj;Araglasian;Araglasian;;;Araglasian;;x
b_fangorn;Fangorn;Fangorn;;;Fangorn;;x
b_fangorn_adj;Fangornian;Fangornian;;;Fangornian;;x
b_udun;Udun;Udun;;;Udun;;x
b_udun_adj;Udunian;Udunian;;;Udunian;;x
b_overbourn_marshes;Overbourn Marshes;Overbourn Marshes;;;Overbourn Marshes;;x
b_overbourn_marshes_adj;Overbourn Marshesian;Overbourn Marshesian;;;Overbourn Marshesian;;x
b_the_marish;The Marish;Le Maresque;;;The Marish;;x
b_the_marish_adj;The Marishian;Maresque;;;The Marishian;;x
b_frogmorton;Frogmorton;La Grenouillère;;;Frogmorton;;x
b_frogmorton_adj;Frogmortonian;Frogmortonian;;;Frogmortonian;;x
b_bridge_fields;Bridge Fields;Champs-du-Pont;;;Bridge Fields;;x
b_bridge_fields_adj;Bridge Fieldsian;Pontien;;;Bridge Fieldsian;;x
b_hills_of_scary;Hills of Scary;Scary;;;Hills of Scary;;x
b_hills_of_scary_adj;Hills of Scaryian;Scaryian;;;Hills of Scaryian;;x
b_glen;Hardbottle;Hardbottle;;;Hardbottle;;x
b_glen_adj;Glenian;Glenian;;;Glenian;;x
b_west_red_downs2;Sunbury;Sunbury;;;Sunbury;;x
b_west_red_downs3;Grasston;Grasston;;;Grasston;;x
b_hobbiton;Hobbiton;Hobbitebourg;;;Hobbiton;;x
b_hobbiton_adj;Hobbitonian;Hobbitonian;;;Hobbitonian;;x
b_the_white_downs;The White Downs;The White Downs;;;The White Downs;;x
b_the_white_downs_adj;The White Downsian;The White Downsian;;;The White Downsian;;x
b_westwood;Westwood;Westwood;;;Westwood;;x
b_westwood_adj;Westwoodian;Westwoodian;;;Westwoodian;;x
b_little_delving;Little Delving;Little Delving;;;Little Delving;;x
b_little_delving_adj;Little Delvingian;Little Delvingian;;;Little Delvingian;;x
b_nobottle;Nobottle;Nobottle;;;Nobottle;;x
b_nobottle_adj;Nobottleian;Nobottleian;;;Nobottleian;;x
b_overhill;Overhill;Overhill;;;Overhill;;x
b_overhill_adj;Overhillian;Overhillian;;;Overhillian;;x
b_greenfields;Greenfields;Greenfields;;;Greenfields;;x
b_greenfields_adj;Greenfieldsian;Greenfieldsian;;;Greenfieldsian;;x
b_west_north_moors;West North Moors;West North Moors;;;West North Moors;;x
b_west_north_moors_adj;West North Moorsian;West North Moorsian;;;West North Moorsian;;x
b_north_bindbale;North Bindbale;North Bindbale;;;North Bindbale;;x
b_north_bindbale_adj;North Bindbaleian;North Bindbaleian;;;North Bindbaleian;;x
b_west_bindbale;West Bindbale;West Bindbale;;;West Bindbale;;x
b_west_bindbale_adj;West Bindbaleian;West Bindbaleian;;;West Bindbaleian;;x
b_green_hill_country;Green Hill Country;Green Hill Country;;;Green Hill Country;;x
b_green_hill_country_adj;Green Hill Countryian;Green Hill Countryian;;;Green Hill Countryian;;x
b_michel_delving;Michel Delving;Michel Delving;;;Michel Delving;;x
b_michel_delving_adj;Michel Delvingian;Michel Delvingian;;;Michel Delvingian;;x
b_bindbale_wood;Harlestar;Harlestar;;;Harlestar;;x
b_bindbale_wood_adj;Harlestaran;Harlestaran;;;Harlestaran;;x
b_bindbalebury;Norminyar;Norminyar;;;Norminyar;;x
b_bindbalebury_adj;Norminyaran;Norminyaran;;;Norminyaran;;x
b_buckland;Bucklebury;Bucklebury;;;Bucklebury;;x
b_buckland_adj;Buckleburian;Buckleburian;;;Buckleburian;;x
b_eryn_vorn;Eryn Vorn;Eryn Vorn;;;Eryn Vorn;;x
b_eryn_vorn_adj;Eryn Vornian;Eryn Vornian;;;Eryn Vornian;;x
b_cithrenor;Cithrenor;Cithrenor;;;Cithrenor;;x
b_cithrenor_adj;Cithrenorian;Cithrenorian;;;Cithrenorian;;x
b_angoth;Angoth;Angoth;;;Angoth;;x
b_angoth_adj;Angothian;Angothian;;;Angothian;;x
b_annithir;Annithir;Annithir;;;Annithir;;x
b_annithir_adj;Annithirian;Annithirian;;;Annithirian;;x
b_girithlin;Girithlin;Girithlin;;;Girithlin;;x
b_girithlin_adj;Girithlinian;Girithlinian;;;Girithlinian;;x
b_east_girithlin;East Girithlin;East Girithlin;;;East Girithlin;;x
b_east_girithlin_adj;East Girithlinian;East Girithlinian;;;East Girithlinian;;x
b_the_old_forest;The Old Forest;The Old Forest;;;The Old Forest;;x
b_the_old_forest_adj;The Old Forestian;The Old Forestian;;;The Old Forestian;;x
b_barrow_downs;Barrow Downs;Barrow Downs;;;Barrow Downs;;x
b_barrow_downs_adj;Barrow Downsian;Barrow Downsian;;;Barrow Downsian;;x
b_west_south_downs;West South Downs;West South Downs;;;West South Downs;;x
b_west_south_downs_adj;West South Downsian;West South Downsian;;;West South Downsian;;x
b_east_south_downs;East South Downs;East South Downs;;;East South Downs;;x
b_east_south_downs_adj;East South Downsian;East South Downsian;;;East South Downsian;;x
b_bondor;Bondor;Bondor;;;Bondor;;x
b_bondor_adj;Bondorian;Bondorian;;;Bondorian;;x
b_ash_mountains;Mithram-Spur;Mithram-Spur;;;Mithram-Spur;;x
b_ash_mountains_adj;Mithram-Spurian;Mithram-Spurian;;;Mithram-Spurian;;x
b_fenmarch;Fenmarch;Fenmarch;;;Fenmarch;;x
b_fenmarch_adj;Fenmarchian;Fenmarchian;;;Fenmarchian;;x
b_foldburg;Foldburg;Foldburg;;;Foldburg;;x
b_the_folde_adj;The Foldeian;The Foldeian;;;The Foldeian;;x
b_snowwash;Snowwash;Snowwash;;;Snowwash;;x
b_snowwash_adj;Snowwashian;Snowwashian;;;Snowwashian;;x
b_south_entwash;South Entwash;South Entwash;;;South Entwash;;x
b_south_entwash_adj;South Entwashian;South Entwashian;;;South Entwashian;;x
b_eastfolde;Eastfolde;Eastfolde;;;Eastfolde;;x
b_eastfolde_adj;Eastfoldeian;Eastfoldeian;;;Eastfoldeian;;x
b_kings_land;King's Land;King's Land;;;King's Land;;x
b_kings_land_adj;King's Landian;King's Landian;;;King's Landian;;x
b_harrowdale;Harrowdale;Harrowdale;;;Harrowdale;;x
b_harrowdale_adj;Harrowdaleian;Harrowdaleian;;;Harrowdaleian;;x
b_king_fold;King Fold;King Fold;;;King Fold;;x
b_king_fold_adj;King Foldian;King Foldian;;;King Foldian;;x
b_east_deep;East Deep;East Deep;;;East Deep;;x
b_east_deep_adj;East Deepian;East Deepian;;;East Deepian;;x
b_west_deep;West Deep;West Deep;;;West Deep;;x
b_west_deep_adj;West Deepian;West Deepian;;;West Deepian;;x
b_gap_of_rohan;Gap of Rohan;Gap of Rohan;;;Gap of Rohan;;x
b_gap_of_rohan_adj;Gap of Rohanian;Gap of Rohanian;;;Gap of Rohanian;;x
b_adornfold;Adornfold;Adornfold;;;Adornfold;;x
b_adornfold_adj;Adornfoldian;Adornfoldian;;;Adornfoldian;;x
b_helms_deep;Helm's Deep;Helm's Deep;;;Helm's Deep;;x
b_helms_deep_adj;Helm's Deepian;Helm's Deepian;;;Helm's Deepian;;x
b_mouth_of_anduin;Mouth of Anduin;Mouth of Anduin;;;Mouth of Anduin;;x
b_mouth_of_anduin_adj;Mouth of Anduinian;Mouth of Anduinian;;;Mouth of Anduinian;;x
b_methil;Methil;Methil;;;Methil;;x
b_methil_adj;Methilian;Methilian;;;Methilian;;x
b_north_laergaladrin;North Laergaladrin;North Laergaladrin;;;North Laergaladrin;;x
b_north_laergaladrin_adj;North Laergaladrinian;North Laergaladrinian;;;North Laergaladrinian;;x
b_west_aegardh;West Aegardh;West Aegardh;;;West Aegardh;;x
b_west_aegardh_adj;West Aegardhian;West Aegardhian;;;West Aegardhian;;x
b_east_aegardh;East Aegardh;East Aegardh;;;East Aegardh;;x
b_east_aegardh_adj;East Aegardhian;East Aegardhian;;;East Aegardhian;;x
b_aegthelion;Aegthelion;Aegthelion;;;Aegthelion;;x
b_aegthelion_adj;Aegthelionian;Aegthelionian;;;Aegthelionian;;x
b_barad_harn;Barad Harn;Barad Harn;;;Barad Harn;;x
b_harn_adj;Harnian;Harnian;;;Harnian;;x
b_emyn_annun;Emyn Annun;Emyn Annun;;;Emyn Annun;;x
b_emyn_annun_adj;Emyn Annunian;Emyn Annunian;;;Emyn Annunian;;x
b_mirlond;Mirlond;Mirlond;;;Mirlond;;x
b_mirlond_adj;Mirlondian;Mirlondian;;;Mirlondian;;x
b_sabiya;Sabiya;Sabiya;;;Sabiya;;x
b_sabiya_adj;Sabiyaian;Sabiyaian;;;Sabiyaian;;x
b_caradhram;Caradhram;Caradhram;;;Caradhram;;x
b_caladhram_adj;Caladhramian;Caladhramian;;;Caladhramian;;x
b_south_laergaladrin;South Laergaladrin;South Laergaladrin;;;South Laergaladrin;;x
b_south_laergaladrin_adj;South Laergaladrinian;South Laergaladrinian;;;South Laergaladrinian;;x
b_harondor;Harondor;Harondor;;;Harondor;;x
b_harondor_adj;Harondorian;Harondorian;;;Harondorian;;x
b_hingren;Hingren;Hingren;;;Hingren;;x
b_hingren_adj;Hingrenian;Hingrenian;;;Hingrenian;;x
b_eithel;Eithel;Eithel;;;Eithel;;x
b_eithel_adj;Eithelian;Eithelian;;;Eithelian;;x
b_malduin;Bar Malduin;Bar Malduin;;;Bar Malduin;;x
b_malduin_adj;Malduinian;Malduinian;;;Malduinian;;x
b_emyn_imladrim;Emyn Imladrim;Emyn Imladrim;;;Emyn Imladrim;;x
b_emyn_imladrim_adj;Emyn Imladrimian;Emyn Imladrimian;;;Emyn Imladrimian;;x
b_faday;Faday;Faday;;;Faday;;x
b_faday_adj;Fadayian;Fadayian;;;Fadayian;;x
b_romenor;Romenor;Romenor;;;Romenor;;x
b_romenor_adj;Romenorian;Romenorian;;;Romenorian;;x
b_carnen;Carnen;Carnen;;;Carnen;;x
b_carnen_adj;Carnenian;Carnenian;;;Carnenian;;x
b_tirith_argon;Tirith Argon;Tirith Argon;;;Tirith Argon;;x
b_tirith_argon_adj;Tirith Argonian;Tirith Argonian;;;Tirith Argonian;;x
b_abarloni;Abarloni;Abarloni;;;Abarloni;;x
b_abarloni_adj;Abarloniian;Abarloniian;;;Abarloniian;;x
b_west_harnen;West Harnen;West Harnen;;;West Harnen;;x
b_west_harnen_adj;West Harnenian;West Harnenian;;;West Harnenian;;x
b_east_harnen;East Harnen;East Harnen;;;East Harnen;;x
b_east_harnen_adj;East Harnenian;East Harnenian;;;East Harnenian;;x
b_morgal;Morgal;Morgal;;;Morgal;;x
b_morgal_adj;Morgalian;Morgalian;;;Morgalian;;x
b_orodruin;Sammart Naur;Sammart Naur;;;Sammart Naur;;x
b_orodruin_adj;Sammart Naurian;Sammart Naurian;;;Sammart Naurian;;x
b_cirith_ungol;Cirith Ungol;Cirith Ungol;;;Cirith Ungol;;x
b_cirith_ungol_adj;Cirith Ungolian;Cirith Ungolian;;;Cirith Ungolian;;x
b_carach_angren;Carach Angren;Carach Angren;;;Carach Angren;;x
b_carach_angren_adj;Carach Angrenian;Carach Angrenian;;;Carach Angrenian;;x
b_ered_lithui;Ered Lithui;Ered Lithui;;;Ered Lithui;;x
b_ered_lithui_adj;Ered Lithuiian;Ered Lithuiian;;;Ered Lithuiian;;x
b_west_lithad;West Lithad;West Lithad;;;West Lithad;;x
b_west_lithad_adj;West Lithadian;West Lithadian;;;West Lithadian;;x
b_east_lithad;Lithad;Lithad;;;Lithad;;x
b_east_lithad_adj;Lithadian;Lithadian;;;Lithadian;;x
b_linnuis;Linnuis;Linnuis;;;Linnuis;;x
b_linnuis_adj;Linnuisian;Linnuisian;;;Linnuisian;;x
b_nadior;Nadior;Nadior;;;Nadior;;x
b_nadior_adj;Nadiorian;Nadiorian;;;Nadiorian;;x
b_siduri;Siduri;Siduri;;;Siduri;;x
b_siduri_adj;Siduriian;Siduriian;;;Siduriian;;x
b_emyrs;Emyrs;Emyrs;;;Emyrs;;x
b_emyrs_adj;Emyrsian;Emyrsian;;;Emyrsian;;x
b_talsir;Talsir;Talsir;;;Talsir;;x
b_talsir_adj;Talsirian;Talsirian;;;Talsirian;;x
b_bregnas;Bregnas;Bregnas;;;Bregnas;;x
b_bregnas_adj;Bregnasian;Bregnasian;;;Bregnasian;;x
b_daelmoth;Daelmoth;Daelmoth;;;Daelmoth;;x
b_daelmoth_adj;Daelmothian;Daelmothian;;;Daelmothian;;x
b_balost;Balost;Balost;;;Balost;;x
b_balost_adj;Balostian;Balostian;;;Balostian;;x
b_alandor;Alandor;Alandor;;;Alandor;;x
b_alandor_adj;Alandorian;Alandorian;;;Alandorian;;x
b_argond;Argond;Argond;;;Argond;;x
b_argond_adj;Argondian;Argondian;;;Argondian;;x
b_deveney;Deveney;Deveney;;;Deveney;;x
b_deveney_adj;Deveneyian;Deveneyian;;;Deveneyian;;x
b_entamundo;Entamundo;Entamundo;;;Entamundo;;x
b_entamundo_adj;Entamundoian;Entamundoian;;;Entamundoian;;x
b_thaendor;Thaendor;Thaendor;;;Thaendor;;x
b_thaendor_adj;Thaendorian;Thaendorian;;;Thaendorian;;x
b_seren;Seren;Seren;;;Seren;;x
b_seren_adj;Serenian;Serenian;;;Serenian;;x
b_gwaelin;Gwaelin;Gwaelin;;;Gwaelin;;x
b_gwaelin_adj;Gwaelinian;Gwaelinian;;;Gwaelinian;;x
b_andrathin;Andrathin;Andrathin;;;Andrathin;;x
b_andrath_adj;Andrathian;Andrathian;;;Andrathian;;x
b_arnach;Arnach;Arnach;;;Arnach;;x
b_arnach_adj;Arnachian;Arnachian;;;Arnachian;;x
b_thalion;Thalion;Thalion;;;Thalion;;x
b_thalion_adj;Thalionian;Thalionian;;;Thalionian;;x
b_tharbad;Tharbad;Tharbad;;;Tharbad;;x
b_tharbad_adj;Tharbadian;Tharbadian;;;Tharbadian;;x
b_therwen;Therwen;Therwen;;;Therwen;;x
b_therwen_adj;Therwenian;Therwenian;;;Therwenian;;x
b_nen-i-sul;Nen-i-sul;Nen-i-sul;;;Nen-i-sul;;x
b_nen-i-sul_adj;Nen-i-sulian;Nen-i-sulian;;;Nen-i-sulian;;x
b_denerond;Denerond;Denerond;;;Denerond;;x
b_denerond_adj;Denerondian;Denerondian;;;Denerondian;;x
b_filimir;Filimir;Filimir;;;Filimir;;x
b_filimir_adj;Filimirian;Filimirian;;;Filimirian;;x
b_faerdorbound;Faerdorbound;Faerdorbound;;;Faerdorbound;;x
b_faerdorbound_adj;Faerdorboundian;Faerdorboundian;;;Faerdorboundian;;x
b_andrast;Andrast;Andrast;;;Andrast;;x
b_andrast_adj;Andrastian;Andrastian;;;Andrastian;;x
b_panch-i-cenceman;Panch-i-Cenceman;Panch-i-Cenceman;;;Panch-i-Cenceman;;x
b_panch-i-cenceman_adj;Panch-i-Cencemanian;Panch-i-Cencemanian;;;Panch-i-Cencemanian;;x
b_west_nan_enqui;West Nan Enqui;West Nan Enqui;;;West Nan Enqui;;x
b_west_nan_enqui_adj;West Nan Enquiian;West Nan Enquiian;;;West Nan Enquiian;;x
b_parth_iaur;Parth Iaur;Parth Iaur;;;Parth Iaur;;x
b_parth_iaur_adj;Parth Iaurian;Parth Iaurian;;;Parth Iaurian;;x
b_pench_marwin;Pench Marwin;Pench Marwin;;;Pench Marwin;;x
b_pench_marwin_adj;Pench Marwinian;Pench Marwinian;;;Pench Marwinian;;x
b_east_nan_enqui;East Nan Enqui;East Nan Enqui;;;East Nan Enqui;;x
b_east_nan_enqui_adj;East Nan Enquiian;East Nan Enquiian;;;East Nan Enquiian;;x
b_abastmil;Abastmil;Abastmil;;;Abastmil;;x
b_abastmil_adj;Abastmilian;Abastmilian;;;Abastmilian;;x
b_ruasin;Ruasin;Ruasin;;;Ruasin;;x
b_ruasin_adj;Ruasinian;Ruasinian;;;Ruasinian;;x
b_hairaverkien;Hairaverkien;Hairaverkien;;;Hairaverkien;;x
b_hairaverkien_adj;Hairaverkienian;Hairaverkienian;;;Hairaverkienian;;x
b_nimrhand;Nimrhand;Nimrhand;;;Nimrhand;;x
b_nimrhand_adj;Nimrhandian;Nimrhandian;;;Nimrhandian;;x
b_west_nan_lefnui;West Nan Lefnui;West Nan Lefnui;;;West Nan Lefnui;;x
b_west_nan_lefnui_adj;West Nan Lefnuiian;West Nan Lefnuiian;;;West Nan Lefnuiian;;x
b_hwarin;Hwarin;Hwarin;;;Hwarin;;x
b_hwarin_adj;Hwarinian;Hwarinian;;;Hwarinian;;x
b_fangmaer;Fangmaer;Fangmaer;;;Fangmaer;;x
b_fangmaer_adj;Fangmaerian;Fangmaerian;;;Fangmaerian;;x
b_dunlostir;Dunlostir;Dunlostir;;;Dunlostir;;x
b_dunlostir_adj;Dunlostirian;Dunlostirian;;;Dunlostirian;;x
b_emnet;Broadacres;Broadacres;;;Broadacres;;x
b_emnet_adj;Emnetian;Emnetian;;;Emnetian;;x
b_north_snow-wash;North Snow-wash;North Snow-wash;;;North Snow-wash;;x
b_north_snow-wash_adj;North Snow-washian;North Snow-washian;;;North Snow-washian;;x
b_west_entwash_vale;West Entwash Vale;West Entwash Vale;;;West Entwash Vale;;x
b_west_entwash_vale_adj;West Entwash Valeian;West Entwash Valeian;;;West Entwash Valeian;;x
b_annulond;Annulond;Annulond;;;Annulond;;x
b_annulond_adj;Annulondian;Annulondian;;;Annulondian;;x
b_serelond;Serelond;Serelond;;;Serelond;;x
b_serelond_adj;Serelondian;Serelondian;;;Serelondian;;x
b_lond_galen;Lond Galen;Lond Galen;;;Lond Galen;;x
b_lond_galen_adj;Lond Galenian;Lond Galenian;;;Lond Galenian;;x
b_rondalph;Rondalph;Rondalph;;;Rondalph;;x
b_rondalph_adj;Rondalphian;Rondalphian;;;Rondalphian;;x
b_lond_anfalas;Lond Anfalas;Lond Anfalas;;;Lond Anfalas;;x
b_lond_anfalas_adj;Lond Anfalasian;Lond Anfalasian;;;Lond Anfalasian;;x
b_cirith_iaur;Cirith Iaur;Cirith Iaur;;;Cirith Iaur;;x
b_cirith_iaur_adj;Cirith Iaurian;Cirith Iaurian;;;Cirith Iaurian;;x
b_lond_feren;Lond Feren;Lond Feren;;;Lond Feren;;x
