#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
ca_Dtraining_grounds_3;Large Training Galleries;Grandes Galeries d'Entraînement;;;;;x
ca_Dtraining_grounds_1_desc;Training Galleries allow replacement of fallen troups.;Ces galeries d'entraînement permettent de mieux remplacer les troupes perdues au combat.;;;;;x
ca_Dcastleguards_1;Halberdmen Barracks;Caserne des Hallebardiers;;;;;x
ca_Dcastleguards_2;Guards Barracks;Caserne de la Garde;;;;;x
ca_Dcastleguards_3;Elite Guards barracks;Caserne des Gardes d'Elite;;;;;x
ca_Dcastleguards_4;Iron Guards barracks;Garnison de Fer;;;;;x
ca_Dcastleguards_5;Elite Iron Guards Barracks;Garnison de Fer d'élite;;;;;x
ca_Dcastleguards_6;Dragonslayers Barracks;Caserne des Tueurs-de-Dragon;;;;;x
ca_Dcastleguards_1_desc;The Guard forms pikemen usually used for defense.;La garde se compose de piquiers et assure normalement un rôle défensif.;;;;;x
ca_Dtown_1;Small Dwelling Galleries;Petites Galeries d'Habitations;;;;;x
ca_Dtown_2;Large Dwelling Galleries;Grandes Galeries d'Habitations;;;;;x
ca_Dtown_3;Small Halls;Petites Salles;;;;;x
ca_Dtown_4;Great Halls;Grandes Salles;;;;;x
ca_Dtown_5;Large Halls;Grandes Salles;;;;;x
ca_Dtown_6;Dwarven Halls;Salles des Nains;;;;;x
ca_Dtown_1_desc;The Small Dwelling Galleries of this fortress provide housing to some families of soldiers.;Les Petites galeries d'habitations de la forteresse apporte logement à certaines familles des soldats.;;;;;x
ca_Dtown_2_desc;The Large Dwelling Galleries of the fortress provide housing to all the families of soldiers.;Les Grandes Galeries d'habitations de la forteresse apporte logement aux familles des soldats.;;;;;x
ca_Dtown_3_desc;The Small Halls of the fortress provides housing to some merchants.;Les Petites Salles de la forteresse apporte un espace pour quelques marchands.;;;;;x
ca_Dtown_4_desc;The Great Halls of the fortress provides more space for merchants, and for some rich families.;Les Grandes Salles de la forteresse apportent plus d'espace pour les marchants, mais aussi pour quelques familles aisées.;;;;;x
ca_Dtown_5_desc;The Large Halls of the fortress provides more space to merchants, artisans, and for some rich families.;Les Larges Salles de la forteresse apportent plus d'espaces pour les marchants, les artisans, et pour de nombreuses riches familles.;;;;;x
ca_Dtown_6_desc;The Dwarven Halls of the Fortress, finely chiseled in stone, are the wonder of your territory. Many merchants come from all dwarves territories to sell their products, and many noble families settled there. The best dwarven craftsmen participated in the creation of this place.;Les Salles Naines de la Forteresse, finement ciselées dans la pierre, sont la merveille de votre territoire. De nombreux marchants viennent de tout les territoires nains pour y vendre leurs produits, et de nombreuses familles nobles s'y sont installées. Les meilleurs artisans nains ont participé à la création de cet endroit.;;;;;x
ca_moriamines_1;Mithril Mines of Moria;Mines de Mithril de la Moria;;;;;x
ca_moriamines_1_desc;Veins of precious Mithril-Ore are being mined here;Les Veines de la précieuse ressource de la Moria;;;;;x
ca_moriamines_2;Mithril Mines of Moria;Mines de Mithril de la Moria;;;;;x
ca_dwarvenforges_1;Small Forges;Petites Forges;;;;;x
ca_dwarvenforges_2;Forges;Forges;;;;;x
ca_dwarvenforges_3;Dwarven Forges;Forges Naines;;;;;x
ca_dwarvenforges_4;Huge Dwarven Forges;Grandes Forges Naines;;;;;x
ca_dwarvenforges_5;Runic Forges;Forges Funiques;;;;;x
ca_dwarvenforges_desc;Dwarven smiths make strong weapons and armor here;Les Forgerons Nains vont réaliser de puissantes armes et armures ici.;;;;;x
ca_dwarvenforges_6;Great Forges of Khazad-Dûm;Grandes Forges de Khazad-Dûm;;;;;x
ca_dwarvenforges_6_desc;The best of all dwarven smiths use these forges to make wondrous weapons and armor.;Les meilleurs Forgerons Nains utilisent des forges pour fabriquer de merveilleuses armes et armures.;;;;;x
ca_azanulimbardum;Azanulimbar-dûm;Azanulimbar-dûm;;;;;;;;;;;;;x
ca_azanulimbardum1;Azanulimbar-dûm;Azanulimbar-dûm;;;;;;;;;;;;;x
ca_azanulimbardum2;Azanulimbar-dûm;Azanulimbar-dûm;;;;;;;;;;;;;x
ca_azanulimbardum3;Azanulimbar-dûm;Azanulimbar-dûm;;;;;;;;;;;;;x
ca_azanulimbardum_desc;Although lesser than Khazad-dûm or Erebor, the great halls of the Ironfist Dwarves are nevertheless imposing.;Bien que moins célèbres que la Moria ou Erebor, les grandes salles des nains Poings de Fer n'en sont pas moins imposantes.;;;;;;;;;;;;x
ca_nurunkhizdin;Nurunkhizdin;Nurunkhizdin;;;;;;;;;;;;;x
ca_nurunkhizdin1;Nurunkhizdin;Nurunkhizdin;;;;;;;;;;;;;x
ca_nurunkhizdin2;Nurunkhizdin;Nurunkhizdin;;;;;;;;;;;;;x
ca_nurunkhizdin3;Nurunkhizdin;Nurunkhizdin;;;;;;;;;;;;;x
ca_nurunkhizdin_desc;Although lesser than Khazad-dûm or Erebor, the great halls of the Blacklocks Dwarves are nevertheless imposing.;Bien que moins célèbres que la Moria ou Erebor, les grandes salles des nains Boucles Noires n'en sont pas moins imposantes.;;;;;;;;;;;;x
ca_tamnogoth;Tamnogoth;Tamnogoth;;;;;;;;;;;;;x
ca_tamnogoth1;Tamnogoth;Tamnogoth;;;;;;;;;;;;;x
ca_tamnogoth2;Tamnogoth;Tamnogoth;;;;;;;;;;;;;x
ca_tamnogoth3;Tamnogoth;Tamnogoth;;;;;;;;;;;;;x
ca_tamnogoth_desc;Although lesser than the lost city of Nogrod, the great halls of the Firebeards Dwarves are nevertheless imposing.;Sans rivaliser avec la cité perdue de Nogrod, les grandes salles des nains Barbes de Feu restent impressionnantes.;;;;;;;;;;;;x
ca_zirakdum;Zirakdum; Zirakdum;;;;;;;;;;;;;x
ca_zirakdum1;Zirakdum; Zirakdum;;;;;;;;;;;;;x
ca_zirakdum2;Zirakdum; Zirakdum;;;;;;;;;;;;;x
ca_zirakdum3;Zirakdum; Zirakdum;;;;;;;;;;;;;x
ca_zirakdum_desc;Although lesser than Khazad-dûm or Erebor, the great halls of the Stiffbeards Dwarves are nevertheless imposing.;Bien que moins célèbres que la Moria ou Erebor, les grandes salles des nains Barbes Drues n'en sont pas moins imposantes.;;;;;;;;;;;;x
ca_thorinsgate;Thorin's Gate;Porte de Thorin;;;;;;;;;;;;;x
ca_thorinsgate1;Thorin's Gate;Porte de Thorin;;;;;;;;;;;;;x
ca_thorinsgate2;Thorin's Gate;Porte de Thorin;;;;;;;;;;;;;x
ca_thorinsgate3;Thorin's Gate;Porte de Thorin;;;;;;;;;;;;;x
ca_thorinsgate_desc;Although lesser than the lost city of Belegost, the great halls of the Broadbeams Dwarves are nevertheless imposing.;Sans rivaliser avec la cité perdue de Belegost, les grandes salles des nains Radieux restent impressionnantes.;;;;;;;;;;;;x
ca_erebor;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor1;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor2;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor3;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor4;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor5;Erebor;Erebor;;;;;;;;;;;;;x
ca_erebor_desc;A wealthy dwarf kingdom, built under the Lonely Mountain.;La Montagne Solitaire, plus puissant royaume des Nains en Terre du Milieu après Khazad-Dum.;;;;;x
ca_khazad;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad1;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad2;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad3;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad4;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad5;Khazad-dûm;Khazad-dûm;;;;;;;;;;;;;x
ca_khazad_desc;Khazad-dûm, the most powerful city of the dwarves, offers protection, wealth and glory to its owner.;Khazad-dûm, la plus puissante cité des nains, offre protection, richesse et gloire à son propriétaire.;;;;;x
ca_stone_durin;Durin's Stone;La Pierre de Durin;;;;;x;;;;;;;;;
ca_stone_durin_desc;According to the Dwarves of Durin's Folk, it was built on the site where Durin the Deathless looked down in the lake and saw a crown above his head; its purpose was to mark the event. It was ornamented with Ancient Dwarvish runes. By the late Third Age the stone was broken, cracked and heavily weathered.;Selon les Nains du Peuple de Durin, la Pierre a été construite sur ??le site où Durin I Trompe-la-Mort regarda dans le lac et a vu une couronne au-dessus de sa tête, son but était de marquer l'événement. Elle a été ornée de runes. Par la suite, au Troisième Age, la pierre a été brisée, fissurée et très altéré.;;;;;;;;;;;;;x
ca_mirrormere;Kheled-zâram;Kheled-zâram;;;;;x;;;;;;;;;
ca_mirrormere_desc;According to the Dwarves of Durin's folk, after Durin the Deathless had awoken at Mount Gundabad in the far north of the Misty Mountains, he travelled south until he came upon this lake. He looked down into it and saw a crown above his head, a reflection of stars above, despite the fact it was day and the stars were visible. Taking the crown as a sign, he founded the great city of Khazad-dûm beneath the mountains that fed Kheled-zâram.;Selon les Nains du Peuple de Durin, après que Durin I Trompe-la-Mort se soit réveillé au Mont Gundabad dans le nord des Monts Brumeux, il a voyagé au sud jusqu'à ce qu'il arrive sur ce lac. Il baissa les yeux et vit une couronne au-dessus de sa tête, grâce au reflet des étoiles au-dessus, malgré le fait qu'il était le jour et que les étoiles ne devraient pas être visibles. Prenant la couronne comme un signe, il a fondé la grande ville de Khazad-dûm sous les montagnes qui alimentaient Kheled-zâram.;;;;;x;;;;;;;;;
ca_DInnerFortification_1;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_2;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_3;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_4;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_5;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_6;Inner Fortifications;Fortifications Internes;;;;;;;;;;;;;x
ca_DInnerFortification_1_desc;Those fortifications within the structure itself have too objectives : strengthening it for additionnal expansion, and adding protection against outer invaders.;Ce renforcement interne a pour but de renforcer l'ensemble de la structure afin de l'étendre davantage, mais elle permet aussi une meilleure protection contre des envahisseurs.;;;;;;;;;;;;;x
ca_lonely_mountain;The Lonely Mountain;La Montagne Solitaire;;;;;;;;;;;;;x
ca_lonely_mountain_desc;Before building anything, you must must dig deep enough under the Lonely Mountain;Avant de vraiment pouvoir construire, vous devez creuser suffisament sous la Montagne Solitaire;;;;;;;;;;;;;x
ca_mithrilforges_1;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_2;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_3;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_4;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_5;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_6;Mithril Forges;Forges à Mithril;;;;;;;;;;;;;x
ca_mithrilforges_desc;Here, dwarven mastersmiths make wonderfull armor and weapons with mithril !;Ici, les maîtres forgerons nains fabriquent de formidables armes et armures en mithril.;;;;;;;;;;;;;x
ca_assembly_dwarves_1;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_2;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_3;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_4;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_5;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_6;Great Hall of the Assembly;Grande Salle de l'Assemblée des Nains;;;;;x
ca_assembly_dwarves_desc;In the Great Hall, the Dwarves of all Clans meet to decide who will rule all the Mountains during his mandate.;Dans cette Grande Salle, les Nains de tout les Clans se réunissent pour décider qui gouvernera toutes les Montagnes pendant un mandat.;;;;;x
ca_assembly_guard_1;Assembly Honor Guard;Garde d'Honneur de l'Assemblée;;;;;x
ca_assembly_guard_2;Assembly Honor Guard;Garde d'Honneur de l'Assemblée;;;;;x
ca_assembly_guard_3;Assembly Honor Guard;Garde d'Honneur de l'Assemblée;;;;;x
ca_assembly_guard_4;Assembly Honor Guard;Garde d'Honneur de l'Assemblée;;;;;x
ca_assembly_guard_desc;This is were the guards of the assembly stay to protect it.;C'est ici que les gardes de l'Assemblée demeurent pour la défendre.;;;;;x
ca_assembly_archives_1;Archives of the Assembly;Archives de l'Assemblée;;;;;x
ca_assembly_archives_2;Archives of the Assembly;Archives de l'Assemblée;;;;;x
ca_assembly_archives_3;Archives of the Assembly;Archives de l'Assemblée;;;;;x
ca_assembly_archives_desc;Those archives allows the elected king to rule more efficiently.;Ces archives permettent au Roi élu de gouverner plus efficacement.;;;;;x
ca_Dstatue_0_desc;These halls are empty and any dwarf will note the absence of even the most modest statue of the owner's Ancestors.;Ces salles sont terriblement vides, et n'importe quel Nain notera l'absence de la moindre statue honorant les Ancêtres.;;;;;x
ca_Dstatue_0;Empty Halls;Salles Vides;;;;;x
ca_Dstatue_1_desc;These statues represent the Ancient Kings of the Dwarves. May their spirits guide us in the deep.;Ces statues représentent les Anciens Rois des Nains. Puissent leurs esprits nous guider dans les profondeurs.;;;;;x
ca_Dstatue_1;Stone Statues;Statues de Pierre;;;;;x
ca_Dstatue_2;Marble Statues;Statues de Marbre;;;;;x
ca_Dstatue_3;Bronze Statues;Statues de Bronze;;;;;x
ca_Dstatue_4;Golden Statues;Statues Dorées;;;;;x
ca_Dstatue_5;Gold Statues with Gems;Statues d'Or incrustées de Gemmes;;;;;x
ca_Dwater_system_0;No Water System;Pas d'Eau Courante;;;;;x
ca_Dwater_system_0_desc;Without neither water nor sewer system, diseases come easily and the population growth is slowed.;Sans système d'apport d'eau ni d'égouts, les maladies se développent facilement et la population en souffre.;;;;;x
ca_Dwater_system_1;Basic Water System;Egouts et Acqueducs;;;;;x
ca_Dwater_system_2;Advanced Water System;Egouts et Acqueducs Avancés;;;;;x
ca_Dwater_system_1_desc;With some sewers and water system, the population's life is easier and its growth better.;Avec un système d'égouts et d'eau courante, la vie de la population est plus simple et de meilleure qualité.;;;;;x
ca_stonefoot;Stonefoot;;;;;;;;;;;;;x
ca_stonefoot1;Stonefoot;;;;;;;;;;;;x
ca_stonefoot2;Stonefoot;;;;;;;;;;;;x
ca_stonefoot3;Stonefoot;;;;;;;;;;;;x
ca_stonefoot_desc;Although lesser than Khazad-dûm or Erebor, the great halls of the Stonefoot Dwarves are nevertheless imposing.;;;;;;;;;;;;;x

