#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
#dunedain
EVTDESCrohirrimcourtier.0;While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;@FIXME@ While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;;;;;;;;;;;;;x
EVTOPTArohirrimcourtier.0;We shall honor him!;@FIXME@ We shall honor him!;;;;;;;;;;;;;x
EVTOPTBrohirrimcourtier.0;I could have done just as well.;@FIXME@ I could have done just as well.;;;;;;;;;;;;;x
EVTTITrohirrimcourtier.1;A courtier disgraces himself;@FIXME@ A courtier disgraces himself;;;;;;;;;;;;;x
EVTDESCrohirrimcourtier.1;While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;@FIXME@ While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;;;;;;;;;;;;;x
EVTOPTArohirrimcourtier.1;That was ill-done.;@FIXME@ That was ill-done.;;;;;;;;;;;;;x
EVTOPTBrohirrimcourtier.1;Imprison him for cowardice!;@FIXME@ Imprison him for cowardice!;;;;;;;;;;;;;x
EVTOPTCrohirrimcourtier.1;Banish him for cowardice!;@FIXME@ Banish him for cowardice!;;;;;;;;;;;;;x
EVTTITrohirrimcourtier.3;Wights;@FIXME@ Wights;;;;;;;;;;;;;x
EVTDESCrohirrimcourtier.3;Wights have been spotted on some nights at some isolated hills. Your people beg you to drive them out, but what can men do against such dark magic?;@FIXME@ Wights have been spotted on some nights at some isolated hills. Your people beg you to drive them out, but what can men do against such dark magic?;;;;;;;;;;;;;x
EVTOPTArohirrimcourtier.3;Send a small force to end the threat.;@FIXME@ Send a small force to end the threat.;;;;;;;;;;;;;x
EVTOPTBrohirrimcourtier.3;I'll handle this myself!;@FIXME@ I'll handle this myself!;;;;;;;;;;;;;x
EVTOPTCrohirrimcourtier.3;There's nothing we can do...;@FIXME@ There's nothing we can do...;;;;;;;;;;;;;x
#bardingcourtier
EVTTITbardingcourtier.0;A courtier wins a victory;@FIXME@ A courtier wins a victory;;;;;;;;;;;;;x
EVTDESCbardingcourtier.0;While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;@FIXME@ While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;;;;;;;;;;;;;x
EVTOPTAbardingcourtier.0;We shall honor him!;@FIXME@ We shall honor him!;;;;;;;;;;;;;x
EVTOPTBbardingcourtier.0;I could have done just as well.;@FIXME@ I could have done just as well.;;;;;;;;;;;;;x
EVTTITbardingcourtier.1;A courtier disgraces himself;@FIXME@ A courtier disgraces himself;;;;;;;;;;;;;x
EVTDESCbardingcourtier.1;While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;@FIXME@ While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;;;;;;;;;;;;;x
EVTOPTAbardingcourtier.1;That was ill-done.;@FIXME@ That was ill-done.;;;;;;;;;;;;;x
EVTOPTBbardingcourtier.1;Imprison him for cowardice!;@FIXME@ Imprison him for cowardice!;;;;;;;;;;;;;x
EVTOPTCbardingcourtier.1;Banish him for cowardice!;@FIXME@ Banish him for cowardice!;;;;;;;;;;;;;x
EVTTITbardingcourtier.3;Wights;@FIXME@ Wights;;;;;;;;;;;;;x
EVTDESCbardingcourtier.3;Wights have been spotted on some nights at some isolated hills. Your people beg you to drive them out, but what can men do against such dark magic?;@FIXME@ Wights have been spotted on some nights at some isolated hills. Your people beg you to drive them out, but what can men do against such dark magic?;;;;;;;;;;;;;x
EVTOPTAbardingcourtier.3;Send a small force to end the threat.;@FIXME@ Send a small force to end the threat.;;;;;;;;;;;;;x
EVTOPTBbardingcourtier.3;I'll handle this myself!;@FIXME@ I'll handle this myself!;;;;;;;;;;;;;x
EVTOPTCbardingcourtier.3;There's nothing we can do...;@FIXME@ There's nothing we can do...;;;;;;;;;;;;;x
#bardingcourtier
EVTTITsindarcourtier.0;A courtier wins a victory;@FIXME@ A courtier wins a victory;;;;;;;;;;;;;x
EVTDESCsindarcourtier.0;While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;@FIXME@ While on a border patrol, a courtier won a great victory against when cornered by a dozen enemies. He slew half of them, and the rest fled. The court is hailing him as a great warrior!;;;;;;;;;;;;;x
EVTOPTAsindarcourtier.0;We shall honor him!;@FIXME@ We shall honor him!;;;;;;;;;;;;;x
EVTOPTBsindarcourtier.0;I could have done just as well.;@FIXME@ I could have done just as well.;;;;;;;;;;;;;x
EVTTITsindarcourtier.1;A courtier disgraces himself;@FIXME@ A courtier disgraces himself;;;;;;;;;;;;;x
EVTDESCsindarcourtier.1;While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;@FIXME@ While on a border patrol, a courtier was ambushed, but fled and left his men to die! His name is in disgrace.;;;;;;;;;;;;;x
EVTOPTAsindarcourtier.1;That was ill-done.;@FIXME@ That was ill-done.;;;;;;;;;;;;;x
EVTOPTBsindarcourtier.1;Imprison him for cowardice!;@FIXME@ Imprison him for cowardice!;;;;;;;;;;;;;x
EVTOPTCsindarcourtier.1;Banish him for cowardice!;@FIXME@ Banish him for cowardice!;;;;;;;;;;;;;x
EVTTITsindarcourtier.3;Trespassers;@FIXME@ Trespassers;;;;;;;;;;;;;x
EVTDESCsindarcourtier.3;A man was caught felling trees and clearing land for a farm inside your realm's borders. What shall be done with him and his family?;@FIXME@ A man was caught felling trees and clearing land for a farm inside your realm's borders. What shall be done with him and his family?;;;;;;;;;;;;;x
EVTOPTAsindarcourtier.3;Let them go - but warn them not to return.;@FIXME@ Let them go - but warn them not to return.;;;;;;;;;;;;;x
EVTOPTBsindarcourtier.3;Imprison them all!;@FIXME@ Imprison them all!;;;;;;;;;;;;;x
EVTOPTCsindarcourtier.3;Let the family go, but imprison the father.;@FIXME@ Let the family go, but imprison the father.;;;;;;;;;;;;;x
EVTTITsindarcourtier.4;A new song;@FIXME@ A new song;;;;;;;;;;;;;x
EVTDESCsindarcourtier.4;This courtier has composed a stunning new epic, which brings tears to the eyes of anyone who hears it. It will be played at the annual Feast of Starlight this year.;@FIXME@ This courtier has composed a stunning new epic, which brings tears to the eyes of anyone who hears it. It will be played at the annual Feast of Starlight this year.;;;;;;;;;;;;;x
EVTOPTAsindarcourtier.4;It reminds me of the first light of a winter moon!;@FIXME@ It reminds me of the first light of a winter moon!;;;;;;;;;;;;;x
EVTOPTBsindarcourtier.4;I don't like it.;@FIXME@ I don't like it.;;;;;;;;;;;;;x

