#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
faction_independence_ultimatum_timer;;;;;;;;;;x
faction_claimant_timer;;;;;;;;;;x
declined_prestige_duel_timer;;;;;;;;;;x
recent_duel_timer;;;;;;;;;;x
subjugate_realm;Subjugate;;;;;;;;;x
capital_defenses;Capital defenses;;;;;;;;;x
evil_reinforcement;Evil reinforcement;;;;;;;;;x
tax_of_evil;Tax of Evil;;;;;;;;;x
silvan_penalty;Silvan Malus;;;;;;;;;x
sindar_penalty;Sindar Malus;;;;;;;;;x
has_pledge_attacker;Pledge Attacker;;;;;;;;;x
has_pledge_defender;Pledge Defender;;;;;;;;;x
balrog_culture_modifier;Balrog;;;;;;;;;x
dragon_culture_modifier;Dragon;;;;;;;;;x
halfling_culture_modifier;Halfling;;;;;;;;;x
huorn_culture_modifier;Huorn;;;;;;;;;x
entish_culture_modifier;Entish;;;;;;;;;x
troll_culture_modifier;Troll;;;;;;;;;x
eagles_culture_modifier;Eagle;;;;;;;;;x
wilderness_culture_modifier;Wilderness;;;;;;;;;x
rohirrim_culture_modifier;Rohirrim;;;;;;;;;x
blacklock_culture_modifier;Blacklock;;;;;;;;;x
stonefoot_culture_modifier;Stonefoot;;;;;;;;;x
stiffbeard_culture_modifier;Stiffbeard;;;;;;;;;x
ironfist_culture_modifier;Ironfist;;;;;;;;;x
broadbeam_culture_modifier;Broadbeam;;;;;;;;;x
firebeard_culture_modifier;Firebeard;;;;;;;;;x
longbeard_culture_modifier;Longbeard;;;;;;;;;x
noldor_culture_modifier;Noldor;;;;;;;;;x
sindar_culture_modifier;Sindar;;;;;;;;;x
silvan_culture_modifier;Silvan;;;;;;;;;x
urukhai_culture_modifier;Uruk-hai;;;;;;;;;x
orkish_culture_modifier;Orkish;;;;;;;;;x
arnorian_culture_modifier;Arnorian;;;;;;;;;x
gondorian_culture_modifier;Gondorian;;;;;;;;;x
dunedain_culture_modifier;Dunedain;;;;;;;;;x
default_culture_modifier;;;;;;;;;;x
pretender_modifier;Pretender;;;;;;;;;x
troops_tutorial;Tutorial troops;;;;;;;;;x
occupied_tutorial;Occupied tutorial;;;;;;;;;x
normal_ai;Normal AI;;;;;;;;;x
normal_player;Normal player;;;;;;;;;x
negative_money_desc;Bankruptcy;;;;;;;;;x
opinion_dissatisfied_calligrapher;Dissatisfied calligrapher;;;;;;;;;x
opinion_shared_lifestyle;Shared lifestyle;;;;;;;;;x
opinion_fellow_guardian_realm;Fellow guardian;;;;;;;;;x
opinion_ignore;Ignore;;;;;;;;;x
opinion_mutual_enemy;Mutual enemy;;;;;;;;;x
dynastic_refused_title;Refused title;;;;;;;;;x
cuckolded;Cuckolded;;;;;;;;;x
unfaithful;Unfaithful;;;;;;;;;x
opinion_lowered_tribal_organization;Lowered tribal organization;;;;;;;;;x
opinion_granted_other_baron_vice_royalty;Granted other baron vice royalty;;;;;;;;;x
opinion_granted_other_count_vice_royalty;Granted other count vice royalty;;;;;;;;;x
opinion_granted_other_duke_vice_royalty;Granted other duke vice royalty;;;;;;;;;x
opinion_granted_other_king_vice_royalty;Granted other king vice royalty;;;;;;;;;x
opinion_granted_other_emperor_vice_royalty;Granted other emperor vice royalty;;;;;;;;;x
opinion_vassal_king;Vassal king;;;;;;;;;x
opinion_tournament_spectator;Tournament spectator;;;;;;;;;x
opinion_queen_love_beauty_chosen;Queen love;;;;;;;;;x
opinion_queen_love_beauty;Queen love;;;;;;;;;x
opinion_joust_target;Jousting target;;;;;;;;;x
opinion_castamirusurper;Usurper;;;;;;;;;x
protected_independance;Protected independance;;;;;;;;;x
hobbit_badparty;Bad party;;;;;;;;;x
hobbit_boringparty;Boring party;;;;;;;;;x
hobbit_goodparty;Good party;;;;;;;;;x
hobbit_greatparty;Great party;;;;;;;;;x
hobbit_no_gift;No gift;;;;;;;;;x
hobbit_good_gift;Good gift;;;;;;;;;x
hobbit_little_gift;Little gift;;;;;;;;;x
opinion_refused_to_trade;Refused to trade;;;;;;;;;x
mithril_gift;Mithril gift;;;;;;;;;x
opinion_steward_raised_authority;Raised crown authority;;;;;;;;;x
opinion_undivided_realm;Undivided realm;;;;;;;;;x
opinion_didnt_give_object_to_me;Didn't give object to me;;;;;;;;;x
opinion_gave_object_to_me;Gave object to me;;;;;;;;;x
opinion_didnt_give_palantir_to_me;Didn't give palantir to me;;;;;;;;;x
opinion_gave_palantir_to_me;Gave palantir to me;;;;;;;;;x
orc_army;Black Forges & Slave Labor;;;;;;;;;x
