#CODE;ENGLISH;FRENCH;GERMAN;;ESPAÑOL;;;;;;;;;x
EVTDESC6354;Since the incident some weeks ago I have felt uneasy. I took a walk in the forest to clear my mind and found a small village where the Avari claimed to worship the Gawrogath, the 'Demons beyond the Pale'. These Spirits, older and greater supposedly than even the Valar, come from beyond Kúma, the Timeless Void. They invited me to join in their rituals and showed me a stone tablet engraved erratically by a mad Dwarf.;Depuis l'incident survenu il y a quelques semaines, je ne me sens pas très à l'aise. J'ai marché le long de la côte pour me changer les idées et j'ai trouvé un petit village où les gens disent vénérer les 'Anciens', des dieux plus vieux encore que ceux qui pratiquent le [Root.Religion.GetName]. Ils m'ont invité à me joindre à leurs rituels et m'ont montré un vieux grimoire poussiéreux écrit par un sarrazin fou. ;Seit dem Vorfall vor einigen Wochen bin ich unruhig. Ich machte einen Spaziergang an der Küste entlang, um mich auf andere Gedanken zu bringen und fand ein kleines Dorf, in dem die Bewohner den 'Großen Alten' anstelle des [Root.Religion.GetName] Glaubens huldigten. Sie luden mich zu ihren Ritualen ein und zeigten mir ein staubiges, altes Buch, das von einem wahnsinnigen Sarazenen geschrieben worden ist.;;Desde el incidente de hace unas semanas me siento intranquilo. Dí un paseo a lo largo de la costa para aclarar mi mente y encontré un pequeño pueblo donde las personas afirmaban adorar a los ‘Ancianos’, dioses más viejos aún que los de la fe [Root.Religion.GetName]. Me invitaron a unirme a sus rituales y me enseñaron un grimorio viejo y empolvado, escrito por un sarraceno loco.;;;;;;;;;x
EVTOPTA6354;I must study the Certh upon this stone...;Je dois étudier ce grimoire ;Ich sollte dieses Zauberbuch studieren;;Debo estudiar este grimorio;;;;;;;;;x
EVTTOOLTIP6355;[Root.GetBestName] learns dark secrets;[Root.GetBestName] apprend les secrets interdits;[Root.GetBestName] lernt die verbotenen Geheimnisse;;[Root.GetBestName] aprende los secretos prohibidos;;;;;;;;;x
EVTDESC6355;Intense study of the nearly illegible Certh has gained me much knowledge. I have devised a ritual to summon the most powerful of the Void Demons whence she lays, devouring her own offspring, in dark webs beneath the Ered Gorgoroth. The cult has prepared the ritual attire and is gathering the necessary offerings.;J'ai acquis de précieuses connaissances grâce à l'étude approfondie de ce grimoire. J'ai élaboré un rituel destiné à réveiller le plus puissant des Grands Anciens là où il sommeille, mort mais plongé dans un rêve, dans son tombeau sous l'océan. Les adeptes du culte ont préparé les tenues pour le rituel et ils effectuent les sactifices requis.;Durch intensive Studien des Zauberbuchs erlangte ich neues Wissen. Ich entwickelte ein Ritual, um den mächtigsten der Großen Alten aus seinem Schlummer, tot aber träumend, tief in seinem nassen Ozeangrab zu erwecken. Der Kult hat das Ritual vorbereitet und sammelt die notwendigen Opfergaben.;;He ganado mucho conocimiento con el intenso estudio del grimorio. He trazado un ritual para despertar al más poderoso de los Ancianos de donde duerme, muerto pero soñando, en su tumba acuosa bajo el océano. El culto ha preparado el atuendo para el ritual y están reuniendo los sacrificios necesarios.;;;;;;;;;x
EVTOPTA6355;Tonight, she will wake!;Ce soir, il se réveillera ! ;Heute Nacht wird er erwachen!;;Esta noche, ¡él despertará!;;;;;;;;;x
EVTTOOLTIP6356;[Root.GetBestName] puts on a black robe;[Root.GetBestName] enfile une robe noire et se coiffe d'un chapeau rabougri;[Root.GetBestName] zieht eine schwarze Robe und einen schrumpeligen, alten Hut an;;[Root.GetBestName] se pone una toga negra y un viejo sombrero arrugado;;;;;;;;;x
EVTDESC6356;The cult has gathered for the ritual on a precipice overlooking the dark chasms of Nan Dungortheb. The chanting begins, 'etkuinu... etkuinuliantë...', and in the shadows of the valley of dreadful death something stirs...;Les adeptes du culte sont rassemblés pour le rituel sur la rive d'une mer ténébreuse et orageuse. Le chant commence 'Ph'nglui mglw'nafh...' et quelque chose s'agite dans les profondeurs des eaux sombres. ;Der Kult hat sich für das Ritual an der Küste einer stürmischen, schwarzen See versammelt. Die Gesänge beginnen, Ph'nglui mglw'nafh..., und in den Tiefen des schwarzen Gewässers rührt sich etwas…;;El culto se ha reunido para el ritual a la orilla de un negro y tormentoso mar. Los cánticos empiezan, Ph'nglui mglw'nafh..., y en las profundidades de las oscuras aguas algo se mueve…;;;;;;;;;x
EVTOPTA6356;She comes! SHE COMES!;Le voilà ! LE VOILÀ !;Er kommt! ER KOMMT!;;¡Él viene! ¡ÉL VIENE!;;;;;;;;;x
EVTOPTB6356;What have I done?! I must stop this!;Qu'ai-je fait ?! Je dois mettre fin à tout ça ! ;Was habe ich getan? Ich muss es aufhalten!;;¡¿Qué es lo que he hecho?! ¡Debo pararlo!;;;;;;;;;x
EVTTOOLTIP6357;[Root.GetBestName] finds a longbow;[Root.GetBestName] réquisitionne une chaloupe;[Root.GetBestName] kommandiert ein großes Beiboot;;[Root.GetBestName] incauta una galera;;;;;;;;;x
EVTDESC6357;I ran down the sheer cliff face to a small pinnacle directly facing the monster, which crawled slugglishly from the valley. It stood as tall as the spire of Mindon Eldaliéva, in the deformed shape of a great spider, terrible to behold. I knew that I had awoken it from where it slept beneath the spires of the Gorgoroth and that it was here to bring about the end of all things. There was only one thing I could do...;J'ai dirigé la chaloupe dans les eaux enragées vers la créature monstrueuse. Elle se tenait debout, aussi haute que la tour d'un château, avec un corps d'homme et une tête garnie de tentacules. Je savais que je l'avais sortie de son sommeil abyssal et qu'elle était venue pour mettre fin au règne de l'homme. Il ne me restait qu'une chose à faire...;Ich steuerte das große Beiboot durch die tosenden Gewässer in Richtung der monströsen Kreatur. Sie war so groß wie ein Schlossturm, mit dem Körper eines Mannes und dem Kopf eines gigantischen Biests mit Tentakeln. Ich wusste, dass ich es aus seinem Schlummer erweckt hatte und dass es das Ende des Menschenzeitalters bringen würde. Ich konnte nur noch eines tun…;;Dirigí la galera a través de las aguas embravecidas hacia la criatura monstruosa. Se alzó alta como la torre de un castillo, con el cuerpo de un hombre y la cabeza de una gran bestia con tentáculos. Supe que la había despertado de donde dormía bajo las olas, y que estaba aquí para acabar con la edad del hombre. Sólo había una cosa que yo pudiera hacer…;;;;;;;;;x
EVTOPTA6357;Aim for the eyes!;Vitesse maximale !;Rammgeschwindigkeit!;;¡Velocidad de ariete!;;;;;;;;;x
EVTTOOLTIP6358;A fateful arrow...;Une collision fatidique...;Eine schicksalshafte Kollision…;;Una fatídica colisión…;;;;;;;;;x
EVTDESC6358;I awoke in my own bed weak and sweating. The servants told me that they had found me wandering in the forest, naked and babbling nonsense. I asked them about the spider but they just looked at me with worried eyes and shook their heads. It seems I am the only living witness to these events.;Je me suis réveillé dans mon lit, faible et tout en sueur. Les serviteurs m'ont dit m'avoir trouvé sur le rivage, nu et à demi noyé. Je leur ai posé des questions au sujet de la créature et du vaisseau, mais ils m'ont fixé avec des yeux inquiets puis ils ont secoué la tête. Je serais donc le seul et dernier témoin vivant de ces événements.;Ich erwachte schwach und schweißgebadet in meinem eigenen Bett. Die Diener erzählten, dass sie mich nackt und halbertrunken am Strand gefunden hatten. Ich berichtete ihnen von der Kreatur und dem Schiff, doch sie schauten mich nur besorgt und kopfschüttelnd an. Scheinbar bin ich der einzig lebende Zeuge dieser Ereignisse.;;Me desperté en mi cama débil y sudando. Los sirvientes me dijeron que me habían encontrado en la orilla, desnudo y medio ahogado. Les pregunté por la criatura y el barco pero simplemente me miraron con ojos preocupados y sacudieron la cabeza. Parece ser que soy el único testigo viviente de esos acontecimientos.;;;;;;;;;x
EVTOPTA6358;I must put them to print;Je dois faire imprimer cela;Ich muss sie niederschreiben;;Debo ponerlos a imprimir;;;;;;;;;x
EVTOPTB6358;Fools! I saved you all!;Imbéciles ! Je vous ai tous sauvés !;Narren! Ich habe euch alle gerettet!;;¡Necios! ¡Os he salvado a todos!;;;;;;;;;x
LOWER_RELATIVE_POWER;Army is less than §Y$VAL$%§W of §Y$OTHER$§W.;L'armée est §Y$VAL$%§W plus petite que §Y$OTHER$§W.;Armee geringer als §Y$VAL$%§W von §Y$OTHER$§W.;;El ejército es menos que §Y$VAL$%§W de §Y$OTHER$§W.;;;;;;;;;x
HIGHER_RELATIVE_POWER;Army is at least §Y$VAL$%§W of §Y$OTHER$§W.;L'armée est au moins §Y$VAL$%§W de §Y$OTHER$§W.;Armee mindestens §Y$VAL$%§W von §Y$OTHER$§W.;;El ejército es al menos §Y$VAL$%§W de §Y$OTHER$§W.;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_SETUP;Tribal Title Abandoned;Titre tribal abandonné;Stammes-Titel aufgegeben;;Título Tribal Abandonado;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_LOG;The formal title '§Y$TITLE$§!' has been abandoned.;Le titre officiel '§Y$TITLE$§!' a été abandonné.;Der formale Titel '§Y$TITLE$§!' wurde aufgegeben.;;El título formal '§Y$TITLE$§!' ha sido abandonado.;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_LETTER;There is no reason to formally use the title '§Y$TITLE$§!' anymore - it sounds primitive and shall henceforth be abandoned.;Il n'y a plus aucune raison d'utiliser le titre '§Y$TITLE$§!' qui paraît primitif. On devra désormais l'abandonner. ;Es gibt keinen Grund, den Titel '§Y$TITLE$§!' weiterhin formell zu verwenden – er klingt primitiv und soll in Zukunft nicht verwendet werden.;;Ya no hay razón para utilizar el título '§Y$TITLE$§!' formalmente; suena primitivo y debería ser abandonado a partir de ahora.;;;;;;;;x
killed_an_old_one;Spiderslayer;Déicide;Gottesvernichter;;Matadioses;;;;;;;;;x
alert_can_reform_religion_name;§YRace can be United§!;§YReligion peut être réformée§!;§YReligion kann reformiert werden§!;;§YLa Religión puede ser Reformada§!;;;;;;;;;x
alert_can_reform_religion_instant;§YRace can be United§!;§YReligion peut être réformée§!;§YReligion kann reformiert werden§!;;§YLa Religión puede ser Reformada§!;;;;;;;;;x
alert_can_reform_religion_delayed;The §Y$RELIGION$§! race can be united into a single kingdom;Le §Y$RELIGION$§! peut être réformé en une religion organisée;Der §Y$RELIGION$§!-Glauben kann in eine organisierte Religion reformiert werden;;La fe §Y$RELIGION$§! puede ser reformada a una religión organizada;;;;;;;;;x
HOLYSITE_CONTROL_OURS;§Y$SITENAME$§! is completely under the control of the §Y$RELIGION$§! people;Le lieu saint de §Y$SITENAME$§! est sous contrôle complet du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich vollständig unter Kontrolle von §Y$RELIGION$§!;;El Sitio Sagrado de §Y$SITENAME$§! está completamente bajo el control de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_CONTROL_PARTIAL;§Y$SITENAME$§! is held by a member of §Y$RELIGION$§! race, but is a vassal of another race;Le lieu saint de §Y$SITENAME$§! est occupé par un adepte du §Y$RELIGION$§!, mais est vassal d'une autre religion ;Die Heilige Stätte von §Y$SITENAME$§! wird von einem §Y$RELIGION$§!-Mitglied gehalten, ist aber ein Vasall von einer anderen Religion;;El Sitio Sagrado de §Y$SITENAME$§! está tomado por un miembro de §Y$RELIGION$§!, pero es un vasallo de otra religión;;;;;;;;;x
HOLYSITE_CONTROL_NOT;§Y$SITENAME$§! is not held by a member of the §Y$RELIGION$§! race;Le lieu saint de §Y$SITENAME$§! n'est pas occupé par un adepte du §Y$RELIGION$§!;Die Heilige Stätte von §Y$SITENAME$§! wird nicht von einem §Y$RELIGION$§!-Mitglied gehalten;;El Sitio Sagrado de §Y$SITENAME$§! no está tomado por un miembro de §Y$RELIGION$§!;;;;;;;;;x
HOLYSITE_LOCATION;§Y$SITENAME$§! is located in the county of §Y$COUNTY$§!;Le lieu saint de §Y$SITENAME$§! est situé dans le comté de §Y$COUNTY$§!;Die Heilige Stätte von §Y$SITENAME$§! befindet sich in der Grafschaft von §Y$COUNTY$§!;;El Sitio Sagrado de §Y$SITENAME$§! se encuentra en el condado de §Y$COUNTY$§!;;;;;;;;;x
INTERACTION_REQUIRES_NO_LOOTING_HOSTILITY;We cannot declare war on §Y[Recipient.GetTitledFirstName]§! while we are raiding them;Nous ne pouvons pas déclarer la guerre à §Y[Recipient.GetTitledFirstName]§! pendant que nous les attaquons;Wir können §Y[Recipient.GetTitledFirstName]§! nicht den Krieg erklären, während wir sie überfallen;;No podemos declarar la guerra a §Y[Recipient.GetTitledFirstName]§! mientras les estamos atacando;;;;;;;;;x

# these are already translated

#FROM_ATTRIBUTES;From Attributes: §G+$AMOUNT$§!;Grâce aux attributs : §G+$AMOUNT$§!;Durch Fähigkeiten: §G+$AMOUNT$§!;;De atributos: §G+$AMOUNT$§!;;;;;;;;;x
#HOLY_SITES_LESS;Does NOT control at least §Y$VAL$§W sacred sites\n;Ne contrôle PAS au moins §Y$VAL$§W lieux saints\n;Kontrolliert NICHT mindestens §Y$VAL$§W heilige Stätten\n;;NO controla al menos §Y$VAL$§W sitios sagrados\n;;;;;;;;;x
#HOLY_SITES_LEAST;Controls at least §Y$VAL$§W holy sites\n;Contrôle au moins §Y$VAL$§W lieux saints\n;Kontrolliert mindestens §Y$VAL$§W heilige Stätten\n;;Controla al menos §Y$VAL$§W sitios sagrados\n;;;;;;;;;x
#MAJOR_RIVER_SHORT;Crossing of the Major River §Y$RIVER$§! to §Y$TO$§!;Traverser le fleuve §Y$RIVER$§! vers §Y$TO$§!;Überquerung des Hauptflusses §Y$RIVER$§! nach §Y$TO$§!;;Atravesando el Gran Río §Y$RIVER$§! a §Y$TO$§!;;;;;;;;;x
#MAJOR_RIVER_DESC;When attacking over a Major River, the attacking army will get a significant combat penalty;Une armée qui attaque depuis un fleuve principal reçoit d'importantes restrictions au combat.;Wenn der Angriff über einen großen Fluss erfolgt, so erleidet die angreifende Armee einen signifikanten Kampf-Malus;;Cuando se ataca cruzando un Gran Río, el ejército atacante recibirá una sanción significativa de combate;;;;;;;;;x
#RETCAP_FROM_REALM;From Realm: §G$REALM$§!\n   Holdings: §Y$HOLDINGS$§!\n   Cap per Holding: §Y$PERHOLDING$§!\n;Grâce au royaume : §G$REALM$§!\n  Propriétés : §Y$HOLDINGS$§!\n  Plafond par propriété : §Y$PERHOLDING$§!\n;Durch Reich: §G$REALM$§!\n  Durch Liegenschaften: §Y$HOLDINGS$§!\n   Limit pro Liegenschaft: §Y$PERHOLDING$§!\n;;De Reino: §G$REALM$§!\n   Propiedades: §Y$HOLDINGS$§!\n   Número máximo de personas por Propiedad: §Y$PERHOLDING$§!\n;;;;;;;;;x
#RETCAP_FROM_BUILDINGS;From Buildings: §G$AMOUNT$§!\n;Grâce aux bâtiments : §G$AMOUNT$§!\n;Durch Gebäude: §G$AMOUNT$§!\n;;De Edificios: §G$AMOUNT$§!\n;;;;;;;;;x
#RETCAP_FROM_TECH;From Technology: §G+$PERCENT$%§!\n;Grâce à la technologie : §G+$PERCENT$%§!\n;DurchTechnologie: §G+$PERCENT$%§!\n;;De Tecnología: §G+$PERCENT$%§!\n;;;;;;;;;x
#RETCAP_MINIMUM_RETINUE;Minimum Retinue: §Y$MIN$§!\n;Escorte minimale : §Y$MIN$§!\n;Mindestgefolge: §Y$MIN$§!\n;;Séquito mínimo: §Y$MIN$§!\n;;;;;;;;;x
#RETCAP_FROM_RELIGION;From Religion: $AMOUNT$\n;Grâce à la religion : $AMOUNT$\n;Durch Religion: $AMOUNT$\n;;De Religión: $AMOUNT$\n;;;;;;;;;x
#RETCAP_TOTAL;\nTotal: §Y$TOTAL$§!;\nTotal : §Y$TOTAL$§!;\nGesamt: §Y$TOTAL$§!;;\nTotal: §Y$TOTAL$§!;;;;;;;;;x
#RAISE_COUNTY_LEVIES;Raise County Levies;Augmenter la taille de l'armée du comté;Graftschafts-Einberufung aufstocken;;Aumentar Reclutamientos en el Condado;;;;;;;;;x
#RAISE_COUNTY_FLEETS;Raise County Fleets;Augmenter la taille de la flotte du comté;Grafschafts-Flotten aufstocken;;Aumentar Flota del Condado;;;;;;;;;x
#TECH_DEM_INC_EMPERORS;§G+$AMOUNT$§! Demesne size for Emperors;Taille du domaine des empereurs §G+$AMOUNT$§!;§G+$AMOUNT$§! Herrschaftsgiebtsgröße für Kaiser;;§G+$AMOUNT$§! Tamaño de dominio para Emperadores;;;;;;;;;x
#TECH_DEM_INC_KINGS;§G+$AMOUNT$§! Demesne size for Kings;Taille du domaine des rois §G+$AMOUNT$§!;§G+$AMOUNT$§! Herrschaftsgebietsgröße für Könige;;§G+$AMOUNT$§! Tamaño de dominio para Reyes;;;;;;;;;x
#TECH_DEM_INC_DUKES;§G+$AMOUNT$§! Demesne size for Dukes;Taille du domaine des ducs §G+$AMOUNT$§!;§G+$AMOUNT$§! Herrschaftsgebietsgröße für Herzöge;;§G+$AMOUNT$§! Tamaño de dominio para Duques;;;;;;;;;x
#TECH_DEM_INC_COUNTS;§G+$AMOUNT$§! Demesne size for Counts;Taille du domaine des comtes §G+$AMOUNT$§!;§G+$AMOUNT$§! Herrschaftsgebietsgröße für Grafen;;§G+$AMOUNT$§! Tamaño de dominio para Condes;;;;;;;;;x
#TECH_DEM_INC_BARONS;§G+$AMOUNT$§! Demesne size for Barons;Taille du domaine des barons §G+$AMOUNT$§!;§G+$AMOUNT$§! Herrschaftsgebietsgröße für Barone;;§G+$AMOUNT$§! Tamaño de dominio para Barones;;;;;;;;;x
#MONTHLY_PIETY_TO_LIEGE;Monthly Piety to Liege:\n;Piété mensuelle envers le seigneur :\n;Monatl. Frömmigkeit zum Lehnsherrn:\n;;Piedad Mensual a Señor Feudal:\n;;;;;;;;;x
#HINT_TECH_VIEW_TEXT_2;All Rulers above the rank of Count accumulate Technology Points in each of the three groups based on their Attributes.\nThese points can then be spent to increase the technological level in their capital.\nTechnology can also spread to neighbouring provinces, between demesne provinces or in Trade Zones.;Tous les souverains au-delà du titre de comte accumulent des points de technologie dans chacun des trois groupes en fonction de leurs attributs.\nCes points servent à améliorer le niveau technologique de leur capitale.\nLa technologie peut aussi s'étendre aux provinces voisines, d'une province à l'autre au sein d'un même domaine, ou dans les zones marchandes.;Alle Herrscher über dem Rank des Grafen sammeln Technologiepunkte in allen drei Gruppen, basierend auf ihren Werten.\nDiese Punkte können zur Erhöhung der Technologiestufe in ihrer Hauptstadt verwendet werden.\nDie Technologie kann sich auch auf benachbarte Provinzen ausbreiten, zwischen Herschaftsprovinzen oder in Handelszonen.;;Todos los Gobernantes con rango superior a Conde acumulan Puntos de Tecnología en cada uno de los tres grupos, en función de sus Atributos.\nEstos puntos se pueden gastar en aumentar el nivel tecnológico en su capital.\nLa tecnología puede extenderse también a provincias vecinas, entre provincias de dominio o en Zonas Comerciales.;;;;;;;;;x
#UNDER_PLAYER;This Holy Site is under your control;Vous avez le contrôle de ce lieu saint;Diese Heilige Stätte befindet sich unter Eurer Kontrolle;;Este Sitio Sagrado está bajo tu control;;;;;;;;;x
#RELIGION_UNIT_MODIFIER;Modifier to all Units and Holdings controlled by this religion:;Modificateur appliqué à toutes les unités et propriétés contrôlées par cette religion : ;Modifikator für alle Einheiten und Liegenschaften unter der Kontrolle dieser Religion:;;Modificador a todas las Unidades y Provincias controlado por esta religión:;;;;;;;;;x
#RELIGION_UNIT_HOME_MODIFIER;Additional Modifier in provinces of this religion:;Modificateur additionnel dans les provinces de cette religion :;Zusätzlicher Modifikator in Provinzen dieser Religion:;;Modificador adicional en provincias de esta religión:;;;;;;;;;x
##PROVINCE_HAS_HOLYSITE;This County contains §Y$HOLYSITE$§!, a Holy Site of §Y$RELIGION$§!;Ce comté inclut §Y$HOLYSITE$§!, un lieu saint du §Y$RELIGION$§!;Diese Grafschaft beherbergt §Y$HOLYSITE$§!, eine Heilige Stätte von §Y$RELIGION$§!;;Este Condado contiene §Y$HOLYSITE$§!, un Sitio Sagrado de §Y$RELIGION$§!;;;;;;;;;x
#recently_conquered;Recently conquered;Récemment conquis;Kürzlich erobert;;Recientemente conquistado;;;;;;;;;x
#new_administration;New Administration;Nouveau gouvernement;Neue Verwaltung;;Nueva Administración;;;;;;;;;x
#obj_become_king_title;Become King of [This.Capital.Kingdom.GetName];Devient roi de [This.Capital.Kingdom.GetName];Werdet König von [This.Capital.Kingdom.GetName];;Convertirse en Rey de [This.Capital.Kingdom.GetName];;;;;;;;;x
#obj_become_king_desc;[This.GetTitledFirstName] wants to become King of [This.Capital.Kingdom.GetName]. If pagan, it allows [This.GetObjectPronoun] the unlimited use of the Subjugation Casus Belli within the kingdom.;[This.GetTitledFirstName] désire devenir roi de [This.Capital.Kingdom.GetName]. S'il est païen, cela permet à/au [This.GetObjectPronoun] l'utilisation illimitée de l'assujettissement casus belli au sein du royaume. ;[This.GetTitledFirstName] möchte König von [This.Capital.Kingdom.GetName] werden. Bei heidnischer Herrschaft erlaubt dies [This.GetObjectPronoun] die unbegrenzte Verwendung des Kriegsgrunds Unterwerfung in diesem Königreich.;; [This.GetTitledFirstName] quiere convertirse en Rey de [This.Capital.Kingdom.GetName]. Si es pagano, permite a [This.GetObjectPronoun] el uso ilimitado de la Casus Belli Subyugación dentro del reino.;;;;;;;;;x
#obj_become_king_tip;Is King of [This.Capital.Kingdom.GetName];Est roi de [This.Capital.Kingdom.GetName];Ist König von [This.Capital.Kingdom.GetName];;Es Rey de [This.Capital.Kingdom.GetName];;;;;;;;;x

# mixed translated and not

won_crusade;Victorious in Great War against the Enemy;Victorieux dans la croisade;Siegreich im Kreuzzug;;Victorioso en Cruzada;;;;;;;;;x
lost_crusade;Defeated in Great War against the Enemy;Vaincu dans la croisade;Besiegt im Kreuzzug;;Derrotado en Cruzada;;;;;;;;;x
won_holy_war;Won Invasions;A gagné des guerres saintes;Gewonnene heilige Kriege;;Guerras Santas Ganadas;;;;;;;;;x
