#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;x
#RELIGION GROUPS;x;x;x;x;x;x
religion_olog;Troll;Troll;;;;;x
religion_wilderness;Wilderness;Vie sauvage;;;Lande Selvagge;;;;;x
religion_nurning;Núrnoth;Núrnoth;;;Núrnoth;;;;;x
religion_wight;Wights;;;;Spettri;;x
religion_spider;Ungolian;Ungolian;;;Ungolian;;;;;;x
religion_dragons;Drakes;Drakes;;;Drakes;;;;;;;;;;x
#RELIGIONS_DESC;;;;;;;x
religion_eruhini_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
religion_umaiar_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Onodrim
religion_enyd_DESC;The Onodrim, also known as the Ents, were large sentient, humanoid beings created at the request of Yavanna to protect the trees from other creatures, particularly Dwarves, and thus were called "Shepherds of the Trees". They mainly protect the Huorns, creatures much like Ents although not truly sentient, as well as the normal trees of the forests they dwell in and wander. \n\nThey are found in Fangorn Forest, named after the oldest Ent left in Middle-Earth. \n-------------- \n§YCultural Bonuses§! \nEnt: \nTroop Combat: §G+2000.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforcement Rate: §R-100.00%§! \n\nHuorn: \nTroop Combat: §G+1500.00%§! \nLevy Size: §R-50.00%§! \nLevy Reinforcement Rate: §R-95.00%§! \n\n§YRacial Bonuses/Maluses§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nCombat in §YForest§!: §G+20.00%§! \nCombat in §YWood§!: §G+20.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Dwarves
religion_mahal_DESC;The Dwarves, or Khazâd in their own tongue, were beings of short stature, often friendly with Hobbits although long suspicious of Elves. They were typically blacksmiths and stoneworkers by profession, unrivaled in some of their arts even by the Elves. \n\nWhile there were several tribes of the Dwarves, the most prominent was that of the §YLongbeards§!. The others were the §YFirebeards§!, §YBroadbeams§!, §YIronfists§!, §YStiffbeards§!, §YBlacklocks§!, §YStonefoots§!, and the Petty-dwarves. Unlike Elves and Men, the Dwarves are not counted among the Children of Ilúvatar. Their creator was Mahal, known as Aulë the Smith. \n-------------- \n§YRacial Bonuses/Maluses§! \nTroop Combat: §G+400.00%§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforcement Rate: §R-95.00%§! \nCombat in §YMountain§!: §G+20.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Mori Elves
religion_moriquendi_DESC;The Elves, or Eldar, were the first of the races of the Children of Ilúvatar, known also as the Firstborn for that reason. The Elves are distinguished from the other two main races, Men and Dwarves, especially by the fact of their near immortality. \n\nThe Moriquendi, also known as the Elves of Darkness, is the name given to all Elves that did not join the Great Journey over the sea and behold the light of the Two Trees of Valinor. Instead, they lingered on the shores of Middle-earth or never passed the Blue Mountains and remained in the East. Most Elves fall into this category, the others being the Calequendi, or Elves of the Light. \n\nThe main cultural groups of Elves in the Third Age are §YSilvan§!, §YSindar§!, and §YNoldor§!, also known as the Wood Elves, Grey People, and High Elves respectively. \n-------------- \n§YCultural Troop Combat Bonuses§! \nSilvan/Avari: §G+250.00%§! \nSindar/Nandor: §G+400.00%§! \nNoldor Combat Bonus: §G+500.00%§! \n\n§YRacial Bonuses/Maluses§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforcement Rate: §R-95.00%§! \nCombat in §YForest§!: §G+20.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Cala Elves
religion_calaquendi_DESC;The Elves, or Eldar, were the first of the races of the Children of Ilúvatar, known also as the Firstborn for that reason. The Elves are distinguished from the other two main races, Men and Dwarves, especially by the fact of their near immortality. \n\nThe Calaquendi, also known as the Elves of the Light, is the name given to all Elves who have seen the light of the Two Trees of Valinor. The term Calaquendi usually applies only to those Elves who actually lived in Eldamar. The Moriquendi included all other Elves, whether or not they had participated in the March to Valinor. The Moriquendi were regarded as greatly inferior by the Calaquendi, who lived in the Light of the Two Trees, and had also received great knowledge and powers by living with the Valar and Maiar. \n\nThe main cultural groups of Elves in the Third Age are §YSilvan§!, §YSindar§!, and §YNoldor§!, also known as the Wood Elves, Grey People, and High Elves respectively. \n-------------- \n§YCultural Troop Combat Bonuses§! \nSilvan/Avari: §G+250.00%§! \nSindar/Nandor: §G+400.00%§! \nNoldor Combat Bonus: §G+500.00%§! \n\n§YRacial Bonuses/Maluses§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforcement Rate: §R-95.00%§! \nCombat in §YForest§!: §G+20.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Hobbits
religion_perian_DESC;Hobbits, Halflings or Perians are a small race that typically dwell underground. They are generally farmers and traders, happy with a simple life of plenty. The Shire is famous for its inns, pipe-weed and mushrooms. \n\n Hobbits are generally shy of other races, except in the town of Bree where they mix happily with the Big-folk. Their main contact is with Dwarves who cross the Shire while travelling to and from the Blue Mountains. They originated in the Anduin Vale on the East side of the Misty Mountains in the Third Age, before migrating West to what became the Shire, where the three strains of Hobbit, §YFallohides§!, §YHarfoots§!, and §YStoors§! mixed. \n-------------- \n§YRacial Bonuses/Maluses§! \nTroop Combat: §R-0.50%§! \nOrganisation: §R-0.50%§! \nMorale: §G+100.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Stoors
religion_stoor_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Druedain
religion_druedain_DESC;The Drúedain, also known as Drûgs, Drughu, Rógin, Woses, Wild Men of the Woods and Púkel-men, were a strange race of Men that lived in the Drúadan Forest by the Third Age. They were counted amongst the Edain.;Le groupe culturel de ce personnage.;;;;;x
#Edain
religion_edain_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Dunedain
religion_dunedain_DESC;The Dúnedain were Men descended from the Númenóreans who survived the fall of their island kingdom of Númenor and came to Eriador in Middle-earth, led at first by Elendil and his sons. They are also called the Men of the West and the Men of Westernesse. They settled mainly in Arnor and Gondor. \n-------------- \n§YCultural Bonuses/Maluses§! \nDúnedain: \nTroop Combat: §G250.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforce Rate: §R-80.00%§! \n\nGondorian: \nTroop Combat: §G+150.00-300.00%§! \nGlobal Tax Modifier: §G+5.00%§! \nLevy Size: §R-75.00%§! \nLevy Reinforce Rate: §R-75.00%§! \n\nArnorian: \nTroop Combat: §G+120.00-280.00%§! \nGlobal Tax Modifier: §G+8.00%§! \nLevy Size: §R-60.00%§! \nLevy Reinforce Rate: §R-60.00%§! \n\n§YRacial Bonuses/Maluses§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nFertility: §R-10.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Numenorean
religion_numenorean_DESC;Númenóreans were the Men of Númenor, descendants of the Edain of the First Age, who were granted the island of Elenna as a dwelling place. They turned against the Valar, and their island home was destroyed in the last years of the Second Age.;Le groupe culturel de ce personnage.;;;;;x
#Black Numenorean
religion_black_numenorean_DESC;The Black Númenóreans are High Men from Númenor. They were under the Shadow like the King's Men, cruel oppressors and overlords over the more primitive Middle Men of Middle-earth. As they were colonizing the continent, they survived the Downfall of Númenor.;Le groupe culturel de ce personnage.;;;;;x
#Rhovanion
religion_rhovanion_DESC;The Northmen, also known as the Free Men of the North, were Men that lived in the north of Rhovanion in Middle-earth, and were friendly to Gondor. The Rohirrim, or Horse Lords, are also descended from these Northmen, beginning as the Éothéod led by Eorl the Young. Under his leadership they migrated south from the Anduin Vale to Calenardhon, where he founded the Kingdom of Rohan, also known as the Riddermark. \n-------------- \n§YCultural Bonuses/Maluses§! \nRohirrim: \nCavalry Troop Combat: §G+75.00%§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Easterlings
religion_easterlings_DESC;Easterlings were Men who lived in the East of Middle-earth, and were enemies of the Free peoples.;Le groupe culturel de ce personnage.;;;;;x
#Nurning
religion_nurning_DESC;The people who inhabited Nurn were Men and prisoners of war. These people were enslaved by Sauron, working the soil around the sea of Nurn to feed Sauron's armies.;Le groupe culturel de ce personnage.;;;;;x
#Haldadian
religion_haldadian_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Southron
religion_southron_DESC;The Haradrim or Southrons are the proud and warlike people of the Harad, in the south of Middle-earth. Ancient enemies of Gondor, they are allied with Sauron during the War of the Ring.;Le groupe culturel de ce personnage.;;;;;x
#Ishmalogim
religion_ishmalogim_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Lossoth
religion_lossoth_DESC;Lossoth, or the Snowmen of Forochel, is the name of a race of Men living mainly on the shores of the Ice-Bay of Forochel. The Lossoth are a remnant of the Forodwaith that survived the ravages of the end of the First Age. They dwelt in the far northwest of Middle-earth in a land of bitter cold. The Lossoth are described as using bones tied to their feet as ice skates, and are known as a semi-nomadic people.;;;;;;x
#Angmarim
religion_angmarim_DESC;The Men of Carn Dûm were the dark men of Angmar who served the Witch-king of Angmar long ago. They are called "Men of Carn Dûm," because they hail from and rule Angmar through its dark capital of Carn Dûm itself.;Le groupe culturel de ce personnage.;;;;;x
#Melkor Cult
religion_melkor_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Sauron Cult
religion_sauron_cult_DESC;The cultural traditions and beliefs of this character.;Le groupe culturel de ce personnage.;;;;;x
#Orkish
religion_orkish_DESC;Orcs are the footsoldiers of evil overlords - Morgoth, Sauron and the Witch-king of Angmar. They were created by Morgoth before the First Age in mockery of the Elves, but their exact origins are unknown. They are almost tribal, with hierachy being dependent mainly on strength. \n\nThey are generally divided into two groups, §YOrcs§! and §YGoblins§!. The Goblins are those Orcs that live in the dark caves of the Misty Mountains. Orcs are shorter than Men but can vary widely in appearance and height. \n\nOrcs are generally weaker than Men or Elves, in part because they are merely copies of the true creation of Ilúvatar but also because of their lack of discipline.  \n-------------- \n§YRacial Bonuses/Maluses§! \nTroop Combat: §R-50.00/-20.00%§! \nLevy Size: §G+100.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Uruk
religion_uruk_DESC;The Uruk-hai were a new breed of Orcs that appeared during the Third Age. They were faster than normal Orcs and could travel during the day without being weakened. They were not only faster but smarter, stronger and larger, though they were still shorter than Men. \n\n \n-------------- \n§YRacial Bonuses/Maluses§! \nTroop Combat: §G+20.00%§! \nLevy Size: §G+75.00%§! \nMorale: §G+20.00%§!;Le groupe culturel de ce personnage.;;;;;x
#Troll
religion_olog_DESC;Trolls, also named Torog or Olog, are large monsters of limited intellect, made up for in strength and viciousness, who cannot endure sunlight. They were created by Morgoth before the First Age in mockery of the Ents, but their exact origins are unknown. \n\n Trolls are formidable in combat, used as heavy shock troops to break through lines. Their hide is near impenetrable, especally when armoured, and they are usually equipped with a large mace.  \n-------------- \n§YRacial Bonuses/Maluses§! \nTroop Combat: §G+1500.00%§! \nOrganisation: §G+100.00%§! \nMorale: §G+100.00%§! \nLevy Size: §R-85.00%§!;Les Trolls, aussi appelés Torog ou Olog, sont de grands monstres à l'intellect limité. Ils sont fort, vicieux, et ne peuvent endurer la lumière du Soleil. Ils furent créés par Morgoth avant le Premier Âge, et leur origine exacte reste inconnue.;;;;;x
#Wilderness
religion_wilderness_DESC;The wilderness is uninhabited land which can be colonised by certain races. Wilderness provinces have no levies or income.;Le groupe culturel de ce personnage.;;;;;x
#Wights
religion_wight_DESC;Wights, also known with the Sindarin name of Gordain, are powerful Spirits which can take possession of dead bodies and often have great knowledge in Dark Sorcery.;;;;"Gli Spettri, spesso indicati col nome Sindarin ""Gordain"" sono potenti spiriti oscuri capaci di prendere possesso di cadaveri e scheletri controllando ciò che ne resta. Solitamente sono esseri guidati da potenti conoscitori della Stregoneria.";;x
#Spiders
religion_spider_DESC;The Great Spiders are the descendents of Ungoliant, a beast of ancient evil with unknown origins. The spiders are intelligent, capable of communicating with others and devising strategies to capture their next meal through use of paralyzing poisons.;;;;;;;x
#Dragons
religion_dragons_DESC;Dragons were first bred by Morgoth as giant soldiers in the War of the Jewels. The descendants of those great dragons are a greedy scourge on the Dwarves, hoarding treasures that they gain from attacking Dwarven kingdoms.;;;;;x
#GODS;;;;;;;x
GOD_THE_MAIAR;The Maiar;Les Maiar;;;Maiar;;x
GOD_THE_VALAR;The Valar;Les Valar;;;Valar;;x
GOD_ERU;Eru Ilúvatar;Eru Ilúvatar;;;Eru Ilúvatar;;x
GOD_MAHAL;Aulë Mahal;Aulë Mahal;;;Aulë Mahal;;x
GOD_YAVANNA;Yavanna Kementári;Yavanna Kementári;;;Yavanna Kementári;;x
GOD_THE_POWERS;The Powers;Les Pouvoirs;;;I Poteri;;x
GOD_SAURON;Sauron;;;;;;;;;;;;;;x
GOD_POWER;Power;;;;;;;;;;;;;;x
GOD_WEALTH;Wealth;Fortune;;;Ricchezza;;x
GOD_MORGOTH;Melkor Morgoth;Melkor Morgoth;;;Melkor Morgoth;;x
PROPHET_SAURON;Sauron;Sauron;;;Sauron;;x
GOD_TREE;Trees;Arbres;;;Alberi;;x
## INTERFACE;x;x;x;x;x;x
REL_HOLY_SITES;Symbolic Places;Lieux Symboliques;;;Luoghi Simbolici;;x
