#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCgoodside.6;It is not my place to question you, my Liege. You lead, and I follow.;@FIXME@ It is not my place to question you, my Liege. You lead, and I follow.;;;;;;;;;;;;x
EVTOPTAgoodside.6;Excellent!;@FIXME@ Excellent!;;;;;;;;;;;;x
EVTNAMEgoodside.7;Courtier leaves you;@FIXME@ Courtier leaves you;;;;;;;;;;;;x
EVTDESCgoodside.7;You are mad, we cannot submit to Sauron!;@FIXME@ You are mad, we cannot submit to Sauron!;;;;;;;;;;;;x
EVTOPTAgoodside.7;Guards, seize this traitor!;@FIXME@ Guards, seize this traitor!;;;;;;;;;;;;x
EVTOPTBgoodside.7;Then leave, while you still can...;@FIXME@ Then leave, while you still can...;;;;;;;;;;;;x
EVTNAMEgoodside.9;Vassal stays loyal;@FIXME@ Vassal stays loyal;;;;;;;;;;;;x
EVTDESCgoodside.9;Treating with Sauron seems like madness, but if this is what it takes to ensure the survival of our people...;@FIXME@ Treating with Sauron seems like madness, but if this is what it takes to ensure the survival of our people...;;;;;;;;;;;;x
EVTOPTAgoodside.9;It is the only way.;@FIXME@ It is the only way.;;;;;;;;;;;;x
EVTNAMEevilside.1;Forces of Evil;Forces du Mal;;;;;;;;;;;;x
EVTDESCevilside.1;An emissary from the Dark Lord appears - he demands your allegiance and aid in his wars. "Accept, and you shall have the friendship of Mordor. Reject, and you shall suffer the wrath of a God!";"Un émissaire de Sauron se présente devant vous. Il réclame votre allégeance et votre aide dans les guerres à venir. ""Acceptez, et vous aurez l'amitié du Mordor. Rejetez, et souffrez la colère de mon Seigneur et Maitre!"".";;;;;;;;;;;;x
EVTOPTAevilside.1;None can withstand the will of Sauron!;Personne ne peut résister à la Volonté de Sauron!;;;;;;;;;;;;x
EVTOPTBevilside.1;My people are not slaves of Mordor!;Mon Peuple n'est pas esclave du Mordor!;;;;;;;;;;;;x
EVTNAMEevilside.2;Switching Sides;@FIXME@ Switching Sides;;;;;;;;;;;;x
EVTDESCevilside.2;Perhaps you were wrong, perhaps Sauron is not a God. Maybe your people deserve hope, and not fear. If you dare, you could forsake the darkness, and try to help the enemies of the Dark Lord.;@FIXME@ Perhaps you were wrong, perhaps Sauron is not a God. Maybe your people deserve hope, and not fear. If you dare, you could forsake the darkness, and try to help the enemies of the Dark Lord.;;;;;;;;;;;;x
EVTOPTAevilside.2;It might indeed be wise...;@FIXME@ It might indeed be wise...;;;;;;;;;;;;x
EVTOPTBevilside.2;That would be madness!;@FIXME@ That would be madness!;;;;;;;;;;;;x
EVTNAMEevilside.3;Corrupted by Darkness;@FIXME@ Corrupted by Darkness;;;;;;;;;;;;x
EVTDESCevilside.3;As a creature of Melkor's making, you are corrupted by Darkness and work with other evil rulers to defeat those who stand in your way.;@FIXME@ As a creature of Melkor's making, you are corrupted by Darkness and work with other evil rulers to defeat those who stand in your way.;;;;;;;;;;;;x
convert_to_evil_side;Surrender to the Power of Evil;Succomber au Seigneur Noir !;;;;;;;;;;;;x
convert_to_evil_side_desc;The Forces of Evil are getting stronger. Their power is growing. You are a wise person and a provident ruler, you may have to take a heavy decision for sake and salvation of your people: Surrender.;Les Forces de Sauron sont de plus en plus puissantes, et vous êtes une personnage sage, et un dirigeant avisé. Vous avez le pouvoir de protéger votre Peuple… Vous vous agenouiller devant le pouvoir de Sauron.;;;;;;;;;;;;x
convert_to_good_side;Forsake the Darkness;Repousser les Ténèbres !;;;;;;;;;;;;x
convert_to_good_side_desc;Anger, blood and death all around us... Our people are slaves of the Dark Forces and suffer countless pains because of the wars which we are involved in. Let us break the chains that keep us tied, let us become a Free People and fight for the peace and freedom of Middle-earth!;Colère, Sang et Mort sont sur nous ! Notre Peuple a trop longtemps été l'esclave du Seigneur Noir, et nous avons trop souffert des guerres dans lesquelles nous avons été embarquées. Il est temps de se libérer. Brisons nos chaines, et rejoignons les Peuples Libres dans leur combat contre Sauron !;;;;;;;;;;;;x
redeemed_by_light;Redeemed by Light;Revenu dans la Lumière;;;;;;;;;;;;x
redeemed_by_light_desc;Redeemed by Light;Ce personnage a rejeté les Ténèbres, et est fait de nouveau partie des Peuples Libres.;;;;;;;;;;;;x
corrupted_by_darkness;Corrupted by Darkness;Corrompu par les Ténèbres;;;;;;;;;;;;x
corrupted_by_darkness_desc;Corrupted by Darkness;Ce personnage s'est laissé séduire par Sauron, et a rejoins ses légions en vue de sa Grande Guerre.;;;;;;;;;;;;x
