#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC74005;The Lithe Fair's Vegetable Growing contest went very well. This year there was no shortage of entries, and huge vegetables of all varieties were lined up to be judged. Great shiny pumpkins rolled by hand, cabbages like troll's heads and marrows too big for a wheelbarrow. The winner was a modest man from the next village who was lauded as the best gardener in the Farthing. However, questions were raised over whether his entry was genuine or stolen.;Le concours de tir à l’arc organisé lors du Festival d’été s’est très bien passé. De nombreuses flèches ont été décochées, certaines dans le mille, d’autres à côté. Le concours a été remporté par un homme modeste qui a très vite disparu après avoir récupéré son prix.;Der Bogenschießwettbewerb des Sommerfests lief sehr gut. Die Zielscheibe und der Bereich außen herum war voller Pfeile. Einige hatten genau ins Schwarze getroffen, andere aber die Zielscheibe gänzlich verfehlt. Der Sieger war ein bescheidener Mann, der nach Erhalt seines Preises ziemlich schnell verschwand.;;La competición de arquería de la feria de verano fue estupendamente. La bandera y el espacio de alrededor estaban llenos de flechas. Algunas, acertaron de lleno, otras, ni siquiera se acercaron. El ganador fue un hombre modesto que desapareció bastante rápido cuando recogió su premio.;;;;;;;;;x
EVTOPTA74005;He must have cheated!;C’est suspect !;Das ist verdächtig;;Qué sospechoso.;;;;;;;;;x
EVTOPTB74005;So he was a good archer, a good poacher as well I think...;Un bon archer… Doublé d’un bon braconnier, si vous voulez mon avis...;Er war also ein guter Bogenschütze. Wohl auch ein guter Wilderer ...;;Con que un buen arquero... un buen cazador furtivo diría yo.;;;;;;;;;x
EVTOPTC74005;Shiriff, find and arrest that man!;Maréchal, trouvez cet homme et arrêtez-le !;Marschall! Findet und verhaftet diesen Mann!;;¡Mariscal, encuentre y arreste a ese hombre!;;;;;;;;;x
EVTOPTD74005;Congratulations!;Bon archer, cet homme !;Guter Bogenschütze, dieser Mann;;Qué buen arquero es ese hombre.;;;;;;;;;x
EVTOPTE74005;I wanted to talk to him!;Je voulais lui parler !;Ich wollte mit ihm sprechen;;¡Quería hablar con él!;;;;;;;;;x
EVTOPTF74005;I can't help but feel the prize was inadequate;J’ai le sentiment que le prix n’était pas adapté.;Ich finde irgendwie, dass der Preis zu mager war;;Me temo que el premio no era el adecuado.;;;;;;;;;x
#Jester - dwarvish toymaker
EVTDESC74010;A Dwarvish toymaker performed during the Lithe Fair, sending whirring and clattering contraptions around the square to the children's delight. Before I knew it, a steam-powered mine cart hit me! Everyone laughed, the toymaker most of all.;Le bouffon qui s’est produit lors du Festival d’été courait partout avec son stupide chapeau à clochettes et s’en est pris à moi ! Tout le monde a ri de ses blagues, ou plutôt, de ses insultes.;Der für das Sommerfest verpflichtete Hofnarr rannte mit seiner dämlichen Glockenmütze umher, und bevor ich reagieren konnte, schlug er mich mit seiner Narrenpritsche! Alle fanden dies, wie auch seine sonstigen 'Scherze' bzw. Beleidigungen, sehr lustig.;;El bufón que actuó en la feria de verano corría alrededor con su estúpido sombrero de cascabeles. ¡Cuando me quise dar cuenta me dio con ese chisme! Todos se rieron de la situación y de sus bromas, o mas bien de sus insultos.;;;;;;;;;x
EVTOPTA74010;It was only an accident.;C’était plutôt amusant !;Das war eher lustig;;Fue bastante divertido.;;;;;;;;;x
EVTOPTB74010;Well, obviously he couldn't get a better job;Eh bien, il n’est pas bouffon pour rien !;Nun, offensichtlich konnte er keine bessere Arbeit finden;;Es obvio que no ha podido conseguir un trabajo mejor.;;;;;;;;;x
EVTOPTC74010;What a fool!;Quel imbécile !;Was für ein Narr!;;¡Menudo idiota!;;;;;;;;;x
EVTOPTD74010;If he jokes about me, then he has gone too far!;En se moquant de moi, il est allé trop loin !;Wenn er über mich Witze reißt, dann ist er zu weit gegangen!;;Como me haga una broma, se va a enterar.;;;;;;;;;x
EVTOPTE74010;Get him out of here!;Jetez-le en prison !;Werft ihn in den Kerker!;;¡A prisión con él!;;;;;;;;;x
EVTOPTF74010;Haha! He's such a fool;Haha ! Quel imbécile !;Haha! Wie närrisch er ist ...;;¡Ja, ja! Menudo idiota.;;;;;;;;;x
EVTOPTG74010;I'll buy the toy, as a show of good faith;En le payant davantage, peut-être arrêtera-t-il de faire des blagues sur moi.;Wenn ich ihm mehr zahle, wird er vielleicht keine Witze mehr über mich reißen;;Si le pago más, lo mismo deja de hacerme bromas.;;;;;;;;;x
#Mummers - smoking contest
EVTDESC74015;It's time for the Lithe Fair pipe-weed smoke ring contest. The entrants are lined up in field with an armchair each, stoking their pipes. After a quick speech by the Longbottom Leaf sponsor they're off!;Les mimes chantent dans les rues et se dirigent lentement vers le château. Le Festival a soudain pris une tournure moins agréable alors que ces mimes, arborant d’étranges vêtements, allaient de porte en porte, chantant et effrayant les enfants.;Außerhalb der Stadthäuser singen Fatzken und bewegen sich langsam auf meine Burg zu. Als die merkwürdig gekleideten Fatzken singend von Tür zu Tür zogen und kleine Kinder ängstigten, war das Sommerfest urplötzlich nicht mehr ganz so schön.;;Hay actores cantando frente a las casas del pueblo y vienen lentamente hacia mi castillo. La feria de verano de repente dejó de ser tan agradable con estos actores yendo puerta por puerta cantando y atemorizando a los pequeños con sus extraños atavíos.;;;;;;;;;x
EVTOPTA74015;Boring... *yawn*;S’ils pensent pouvoir entrer, ils se trompent.;Wenn sie glauben, ich würde sie hereinlassen, dann haben sie sich aber geirrt!;;Si creen que van a entrar, se equivocan.;;;;;;;;;x
EVTOPTB74015;Yes, this is exactly what I don't need!;Eh bien, je n’ai vraiment pas besoin de cela !;Das ist genau etwas, das ich NICHT brauche!;;¡Sí, justo lo que no necesito!;;;;;;;;;x
EVTOPTC74015;My vassal told me to not let them in, so I won't;À la demande de mon vassal, je ne dois pas les laisser entrer.;Mein Vasall riet mir, sie nicht herein zu lassen! Ich halte mich daran.;;Mi vasallo me dijo que no les dejara entrar, y le haré caso.;;;;;;;;;x
EVTOPTD74015;That is not a regulation pipe!;Entrez ! Soyez les bienvenus !;Kommt herein! Willkommen!;;¡Entrad! ¡Bienvenidos!;;;;;;;;;x
EVTOPTE74015;Our sow can blow better rings than that!;J’ai hâte ! J’adore les mimes !;Ich kann es kaum erwarten! Ich LIEBE Fatzken!;;¡Qué ilusión! ¡Me encantan los actores!;;;;;;;;;x
#Court - ale brewing
EVTDESC74020;The annual Lithe Fair ale brewing contest is about to begin. Brewers from all over the shire have gathered in your fields where there hops will be put to the ultimate test: your local drunkards.;Lorsque le conseiller communal a demandé la permission d’organiser un Festival d’été, j’étais loin de m’imaginer que je le regretterais. Lors d’un procès improvisé sous les yeux de mon bailli, un de mes vassaux a été condamné à être torturé sur la place publique !;Als mich der Stadtrat um Erlaubnis für ein Sommerfest bat, konnte ich ja nicht ahnen, dass ich dies später bereuen würde. Ein vor meinem eigenen Landvogt abgehaltenes Marktgericht verurteilte einen meiner Vasallen, in einem Fass über den Rathausplatz gezogen zu werden!;;Cuando el concejal me pidió permiso para organizar una feria de verano, nunca pensé que me arrepentiría de aceptar. Tras el juicio de mercaderes que se celebró frente a mi propio alguacil, ¡sentenciaron a uno de mis vasallos a ser arrastrado en una tina por la plaza del pueblo!;;;;;;;;;x
EVTOPTA74020;Save me a barrel of the Gaffers home brew...;Quelle incroyable imprudence !;Ich kann ihren Leichtsinn kaum fassen!;;¡Cuánta imprudencia!;;;;;;;;;x
EVTOPTB74020;This is what happens when the *beep* get power!;Voilà ce qui arrive lorsque les *bip* ont le pouvoir !;DAS passiert, wenn man dem mistigen Pöbel Macht gibt!;;¡Esto es lo que pasa cuando estos *bip* se crecen!;;;;;;;;;x
EVTOPTC74020;Let's keep it civil this year!;Ils le regretteront !;Das werden sie noch bereuen!;;¡Lo lamentarán!;;;;;;;;;x
EVTOPTD74020;Once more! Please!;Encore une fois ! S’il vous plaît !;Nochmal! Bitte!;;¡Una vez más! ¡Por favor!;;;;;;;;;x
EVTOPTE74020;They did exactly what they should have done;Ils ont fait ce qu’ils devaient.;Sie haben exakt das getan, was von ihnen erwartet wurde;;Hicieron exactamente lo que debían hacer.;;;;;;;;;x
#Strollin players - musicians
EVTDESC74025;The musicians had set up their instruments and were rehearsing their songs for tonight's performance at the Lithe Fair when I approached them.;Les comédiens ambulants préparaient leur décor et répétaient pour le spectacle du Festival d’été quand j’ai décidé de leur rendre une petite visite.;Als ich sie ansprach, hatten die fahrenden Schauspieler ihr Bühnenbild gerade aufgebaut und übten für ihren heutigen Abendauftritt beim Sommerfest.;;Los actores ambulantes habían montado su escenario y ensayaban para la actuación de esa noche en la feria de verano cuando me acerqué a ellos.;;;;;;;;;x
EVTOPTA74025;Could you play 'The Last Goodbye'?;Je préférerais vous voir jouer 'Les Rois des Croisades'.;Ich würde es vorziehen, wenn Ihr 'Die Kreuzzügler' spieltet;;Yo preferiría que hicierais 'The Crusader Kings'.;;;;;;;;;x
EVTOPTB74025;Music keeps our heritage alive;Le théâtre est le reflet du monde.;Theater ist ein Spiegel der Welt;;El teatro es un reflejo del mundo.;;;;;;;;;x
EVTOPTC74025;Leave as soon as you are done;Allez-vous-en lorsque vous aurez terminé.;Packt Euch hinfort, sobald Ihr fertig seid;;Marchaos en cuanto acabéis.;;;;;;;;;x
EVTOPTD74025;[Root.Spouse.GetTitledFirstName] wants you to join us for supper;[Root.Spouse.GetTitledFirstName] vous invite à vous joindre à nous pour le souper.;[Root.Spouse.GetTitledFirstName] möchte Euch zum Abendbrot einladen;;[Root.Spouse.GetTitledFirstName] quiere que comas con nosotros.;;;;;;;;;x
#Jugglers - presents
EVTDESC74030;One of more wealthy hobbits of the Shire has decided to buy presents for everyone at the Fair this year, despite it not being his birthday. This has disgruntled other patrons who don't want to appear ungenerous.;Même si l’Église juge d’un mauvais œil les jongleurs, j’aime leur humour et leurs prestations lors du Festival d’été.;Selbst die Kirche missbilligt Jongleure und nennt sie 'Gaukler'. Ich aber mag ihre lustigen und derben Auftritte auf dem Sommerfest.;;Por mucho que la iglesia deteste a los juglares y los llame 'cantamañanas', disfruto de sus actos obscenos y humorísticos en la feria de verano.;;;;;;;;;x
EVTOPTA74030;Who can complain about presents!;L’un d’entre eux peut jongler avec neuf pommes à la fois !;Einer von ihnen kann gleichzeitig neun Äpfel jonglieren!;;¡Uno de ellos hacía malabarismos con nueve manzanas a la vez!;;;;;;;;;x
EVTOPTB74030;I'll follow his example!;L’Église n’a aucun humour.;Spaßige Dinge kann die Kirche nicht leiden;;A la iglesia no le gusta que nos divirtamos.;;;;;;;;;x
EVTOPTC74030;If the priest says anything...;Si le prêtre trouve à redire...;Wenn der Priester auch nur ein Wort sagt ...;;Como el cura diga algo...;;;;;;;;;x
EVTOPTD74030;He's making me look bad!;Si l’Église n’apprécie pas, dois-je vraiment l’apprécier ?;Wenn es der Kirche nicht gefällt, ziemt es sich dann für mich?;;Si a la iglesia no le gusta, ¿debería gustarme a mí?;;;;;;;;;x
#Jumping jews
#EVTDESC74035;It might have been a mistake inviting The Jumping Jews of Jerusalem to the Summer Fair. They are jumping at different rhythms despite the rhythmic twang of a harp. They never seem to tire and keep jumping, jumping, jumping... until one of them loses his balance and falls towards one of his brothers, causing all of them to fall to the floor.;C’est peut-être une erreur d’avoir invité les Juifs sauteurs de Jérusalem. Ils sautent à des rythmes différents, sans tenir compte de la harpe. Ils ne semblent jamais fatigués et sautent, sautent, sautent… Jusqu’à ce que l’un d’entre eux perde l’équilibre et tombe sur ses frères, les entraînant tous dans sa chute.;Vermutlich habe ich einen Fehler damit begangen, 'Das Jerusalemer Hupfquartett' zum Sommerfest einzuladen: Trotz des rhythmischen Klanges einer Harfe springen sie nämlich zu verschiedenen Rhythmen! Sie werden anscheinend niemals müde und springen, springen und springen. Sie springen so lange, bis einer von ihnen das Gleichgewicht verliert und auf einen seiner Kumpane fällt. Dies bringt dann alle von ihnen zu Fall.;;Ha sido un error invitar a los Judíos saltarines de Jerusalén a la feria de verano. Saltan todos a destiempo sin tener en cuenta el ritmo del arpa. Nunca parecen agotarse y saltan, saltan y siguen saltando... hasta que uno de ellos pierde el equilibrio y cae sobre uno de los hermanos, lo cual hace que todos caigan al suelo.;;;;;;;;;x
EVTOPTA74035;I want my money back!;Qu’on me rembourse !;Ich will mein Geld zurück!;;¡Que me devuelvan el dinero!;;;;;;;;;x
EVTOPTB74035;Off with their heads!;Qu’ils arrêtent !;Jetzt sollen ihre Köpfe springen!;;¡Que les corten la cabeza!;;;;;;;;;x
EVTOPTC74035;The end was fun;La fin était amusante.;Der Schluss war lustig;;El final fue divertido.;;;;;;;;;x
#mages and divinators - Fireworks
EVTDESC74040;Every summer, performers flock from all around to the Shire and it's famous Lithe Fairs. This year a mysterious hooded old man with a cart full of fireworks has shown up...;Mages et devins se pressent à chaque Festival d’été afin d’interpréter les signes, les événements et les présages. Cette interprétation est souvent exagérée, mais certaines personnes y croient dur comme fer.;Auf jedem Sommerfest lesen Magier und Wahrsager Zeichen, Ereignisse und Omen. Ihre Interpretationen solcher Dinge sind zwar oft übertrieben, aber es gibt immer noch Leute, die an ihre Rituale und Interpretationen glauben.;;En cada feria de verano, los magos y adivinos se reúnen para leer signos, acontecimientos y profecías. Su interpretación suele ser exagerada, pero aún hay quien cree en sus rituales e interpretaciones.;;;;;;;;;x
EVTOPTA74040;Allow him to stay;Autorisez leur venue.;Sie dürfen bleiben;;Deja que se queden.;;;;;;;;;x
EVTTOOLTIP74041;[This.GetTitledFirstName] disapproves of the diviners and mages;[This.GetTitledFirstName] désapprouve les mages et les devins.;[This.GetTitledFirstName] missbilligt Magier und Wahrsager;;[This.GetTitledFirstName] desaprueba la presencia de adivinos y magos.;;;;;;;;;x
EVTOPTB74040;It's that damn disturber-of-the-peace!;Interdisez-leur de participer au Festival d’été.;Verbannt sie vom Sommerfest;;Destiérralos de la feria de verano.;;;;;;;;;x
EVTDESC74041;[From.GetTitledFirstName] does not care about the pagan mages and diviners that flock at Summer Fairs to lure honest people from their hard-earned pennies and make them believe their ridiculous interpretations of everyday life!;[From.GetTitledFirstName] n’a que faire des mages et devins païens qui se pressent au Festival d’été pour attirer d’honnêtes gens, leur soutirer de l’argent et leur faire croire des choses ridicules !;[From.GetTitledFirstName] schert sich nicht um die heidnischen Magier und Wahrsager, die sich auf dem Sommerfest tummeln und dort ehrliches Volk um seine schwer verdienten Groschen bringen und es ihre lächerlichen Interpretationen des Alltags glauben machen!;;¡A [From.GetTitledFirstName] no le importa que los magos y adivinos paganos que se reúnen en la feria de verano les saquen los cuartos a la gente honrada y trabajadora haciéndoles creer sus ridículas interpretaciones de las cosas más cotidianas!;;;;;;;;;x
EVTOPTA74041;Why do you allow them to deceive people?;Pourquoi les autorisez-vous à tromper ces gens ?;Warum erlaubt Ihr ihnen die Täuschung der Leute?;;¿Por qué permites que engañen a la gente?;;;;;;;;;x
#monk preacher - drunkard
EVTDESC74042;A well-known drunk from Bywater is causing a great hysteria in the fields, chasing women, stealing livestock and generally having too much fun. The people seem to be enjoying it, but not everyone is so amused.;Un moine errant perturbe le Festival d’été en évoquant des péchés et la fin du monde. Ses balivernes effraient certaines personnes, même si la plupart s’en moquent.;Ein Wandermönch stört das Sommerfest mit seinen Predigten über Sünden und das Ende der Welt. Sein Gelaber verängstigt manche, doch der Großteil der Menge triezt ihn und lacht ihn aus.;;Un monje errante causa alboroto en la feria de verano predicando sobre los pecados y el fin del mundo. Sus estupideces atemorizan a algunos, pero la mayoría se burla y se ríe de él.;;;;;;;;;x
EVTOPTA74042;He's just another part of the entertainment;Il fait partie des divertissements.;Er gehört zum Unterhaltungsprogramm;;Tan solo es parte del entretenimiento.;;;;;;;;;x
EVTTOOLTIP74043;The errant monk upsets [This.GetTitledFirstName];Le moine errant inquiète [This.GetTitledFirstName].;Der Wandermönch verärgert [This.GetTitledFirstName];;A [This.GetTitledFirstName] no le gusta el monje errante.;;;;;;;;;x
EVTOPTB74042;Remove him, he does not belong at the Lithe Fair;Chassez-le ! Il n’a rien à faire au Festival d’été.;Werft ihn hinaus, er hat auf dem Sommerfest nichts verloren!;;Échalo, no se le ha perdido nada en la feria de verano.;;;;;;;;;x
EVTDESC74043;The errant monk preaching about the end of the world and sins is attracting quite a crowd. Most of them are laughing at and mocking him, but some look terrified and some are listening intently. [From.GetTitledFirstName] does not seem to appreciate the seriousness of this!;Le moine errant qui parle de la fin du monde et des péchés attire un certain nombre de curieux. La plupart s’en moquent, mais certains semblent terrifiés et d'autres l’écoutent attentivement. [From.GetTitledFirstName] ne semble pas apprécier le sérieux de tout cela !;Der über Sünden und das Ende der Welt predigende Wandermönch zieht eine beachtliche Zuschauermenge an. Die meisten lachen ihn aus und triezen ihn, manche aber sehen verängstigt aus und hören konzentriert zu. [From.GetTitledFirstName] scheint die Ernsthaftigkeit hiervon nicht zu erkennen!;;El monje errante que predica sobre el fin del mundo y los pecados atrae la atención de bastante gente. La mayoría se ríe y se burla de él, pero algunos lo miran atemorizados y otros lo escuchan atentamente. ¡A [From.GetTitledFirstName] no parece agradarle que se lo tomen tan en serio!;;;;;;;;;x
EVTOPTA74043;Kick him out! He's clearly disturbing the peasants;Chassez-le ! Il perturbe clairement les paysans.;Werft ihn hinaus! Er bringt mir die Bauern durcheinander!;;¡Échalo! Sin duda, está alterando a los campesinos.;;;;;;;;;x
#illegal goods - ruffians
EVTDESC74044;Shiriff [Root.job_marshal.GetTitledFirstName] caught some ruffians from outside the Shire causing trouble and stealing!;Le Maréchal [Root.job_marshal.GetTitledFirstName] a surpris des colporteurs en train de vendre des marchandises volées !;Marschall [Root.job_marshal.GetTitledFirstName] hat die Hausierer auf frischer Tat beim Verkauf gestohlener Waren erwischt!;;¡El mariscal [Root.job_marshal.GetTitledFirstName] ha pillado in fraganti a los vendedores ambulantes vendiendo mercancía robada!;;;;;;;;;x
EVTOPTA74044;Get them out!;Exécutez-les publiquement !;Öffentlich hinrichten!;;¡Ejecútalos en público!;;;;;;;;;x
EVTOPTB74044;Let them stay for a price;Confisquez-lui ses marchandises et mettez-le en prison !;Einsperren und Waren beschlagnahmen!;;¡Confisca lo que lleva y enciérralo!;;;;;;;;;x
#too many peasants
EVTDESC74045;The Shiriff of [Root.Location.GetName] complains about too many people entering the town during the Lithe Fair.;Le maire de [Root.Location.GetName] se plaint du trop grand nombre de paysans présents dans la cité lors du Festival d’été.;Der Bürgermeister von [Root.Location.GetName] beschwert sich, dass während des Sommerfests zu viele Bauern in die Stadt kommen.;;El alcalde de [Root.Location.GetName] se queja de que hay demasiados campesinos entrando a la ciudad durante la feria.;;;;;;;;;x
EVTOPTA74045;Tell him to accept the villagers;Dites-lui d’accepter les paysans.;Er soll die Bauern akzeptieren;;Dile que acepte a los campesinos.;;;;;;;;;x
EVTTOOLTIP74046;is annoyed with [Root.GetTitledFirstName] decision about letting the villagers in; s'agace de la décision de [Root.GetTitledFirstName] de laisser venir les paysans.; ist über [Root.GetTitledFirstName]s Entscheidung verärgert, die Bauern hereinzulassen;; está enfadado con [Root.GetTitledFirstName] por dejar que los campesinos entren.;;;;;;;;;x
EVTOPTB74045;Restrict the peasants access to the city;Limitez l’accès des paysans à la cité.;Zugang der Bauern zur Stadt einschränken;;Impide que los campesinos accedan a la villa.;;;;;;;;;x
EVTDESC74046;During the Lithe Fair, people from all around are pouring in to [Root.Location.GetName] and [From.GetTitledFirstName] does not care at all!;Au cours du Festival d’été, les paysans franchissent en masse les portes de [Root.Location.GetName] et [From.GetTitledFirstName] n’en a rien à faire !;Während des Sommerfests strömen Bauern durch die Tore von [Root.Location.GetName]. [From.GetTitledFirstName] kümmert das überhaupt nicht!;;En la feria de verano, los campesinos cruzan en masa las puertas de [Root.Location.GetName], ¡y a [From.GetTitledFirstName] no le importa lo más mínimo!;;;;;;;;;x
EVTOPTA74046;My beautiful town! How can you let this happen?;Ma superbe cité ! Comment pouvez-vous laisser faire une chose pareille ?;Meine schöne Stadt! Wie konntet Ihr das geschehen lassen?;;¡Mi preciosa villa! ¿Cómo puedes dejar que pase esto?;;;;;;;;;x
#fair over
EVTDESC74047;The peddlers are loading their wares and the merchants are taking down their stalls. The musicians, contest organisers and the other entertainers are preparing to leave. The Lithe Fair is over for this year.;Les colporteurs remballent leurs marchandises et les marchands démontent leurs étaux. Les jongleurs, les comédiens et autres artistes se préparent à partir. Le Festival d’été est terminé pour cette année.;Die Hausierer laden ihre Waren auf und die Händler bauen ihre Stände ab. Die Jongleure, fahrenden Schauspieler und das andere Unterhaltungsvolk bereitet sich auf die Abreise vor. Das diesjährige Sommerfest ist zu Ende.;;Los vendedores ambulantes están cargando sus enseres y los mercaderes desmontando sus puestos. Los juglares, actores y demás artistas ya se preparan para irse. Se acabó la feria de verano este año.;;;;;;;;;x
EVTOPTA74047;It was great fun while it lasted;Tout s’est très bien passé.;Es hat großen Spaß gemacht;;Fue divertido mientras duró.;;;;;;;;;x
