#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
c_arnbad;Arnbad;Arnbad;;;Arnbad;;x
c_arnbad_adj;Arnbadrim;Arnbadrim;;;Arnbadrim;;x
c_serni;Linhir;Linhir;;;Linhir;;x
c_serni_adj;Linhirim;Linhirim;;;Linhirim;;x
c_lindon;Lindon;Lindon;;;Lindon;;x
c_lindon_adj;Lindonrim;Lindonrim;;;Lindonrim;;x
c_daldor;Daldor;Daldor;;;Daldor;;x
c_daldor_adj;Daldorim;Daldorim;;;Daldorim;;x
c_lanthiriath;Lanthiriath;Lanthiriath;;;Lanthiriath;;x
c_lanthiriath_adj;Lanthiriathrim;Lanthiriathrim;;;Lanthiriathrim;;x
c_tumladen;Bar Tumladen;Bar Tumladen;;;Bar Tumladen;;x
c_tumladen_adj;Tumladenrim;Tumladenrim;;;Tumladenrim;;x
c_lymen;Bar Lymen;Bar Lymen;;;Bar Lymen;;x
c_lymen_adj;Lymenrim;Lymenrim;;;Lymenrim;;x
c_gilraen;Bar Gilraen;Bar Gilraen;;;Bar Gilraen;;x
c_gilraen_adj;Bar Gilraenrim;Bar Gilraenrim;;;Bar Gilraenrim;;x
c_imlad_tathren;Lanrain;Lanrain;;;Lanrain;;x
c_imlad_tathren_adj;Lanrainrim;Lanrainrim;;;Lanrainrim;;x
c_naur_amrun;Naur Amrun;Naur Amrun;;;Naur Amrun;;x
c_naur_amrun_adj;Naur Amrunian;Naur Amrunian;;;Naur Amrunian;;x
c_anghabar;Anghabar;Anghabar;;;Anghabar;;x
c_anghabar_adj;Anghabarim;Anghabarim;;;Anghabarim;;x
c_eregost;Eregost;Eregost;;;Eregost;;x
c_eregost_adj;Eregostrim;Eregostrim;;;Eregostrim;;x
c_methrast;Methrast;Methrast;;;Methrast;;x
c_methrast_adj;Methrastrim;Methrastrim;;;Methrastrim;;x
c_tyliand;Bar Tyliand;Bar Tyliand;;;Bar Tyliand;;x
c_tyliand_adj;Tyliandrim;Tyliandrim;;;Tyliandrim;;x
c_nargond;Nargond;Nargond;;;Nargond;;x
c_nargond_adj;Nargondrim;Nargondrim;;;Nargondrim;;x
c_ernil;Bar Algund;Bar Algund;;;Bar Algund;;x
c_ernil_adj;Algundrim;Algundrim;;;Algundrim;;x
c_rohallor;Rohallor;Rohallor;;;Rohallor;;x
c_rohallor_adj;Rohallorim;Rohallorim;;;Rohallorim;;x
c_edhelion;Edhelion;Edhelion;;;Edhelion;;x
c_edhelion_adj;Edhelionrim;Edhelionrim;;;Edhelionrim;;x
c_rosuldrie;Andram;Andram;;;Andram;;x
c_rosuldrie_adj;Andramrim;Andramrim;;;Andramrim;;x
c_dudhrandir;Dudhrandir;Dudhrandir;;;Dudhrandir;;x
c_dudhrandir_adj;Dudhrandirim;Dudhrandirim;;;Dudhrandirim;;x
c_maldred;Malrèd;Malrèd;;;Malrèd;;x
c_maldred_adj;Malrèdrim;Malrèdrim;;;Malrèdrim;;x
c_arandal;Arandal;Arandal;;;Arandal;;x
c_arandal_adj;Arandalrim;Arandalrim;;;Arandalrim;;x
c_drinbar;Drinbar;Drinbar;;;Drinbar;;x
c_drinbar_adj;Drinbarim;Drinbarim;;;Drinbarim;;x
c_finnarphen;Finnarphen;Finnarphen;;;Finnarphen;;x
c_finnarphen_adj;Finnarphenrim;Finnarphenrim;;;Finnarphenrim;;x
c_asgaril;Asgaril;Asgaril;;;Asgaril;;x
c_asgaril_adj;Asgarim;Asgarim;;;Asgarim;;x
c_coruvegil;Coruvegil;Coruvegil;;;Coruvegil;;x
c_coruvegil_adj;Coruvegrim;Coruvegrim;;;Coruvegrim;;x
c_faerdur;Henneth Annûn;Henneth Annûn;;;Henneth Annûn;;x
c_faerdur_adj;Hennethrim;Hennethrim;;;Hennethrim;;x
c_wilwarin;Wilwarin;Wilwarin;;;Wilwarin;;x
c_wilwarin_adj;Wilwarim;Wilwarim;;;Wilwarim;;x
c_curedain;Curedain;Curedain;;;Curedain;;x
c_curedain_adj;Curedainrim;Curedainrim;;;Curedainrim;;x
c_othnir;Othnir;Othnir;;;Othnir;;x
c_othnir_adj;Othnirim;Othnirim;;;Othnirim;;x
c_usuluni;Usuluni;Usuluni;;;Usuluni;;x
c_usuluni_adj;Usulunirim;Usulunirim;;;Usulunirim;;x
c_elemir;Elemir;Elemir;;;Elemir;;x
c_elemir_adj;Elemirim;Elemirim;;;Elemirim;;x
c_rian;Rian;Rian;;;Rian;;x
c_rian_adj;Rianrim;Rianrim;;;Rianrim;;x
c_glorel;Glorel;Glorel;;;Glorel;;x
c_glorel_adj;Glorelrim;Glorelrim;;;Glorelrim;;x
c_telengaur;Telengaur;Telengaur;;;Telengaur;;x
c_telengaur_adj;Telengaurim;Telengaurim;;;Telengaurim;;x
c_alagdor;Alagdor;Alagdor;;;Alagdor;;x
c_alagdor_adj;Alagdorim;Alagdorim;;;Alagdorim;;x
c_tiridor;Tiridor;Tiridor;;;Tiridor;;x
c_tiridor_adj;Tiridorim;Tiridorim;;;Tiridorim;;x
c_nepos;Athrad Poros;Athrad Poros;;;Athrad Poros;;x
c_nepos_adj;Athrad Porosrim;Athrad Porosrim;;;Athrad Porosrim;;x
c_faron;Faron;Faron;;;Faron;;x
c_faron_adj;Faronian;Faronian;;;Faronian;;x
c_morgevil;Morgevil;Morgevil;;;Morgevil;;x
c_morgevil_adj;Morgevilian;Morgevilian;;;Morgevilian;;x
c_faron;Tir Ethraid;Tir Ethraid;;;Tir Ethraid;;x
c_faron_adj;Tir Ethradrim;Tir Ethradrim;;;Tir Ethradrim;;x
c_tarmasundar;Tarmasundar;Tarmasundar;;;Tarmasundar;;x
c_tarmasundar_adj;Tarmasundarim;Tarmasundarim;;;Tarmasundarim;;x
c_tolfalas;Gilros;Gilros;;;Gilros;;x
c_tolfalas_adj;Gilrosrim;Gilrosrim;;;Gilrosrim;;x
c_astirian;Astirian;Astirian;;;Astirian;;x
c_astirian_adj;Astirianrim;Astirianrim;;;Astirianrim;;x
c_harnastin;Harnastin;Harnastin;;;Harnastin;;x
c_harnastin_adj;Harnastinrim;Harnastinrim;;;Harnastinrim;;x
c_araglas;Araglas;Araglas;;;Araglas;;x
c_araglas_adj;Araglasrim;Araglasrim;;;Araglasrim;;x
c_fangorn;Fangorn;Fangorn;;;Fangorn;;x
c_fangorn_adj;Fangornrim;Fangornrim;;;Fangornrim;;x
c_udun;Udun;Udun;;;Udun;;x
c_udun_adj;Udunian;Udunian;;;Udunian;;x
c_overbourn_marshes;Overbourn Marshes;Overbourn Marshes;;;Overbourn Marshes;;x
c_overbourn_marshes_adj;Overbourn Marshesian;Overbourn Marshesian;;;Overbourn Marshesian;;x
c_the_marish;The Marish;The Marish;;;The Marish;;x
c_the_marish_adj;The Marishian;The Marishian;;;The Marishian;;x
c_frogmorton;Frogmorton;Frogmorton;;;Frogmorton;;x
c_frogmorton_adj;Frogmortonian;Frogmortonian;;;Frogmortonian;;x
c_bridge_fields;Bridge Fields;Bridge Fields;;;Bridge Fields;;x
c_bridge_fields_adj;Bridge Fieldsian;Bridge Fieldsian;;;Bridge Fieldsian;;x
c_hills_of_scary;Hills of Scary;Hills of Scary;;;Hills of Scary;;x
c_hills_of_scary_adj;Hills of Scaryian;Hills of Scaryian;;;Hills of Scaryian;;x
c_east_north_moors;Oatbarton;Oatbarton;;;Oatbarton;;x
c_east_north_moors_adj;Oatbartonian;Oatbartonian;;;Oatbartonian;;x
c_west_red_downs;Iach Sarn;Iach Sarn;;;Iach Sarn;;x
c_west_red_downs_adj;Iach Sarnrim;Iach Sarnrim;;;Iach Sarnrim;;x
c_south_far_downs;Cor Wilishar;Cor Wilishar;;;Cor Wilishar;;x
c_south_far_downs_adj;Cor Wilisharim;Cor Wilisharim;;;Cor Wilisharim;;x
c_north_far_downs;Sackville;Sackville;;;Sackville;;x
c_north_far_downs_adj;Sackvillian;Sackvillian;;;Sackvillian;;x
c_glen;Glen;Glen;;;Glen;;x
c_glen_adj;Glenian;Glenian;;;Glenian;;x
c_east_red_downs;Longbottom;Longbottom;;;Longbottom;;x
c_east_red_downs_adj;Longbottomian;Longbottomian;;;Longbottomian;;x
c_hobbiton;Hobbiton;Hobbiton;;;Hobbiton;;x
c_hobbiton_adj;Hobbitonian;Hobbitonian;;;Hobbitonian;;x
c_the_white_downs;Bywater;Bywater;;;Bywater;;x
c_the_white_downs_adj;Bywaterian;Bywaterian;;;Bywaterian;;x
c_westwood;Waymeet;Waymeet;;;Waymeet;;x
c_westwood_adj;Waymeetian;Waymeetian;;;Waymeetian;;x
c_little_delving;Little Delving;Little Delving;;;Little Delving;;x
c_little_delving_adj;Little Delvingian;Little Delvingian;;;Little Delvingian;;x
c_nobottle;Nobottle;Nobottle;;;Nobottle;;x
c_nobottle_adj;Nobottleian;Nobottleian;;;Nobottleian;;x
c_overhill;Overhill;Overhill;;;Overhill;;x
c_overhill_adj;Overhillian;Overhillian;;;Overhillian;;x
c_greenfields;Greenfields;Greenfields;;;Greenfields;;x
c_greenfields_adj;Greenfieldsian;Greenfieldsian;;;Greenfieldsian;;x
c_west_north_moors;Needlehole;Needlehole;;;Needlehole;;x
c_west_north_moors_adj;Needleholian;Needleholian;;;Needleholian;;x
c_north_bindbale;Longcleeve;Longcleeve;;;Longcleeve;;x
c_north_bindbale_adj;Loncleevian;Loncleevian;;;Loncleevian;;x
c_west_bindbale;Whitwell;Whitwell;;;Whitwell;;x
c_west_bindbale_adj;Whitwellian;Whitwellian;;;Whitwellian;;x
c_green_hill_country;Green Hill Country;Green Hill Country;;;Green Hill Country;;x
c_green_hill_country_adj;Green Hill Countryian;Green Hill Countryian;;;Green Hill Countryian;;x
c_michel_delving;Michel Delving;Michel Delving;;;Michel Delving;;x
c_michel_delving_adj;Michel Delvingian;Michel Delvingian;;;Michel Delvingian;;x
c_bindbale_wood;Men Erain;Men Erain;;;Men Erain;;x
c_bindbale_wood_adj;Menrim;Menrim;;;Menrim;;x
c_buckland;Bucklebury;Bucklebury;;;Bucklebury;;x
c_buckland_adj;Buckleburian;Buckleburian;;;Buckleburian;;x
c_eryn_vorn;Eryn Vorn;Eryn Vorn;;;Eryn Vorn;;x
c_eryn_vorn_adj;Eryn Vornian;Eryn Vornian;;;Eryn Vornian;;x
c_cithrenor;Cithrenor;Cithrenor;;;Cithrenor;;x
c_cithrenor_adj;Cithrenorian;Cithrenorian;;;Cithrenorian;;x
c_angoth;Angoth;Angoth;;;Angoth;;x
c_angoth_adj;Angothian;Angothian;;;Angothian;;x
c_annithir;Annithir;Annithir;;;Annithir;;x
c_annithir_adj;Annithirim;Annithirian;;;Annithirim;;x
c_girithlin;Minas Girithlin;Minas Girithlin;;;Minas Girithlin;;x
c_girithlin_adj;Minas Girithrim;Minas Girithrim;;;Minas Girithrim;;x
c_east_girithlin;Girithdôr;Girithdôr;;;Girithdôr;;x
c_east_girithlin_adj;Girithdôrim;Girithdôrim;;;Girithdôrim;;x
c_the_old_forest;Old Forest;Old Forest;;;Old Forest;;x
c_the_old_forest_adj;Old Forestian;Old Forestian;;;Old Forestian;;x
c_barrow_downs;Tyrn Gorthad;Tyrn Gorthad;;;Tyrn Gorthad;;x
c_barrow_downs_adj;Tyrn Gorthadrim;Tyrn Gorthadrim;;;Tyrn Gorthadrim;;x
c_west_south_downs;Ost Gorthad;Ost Gorthad;;;Ost Gorthad;;x
c_west_south_downs_adj;Ost Gorthadrim;Ost Gorthadrim;;;Ost Gorthadrim;;x
c_east_south_downs;Harloeg;Harloeg;;;Harloeg;;x
c_east_south_downs_adj;Harloegrim;Harloegian;;;Harloegrim;;x
c_bondor;Bondor;Bondor;;;Bondor;;x
c_bondor_adj;Bondorim;Bondorian;;;Bondorim;;x
c_ash_mountains;Ered Angûrath;Ered Angûrath;;;Ered Angûrath;;x
c_ash_mountains_adj;Ered Angûrathian;Ered Angûrathian;;;Ered Angûrathian;;x
c_fenmarch;Fenmarch;Fenmarch;;;Fenmarch;;x
c_fenmarch_adj;Fenmarchrim;Fenmarchrim;;;Fenmarchrim;;x
c_the_folde;The Folde;The Folde;;;The Folde;;x
c_the_folde_adj;Foldrim;Foldrim;;;Foldrim;;x
c_snowwash;Snowbourn;Snowbourn;;;Snowbourn;;x
c_snowwash_adj;Snowbournrim;Snowbournrim;;;Snowbournrim;;x
c_south_entwash;Imping;Imping;;;Imping;;x
c_south_entwash_adj;Impingrim;Impingrim;;;Impingrim;;x
c_eastfolde;Aldburg;Aldburg;;;Aldburg;;x
c_eastfolde_adj;Aldburgrim;Aldburgrim;;;Aldburgrim;;x
c_kings_land;King's Land;King's Land;;;King's Land;;x
c_kings_land_adj;King's Landian;King's Landian;;;King's Landian;;x
c_harrowdale;Harrowdale;Harrowdale;;;Harrowdale;;x
c_harrowdale_adj;Harrowdaleian;Harrowdaleian;;;Harrowdaleian;;x
c_king_fold;King Fold;King Fold;;;King Fold;;x
c_king_fold_adj;King Foldian;King Foldian;;;King Foldian;;x
c_east_deep;Marton;Marton;;;Marton;;x
c_east_deep_adj;Martonrim;Martonrim;;;Martonrim;;x
c_west_deep;Grimslade;Grimslade;;;Grimslade;;x
c_west_deep_adj;Grimrim;Grimrim;;;Grimrim;;x
c_gap_of_rohan;Gap of Rohan;Gap of Rohan;;;Gap of Rohan;;x
c_gap_of_rohan_adj;Gapish;Gaprim;;;Gapish;;x
c_adornfold;Adornfold;Adornfold;;;Adornfold;;x
c_adornfold_adj;Adornfoldrim;Adornfoldrim;;;Adornfoldrim;;x
c_helms_deep;Helm's Deep;Helm's Deep;;;Helm's Deep;;x
c_helms_deep_adj;Helmrim;Helmrim;;;Helmrim;;x
c_mouth_of_anduin;Tir Ethir;Tir Ethir;;;Tir Ethir;;x
c_mouth_of_anduin_adj;Tir Ethirim;Tir Ethirim;;;Tir Ethirim;;x
c_methil;Methir;Methir;;;Methir;;x
c_methil_adj;Methirim;Methirim;;;Methirim;;x
c_north_laergaladrin;Minas Laer;Minas Laer;;;Minas Laer;;x
c_north_laergaladrin_adj;Minas Laerim;Minas Laerim;;;Minas Laerim;;x
c_west_aegardh;Aegardh;Aegardh;;;Aegardh;;x
c_west_aegardh_adj;Aegardhrim;Aegardhrim;;;Aegardhrim;;x
c_east_aegardh;Galadrin;Galadrin;;;Galadrin;;x
c_east_aegardh_adj;Galadrinrim;Galadrinrim;;;Galadrinrim;;x
c_aegthelion;Aegthelion;Aegthelion;;;Aegthelion;;x
c_aegthelion_adj;Aegthelionrim;Aegthelionrim;;;Aegthelionrim;;x
c_harn;Barad Harn;Barad Harn;;;Barad Harn;;x
c_harn_adj;Harnrim;Harnrim;;;Harnrim;;x
c_emyn_annun;Emyn Annûn;Emyn Annûn;;;Emyn Annûn;;x
c_emyn_annun_adj;Emyn Annûnrim;Emyn Annûnrim;;;Emyn Annûnrim;;x
c_mirlond;Gobel Mírlond;Gobel Mírlond;;;Gobel Mírlond;;x
c_mirlond_adj;Gobel Mírlondrim;Gobel Mírlondrim;;;Gobel Mírlondrim;;x
c_sabiya;Has Sabiya;Has Sabiya;;;Has Sabiya;;x
c_sabiya_adj;Has Sabiyarim;Has Sabiyarim;;;Has Sabiyarim;;x
c_caladhram;Caradhram;Caradhram;;;Caradhram;;x
c_caladhram_adj;Caradhramrim;Caradhramrim;;;Caradhramrim;;x
c_south_laergaladrin;Emyn Laer;Emyn Laer;;;Emyn Laer;;x
c_south_laergaladrin_adj;Emyn Laerim;Emyn Laerim;;;Emyn Laerim;;x
c_harondor;Amonost;Amonost;;;Amonost;;x
c_harondor_adj;Amonostrim;Amonostrim;;;Amonostrim;;x
c_hingren;Hingrenost;Hingrenost;;;Hingrenost;;x
c_hingren_adj;Hingrenostrim;Hingrenostrim;;;Hingrenostrim;;x
c_eithel;Carnenost;Carnenost;;;Carnenost;;x
c_eithel_adj;Carnesnostrim;Carnesnostrim;;;Carnesnostrim;;x
c_malduin;Bar Malduin;Bar Malduin;;;Bar Malduin;;x
c_malduin_adj;Bar Malduinrim;Bar Malduinrim;;;Bar Malduinrim;;x
c_emyn_imladrim;Emyn Imladrim;Emyn Imladrim;;;Emyn Imladrim;;x
c_emyn_imladrim_adj;Emyn Imladrimrim;Emyn Imladrimrim;;;Emyn Imladrimrim;;x
c_faday;Has Faday;Has Faday;;;Has Faday;;x
c_faday_adj;Fadayrim;Fadayrim;;;Fadayrim;;x
c_romenor;Romenor;Romenor;;;Romenor;;x
c_romenor_adj;Romenorim;Romenorim;;;Romenorim;;x
c_carnen;Imlad Carnen;Imlad Carnen;;;Imlad Carnen;;x
c_carnen_adj;Carnenrim;Carnenrim;;;Carnenrim;;x
c_tirith_argon;Tirith Argon;Tirith Argon;;;Tirith Argon;;x
c_tirith_argon_adj;Tirith Argonrim;Tirith Argonrim;;;Tirith Argonrim;;x
c_abarloni;Abârloni;Abârloni;;;Abârloni;;x
c_abarloni_adj;Abârlonirim;Abârlonirim;;;Abârlonirim;;x
c_west_harnen;Suk Abârrim;Suk Abârrim;;;Suk Abârrim;;x
c_west_harnen_adj;Suk Abârrimrim;Suk Abârrimrim;;;Suk Abârrimrim;;x
c_east_harnen;Gobel Ancalimon;Gobel Ancalimon;;;Gobel Ancalimon;;x
c_east_harnen_adj;Ancalimonrim;Ancalimonrim;;;Ancalimonrim;;x
c_morgal;Morgal;Morgal;;;Morgal;;x
c_morgal_adj;Morgalian;Morgalian;;;Morgalian;;x
c_orodruin;Orodruin;Orodruin;;;Orodruin;;x
c_orodruin_adj;Orodruinian;Orodruinian;;;Orodruinian;;x
c_cirith_ungol;Cirith Ungol;Cirith Ungol;;;Cirith Ungol;;x
c_cirith_ungol_adj;Cirith Ungolian;Cirith Ungolian;;;Cirith Ungolian;;x
c_carach_angren;Carach Angren;Carach Angren;;;Carach Angren;;x
c_carach_angren_adj;Carach Angrenian;Carach Angrenian;;;Carach Angrenian;;x
c_ered_lithui;Ered Lithui;Ered Lithui;;;Ered Lithui;;x
c_ered_lithui_adj;Ered Lithuiian;Ered Lithuiian;;;Ered Lithuiian;;x
c_west_lithad;Minas Dûrlith;Minas Dûrlith;;;Minas Dûrlith;;x
c_west_lithad_adj;Minas Dûrlithian;Minas Dûrlithian;;;Minas Dûrlithian;;x
c_east_lithad;Lithad;Lithad;;;Lithad;;x
c_east_lithad_adj;Lithadian;Lithadian;;;Lithadian;;x
c_linnuis;Linnuis;Linnuis;;;Linnuis;;x
c_linnuis_adj;Linnuisrim;Linnuisian;;;Linnuisrim;;x
c_nadior;Lond Daer;Nadior;;;Lond Daer;;x
c_nadior_adj;Lond Daerim;Nadiorian;;;Lond Daerim;;x
c_siduri;Sudúri;Siduri;;;Sudúri;;x
c_siduri_adj;Sudúrim;Siduriian;;;Sudúrim;;x
c_emyrs;Minas Emrys;Minas Emrys;;;Minas Emrys;;x
c_emyrs_adj;Minas Emrysrim;Minas Emrysrim;;;Minas Emrysrim;;x
c_talsir;Talsir;Talsir;;;Talsir;;x
c_talsir_adj;Talsirim;Talsirian;;;Talsirim;;x
c_bregnas;Bregnas;Bregnas;;;Bregnas;;x
c_bregnas_adj;Bregnasrim;Bregnasrim;;;Bregnasrim;;x
c_daelmoth;Daelmoth;Daelmoth;;;Daelmoth;;x
c_daelmoth_adj;Daelmothrim;Daelmothrim;;;Daelmothrim;;x
c_balost;Balost;Balost;;;Balost;;x
c_balost_adj;Balostrim;Balostian;;;Balostrim;;x
c_alandor;Alandor;Alandor;;;Alandor;;x
c_alandor_adj;Alandorim;Alandorim;;;Alandorim;;x
c_argond;Argond;Argond;;;Argond;;x
c_argond_adj;Argondrim;Argondrim;;;Argondrim;;x
c_deveney;Deveney;Deveney;;;Deveney;;x
c_deveney_adj;Deveneyrim;Deveneyrim;;;Deveneyrim;;x
c_thaendor;Thaendor;Thaendor;;;Thaendor;;x
c_thaendor_adj;Thaendorim;Thaendorim;;;Thaendorim;;x
c_seren;Seren;Seren;;;Seren;;x
c_seren_adj;Serenrim;Serenrim;;;Serenrim;;x
c_gwaelin;Gwaelin;Gwaelin;;;Gwaelin;;x
c_gwaelin_adj;Gwaelinrim;Gwaelinrim;;;Gwaelinrim;;x
c_andrath;Andrath;Andrath;;;Andrath;;x
c_andrath_adj;Andrathrim;Andrathrim;;;Andrathrim;;x
c_arnach;Arnach;Arnach;;;Arnach;;x
c_arnach_adj;Arnachrim;Arnachrim;;;Arnachrim;;x
c_thalion;Thalion;Thalion;;;Thalion;;x
c_thalion_adj;Thalionrim;Thalionrim;;;Thalionrim;;x
c_tharbad;Tharbad;Tharbad;;;Tharbad;;x
c_tharbad_adj;Tharbadrim;Tharbadrim;;;Tharbadrim;;x
c_therwen;Herwen;Herwen;;;Herwenrim;;x
c_therwen_adj;Herwenrim;Herwenrim;;;Therwenian;;x
c_nen-i-sul;Nen-i-Sul;Nen-i-Sul;;;Nen-i-Sul;;x
c_nen-i-sul_adj;Nen-i-Sulrim;Nen-i-Sulrim;;;Nen-i-Sulrim;;x
c_denerond;Denerond;Denerond;;;Denerond;;x
c_denerond_adj;Denerondrim;Denerondrim;;;Denerondrim;;x
c_filimir;Filimer;Filimer;;;Filimer;;x
c_filimir_adj;Filimerim;Filimerim;;;Filimerim;;x
c_faerdorbound;Gleinfaerdor;Gleinfaerdor;;;Gleinfaerdor;;x
c_faerdorbound_adj;Gleinfaerdorim;Gleinfaerdorim;;;Gleinfaerdorim;;x
c_andrast;Bar Morthil;Bar Morthil;;;Bar Morthil;;x
c_andrast_adj;Morthilrim;Morthilrim;;;Morthilrim;;x
c_panch-i-cenceman;Parth-i-Certémar;Parth-i-Certémar;;;Parth-i-Certémar;;x
c_panch-i-cenceman_adj;Certémarim;Certémarim;;;Certémarim;;x
c_west_nan_enqui;Tharagrondost;Tharagrondost;;;Tharagrondost;;x
c_west_nan_enqui_adj;Tharagrondostrim;Tharagrondostrim;;;Tharagrondostrim;;x
c_parth_iaur;Parth Iaur;Parth Iaur;;;Parth Iaur;;x
c_parth_iaur_adj;Iaurim;Iaurim;;;Iaurim;;x
c_pench_marwin;Perth Maiwin;Perth Maiwin;;;Perth Maiwin;;x
c_pench_marwin_adj;Maiwinrim;Maiwinrim;;;Maiwinrim;;x
c_east_nan_enqui;Cirith Analanohir;Cirith Analanohir;;;Cirith Analanohir;;x
c_east_nan_enqui_adj;Analanohirim;Analanohirim;;;Analanohirim;;x
c_abastmil;Balorn;Balorn;;;Balorn;;x
c_abastmil_adj;Balornrim;Balornrim;;;Balornrim;;x
c_ruasin;Ruasin;Ruasin;;;Ruasin;;x
c_ruasin_adj;Ruasinrim;Ruasinrim;;;Ruasinrim;;x
c_hairaverkien;Abastmil;Abastmil;;;Abastmil;;x
c_hairaverkien_adj;Abastmilrim;Abastmilrim;;;Abastmilrim;;x
c_nimrhand;Nimrhand;Nimrhand;;;Nimrhand;;x
c_nimrhand_adj;Nimrhandian;Nimrhandian;;;Nimrhandian;;x
c_west_nan_lefnui;Rast Lefnui;Rast Lefnui;;;Rast Lefnui;;x
c_west_nan_lefnui_adj;Rast Lefnuirim;Rast Lefnuirim;;;Rast Lefnuirim;;x
c_hwarin;Rast Hwarin;Rast Hwarin;;;Rast Hwarin;;x
c_hwarin_adj;Hwarinrim;Hwarinrim;;;Hwarinrim;;x
c_fangmaer;Fangmaer;Fangmaer;;;Fangmaer;;x
c_fangmaer_adj;Fangmaerian;Fangmaerian;;;Fangmaerian;;x
c_dunlostir;Dunlostir;Dunlostir;;;Dunlostir;;x
c_dunlostir_adj;Dunlostirian;Dunlostirian;;;Dunlostirian;;x
c_emnet;Broadacres;Broadacres;;;Broadacres;;x
c_emnet_adj;Broadacresian;Broadacresian;;;Broadacresian;;x
c_north_snow-wash;Kingstead;Kingstead;;;Kingstead;;x
c_north_snow-wash_adj;Kingsteadian;Kingsteadian;;;Kingsteadian;;x
c_west_entwash_vale;Entwash Vale;Entwash Vale;;;Entwash Vale;;x
c_west_entwash_vale_adj;Entwashian;Entwashian;;;Entwashian;;x
c_annulond;Annulond;Annulond;;;Annulond;;x
c_annulond_adj;Annulondrim;Annulondrim;;;Annulondrim;;x
c_serelond;Lómost;Lómost;;;Lómost;;x
c_serelond_adj;Lómostrim;Lómostrim;;;Lómostrim;;x
c_lond_galen;Lond Galen;Lond Galen;;;Lond Galen;;x
c_lond_galen_adj;Lond Galenrim;Lond Galenrim;;;Lond Galenrim;;x
c_rondalph;Rondalph;Rondalph;;;Rondalph;;x
c_rondalph_adj;Rondalphrim;Rondalphrim;;;Rondalphrim;;x
