jcrown_authority_2_desc;The powers of vassals and the liege are in harmonious balance.;Il y a un équilibre harmonieux entre les pouvoirs des nobles et du monarque.;Die Macht des Adels und des Monarchen stehen in einem stets harmonisches Gleichgewicht;;El poder de la nobleza y el del monarca están en un equilibrio armonioso.;;;;;;;;;x
jcrown_authority_3;High Lordly Authority;Autorité forte du Seigneur;Starke Herrschaft Autorität;;Fuerte autoridad señorial;;;;;;;;;x
jcrown_authority_3_option;High;Forte;Stark;;Alta;;;;;;;;;x
jcrown_authority_3_desc;The liege Lord has curbed the rights of the powerful vassals, relying more on a bureaucracy led by people of lesser authority.;Le monarque limite les droits de la haute noblesse et se fie plutôt à une bureaucratie grandissante dirigée par une noblesse de second rang.;Der Monarch hat die Rechte des Hochadels beschnitten und stützt sich stattdessen auf eine neu entstehende, vom niederen Adel geführte Verwaltung.;;El monarca ha reprimido los derechos de la alta nobleza y, en su lugar, confía en una burocracia incipiente dirigida por la baja nobleza.;;;;;;;;;x
jcrown_authority_4;Absolute Lordly Authority;Autorité absolue du Seigneur;Uneingeschränkt Herrschaft Autorität;;Absoluta autoridad señorial;;;;;;;;;x
jcrown_authority_4_option;Max;Max.;Max;;Máx.;;;;;;;;;x
jcrown_authority_4_desc;The vassals of the Realm are fearful of the unrestricted powers of the Liege, who can even revoke titles for no reason.;Les seigneurs du pays sont irrités devant le pouvoir sans limites du monarque absolu.;Die Adligen im Reich ächzen unter der uneingeschränkten Macht des Monarchen.;;Los señores del reino están molestos con los poderes ilimitados del monarca absolutista.;;;;;;;;;x
revoke_title_law_2;Racial Control Mandate;;;;;;;;;;;;;x
revoke_title_law_2_desc;The ruler has acquired the right to freely seize the titles of those of different races, or cultures deemed too foreign.;;;;;;;;;;;;;x
# Dog names
EVTOPTD_WoL_5203;Huan.;Huan.;Huan.;;Huan.;;;;;;;;;x
EVTOPTE_WoL_5203;Gorgumoth.;Gorgumoth.;Gorgumoth.;;Gorgumoth.;;;;;;;;;x
EVTOPTF_WoL_5203;Carcharoth.;Carcharoth.;Carcharoth.;;Carcharoth.;;;;;;;;;x
# Extras
EVTOPTA_WOL_10114_MUMAK;A mighty Mûmak.;Un puissant Mûmak.;Einen mächtigen Mûmaken.;;Un poderoso Mûmak.;;;;;;;;;x
