#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###SHIRE TO RIVENDELL
##Frodo decides to stay or leave
EVTDESCshiretorivendell.72;One day while out gathering lillies for Goldberry, you stumble across four Hobbits on the banks of the Withywindle. Two have been ensnared by Old Man Willow, and you arrive just in time to save them from his strangling roots.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.72;Careful, little friends!;;;;;;;;;;;;;x
#Tom's house 1 - Tom
EVTNAMEshiretorivendell.8;In the House of Tom Bombadil;;;;;;;;;;;;;x
EVTDESCshiretorivendell.8;You welcome the Hobbits to your home, they eat heartily and sleep well after a tough journey. They are led by Frodo, the most cautious of the four, the others being called Sam, Meriadoc and Peregrin. You talk at length about their journey and the black riders which have been tracking them. You know about his quest, and ask to see the magic ring you know Frodo bears. He reluctantly places it in your hand...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.8;Ha! Odd. Have it back Frodo...;;;;;;;;;;;;;x
EVTOPTBshiretorivendell.8;It should be mine...;;;;;;;;;;;;;x
#Tom's house 1 - Frodo
EVTNAMEshiretorivendell.83;In the House of Tom Bombadil;;;;;;;;;;;;;x
EVTDESCshiretorivendell.83;Tom Bombadil welcomes you into his home and introduces you to Goldberry, his beautiful blonde maiden. They offer you food and beds for the night, much appreciated after your travels in the wilderness. You are talking one day by the fire when he asks about the Ring, despite never having mentioned it yourself...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.83;Uh...;;;;;;;;;;;;;x
#Frodos dream and Tom's help, they set off - Frodo
EVTNAMEshiretorivendell.81;Farewell Tom;;;;;;;;;;;;;x
EVTDESCshiretorivendell.81;He places the Ring back in your hand with a grin and leaves it at that. He tells you which way you must go next, to the North, avoiding the dangerous Barrow Downs and back to the East Road towards Bree. Your ponies are well fed and packed and you set off once again on your quest to Rivendell.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.81;Thank you, Tom!;;;;;;;;;;;;;x
#Frodos dream and Tom's help, they set off - Tom
EVTNAMEshiretorivendell.84;Farewell Hobbits;;;;;;;;;;;;;x
EVTDESCshiretorivendell.84;Bye guys.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.84;Most strange.;;;;;;;;;;;;;x
#Tom takes the ring - Tom
EVTNAMEshiretorivendell.82;Tom takes the Ring;;;;;;;;;;;;;x
EVTDESCshiretorivendell.82;My ring!;;;;;;;;;;;;x
EVTOPTAshiretorivendell.82;HAHA;;;;;;;;;;;;;x
#Tom takes the ring - Frodo
EVTNAMEshiretorivendell.87;Tom takes the Ring;;;;;;;;;;;;;x
EVTDESCshiretorivendell.87;No, don't take my ring!;;;;;;;;;;;;x
EVTOPTAshiretorivendell.87;Noo!;;;;;;;;;;;;;x
#The Barrows
EVTNAMEshiretorivendell.9;Fog on the Barrow Downs;;;;;;;;;;;;;x
EVTDESCshiretorivendell.9;After walking over hills and down valleys heading North, you come across a cold stone where you rest and eat. Waking later you find yourselves walled in by mist and head off in what you think is North. You walk in file with your ponies through the cold mist, past great barrow stones. You push on ahead, eager to get out of this hallowed place. You turn and find you have lost the group. You cry out in panic, but no replies comes. You are truly lost, and the cold grasp of a wight takes you...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.9;Sam...?!;;;;;;;;;;;;;x
#Trapped in a barrow
EVTNAMEshiretorivendell.91;The Barrow Wight;;;;;;;;;;;;;x
EVTDESCshiretorivendell.91;You wake on a cold flag floor, and looking up find yourself underground and quite unable to move. With great effort you pull yourself up and find you are lying alongside your companions. They are clad in loose white robes and gold circlets. Rings adorn their fingers and they are surrounded by piles of gold, weapons and armour. A hoarse whispering rushes down a corridor towards you. Frozen by fear, all you wish to do is flee from this place, no matter if you abandon your friends...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.91;No! I will save them!;;;;;;;;;;;;;x
EVTOPTBshiretorivendell.91;I cannot face this terror!;;;;;;;;;;;;;x
#Frodo leaves Sam, Merry and Pippin to die
EVTNAMEshiretorivendell.92;Escape;;;;;;;;;;;;;x
EVTDESCshiretorivendell.92;You take flight and run as fast as you can past the ghoul, bursting out into the crisp night air. You run and run, the sounds of the wight's howling screams seeming right behind you even as you crest the next mound. You run and run, and as the sun rises you collapse in a heap in the thick grass. You have commited the greatest dishonour, leaving your closest friends to die...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.92;What have I done...?;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.93;Saving the Day;;;;;;;;;;;;;x
EVTDESCshiretorivendell.93;Bad Prince!;;;;;;;;;;;;x
EVTOPTAshiretorivendell.93;...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.94;Daggers of Westernesse;;;;;;;;;;;;;x
EVTDESCshiretorivendell.94;You grab a sword and rushing at the wight, take a mighty swing at its arm. The lights go dark, and you softly sob a call to Tom Bombadil for help. Before you know it, you are out of the cairn and on the cool grass, where Tom hands each of you a dagger of old, big as a sword for a hobbit and agrees to accompany you to Bree.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.94;Saved...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.95;The Barrow Downs;;;;;;;;;;;;;x
EVTDESCshiretorivendell.95;After leaving the Hobbits to continue their journey alone, you weren't entirely certain they would not need your help again. Sure enough, that evening you hear them singing your summon and rush to their aid. You save them from a wight and present them each a dagger of westernesse.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.95;Hobbits...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.101;On the Road to Bree;;;;;;;;;;;;;x
EVTDESCshiretorivendell.101;You leave the Barrow Downs with Tom, and ride North with him on your ponies, following the Great East Road in the direction of Bree.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.101;I feel safe...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.102;On the Road to Bree;;;;;;;;;;;;;x
EVTDESCshiretorivendell.102;You leave the Barrow Downs with the Hobbits, and ride North with them on your pony Fatty Lumpkin, following the Great East Road in the direction of Bree.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.102;Ho hum...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.111;In Sight of Bree;;;;;;;;;;;;;x
EVTDESCshiretorivendell.111;With Bree in sight a short ways East, Tom takes his leave and heads home.;;;;;;;;;;;;x
EVTOPTAshiretorivendell.111;Nearly there...;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.112;Black Riders;;;;;;;;;;;;;x
EVTDESCshiretorivendell.112;Not a moment after Tom has disappeared to the East, you see a rider hurtling towards you from the West!;;;;;;;;;;;;x
EVTOPTAshiretorivendell.112;Oh god, no!;;;;;;;;;;;;;x
#
EVTNAMEshiretorivendell.121;At the Sign of the Prancing Pony;;;;;;;;;;;;;x
EVTDESCshiretorivendell.121;After a short ride you arrive at the village of Bree, chief village of Bree-land and the greatest melting pot of Big Folk and Little Folk in Middle-Earth. It is comprised of houses of stone built into the West side of the great hill of Bree, surrounded by a half moon of tall hedges with gates in the West and South. After a short talk with Harry, the Gatekeeper, you gain entrance and find yourselves on the streets of the bustling village. \n\nYou quickly find the Inn of the Prancing Pony where the keeper, Barliman Butterbur, offers you dinner and a hobbit room for the night. You only wonder whether Gandalf has arrived yet...;;;;;;;;;;;;x
EVTOPTAshiretorivendell.121;Safe at last!;;;;;;;;;;;;;x
