# New Localizations for the post 0.7 buildings, for Black Numenoreans/Adûnaic;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;x
# City starts on line 87#;;;;;;;x
# Specials start on line 162;;;;;;;x
#;;;;;;;x
# Castle Buildings;;;;;;;x
ct_BNtown_3;Small Marketplace;;;;;;x
ct_BNtown_3_desc;There is a small Marketplace in this town.;;;;;;x
ct_BNtown_4;Respectable Marketplace;;;;;;x
ct_BNtown_4_desc;The marketplace is substantial and wealthy.;;;;;;x
ct_BNtown_5;Large Marketplaces;;;;;;x
ct_BNtown_5_desc;The thriving Markets of this city are sources of great wealth.;;;;;;x
ct_BNtown_6;Legendary Bazaars;;;;;;x
ct_BNtown_6_desc;The Bazaars of this city are famous worldwide.;;;;;;x
##Black Numenoreans and Adunaic##
ct_Bnumen_traditions;Hall of the Lore of Anadûnê;;;;;;x
ct_Bnumen_traditions_desc;Here, the true history and lore of Anadûnê is kept, for the edification of the people.;;;;;;x
# Numenorean Barracks, heavy infantry and archers;;;;;;;x
ct_Bnumen_barracks_1;Village Quarters for Soldiers;;;;;;x
ct_Bnumen_barracks_1_desc;The Adûnâim are respected for the strength of their foot soldiers, who are often quartered in towns to keep the riff-raff down.;;;;;;x
ct_Bnumen_barracks_2;Basic Town Barracks;;;;;;x
ct_Bnumen_barracks_3;Small Town Barracks;;;;;;x
ct_Bnumen_barracks_4;Adûnâim Urban Barracks;;;;;;x
ct_Bnumen_barracks_5;Large Adûnâim Urban Barracks;;;;;;x
ct_Bnumen_barracks_6;Mighty Adûnâim Urban Barracks;;;;;;x
#Black Hand Quarters (Pike and Heavy Infantry);;;;;;;x
ct_blackhand_1;Village Black Hand Quarters;;;;;;x
ct_blackhand_1_desc;The Black Hand are the elite Heavy Infantry of Anadûnê (Black Númenor).;;;;;;x
ct_blackhand_2;Basic Black Hand Town Barracks;;;;;;x
ct_blackhand_3;Small Black Hand Town Barracks;;;;;;x
ct_blackhand_4;Urban Black Hand Barracks;;;;;;x
ct_blackhand_5;Large Urban Black Hand Barracks;;;;;;x
ct_blackhand_6;Mighty Urban Black Hand Barracks;;;;;;x
#Stable (like most of the others, just copied from castle), gives light cavalry, and some knights;;;;;;;x
ct_Bnumen_stable_1;Village Cavalry Stalls;;;;;;x
ct_Bnumen_stable_1_desc;The Adûnâim have cavalry, and this building supports them.;;;;;;x
ct_Bnumen_stable_2;Basic Town Stable;;;;;;x
ct_Bnumen_stable_3;Small Town Stables;;;;;;x
ct_Bnumen_stable_4;Urban Stables;;;;;;x
ct_Bnumen_stable_5;Large Urban Stables;;;;;;x
ct_Bnumen_stable_6;Mighty Urban Stables;;;;;;x
#--------------------------------------------------------------------;;;;;;;x
## Special Buildings;;;;;;;x
ca_umbar_haven;Havens of Umbar;Havre de Umbar;;;;;x
ca_umbar_haven_desc;A natural harbour of enclosing rock and a fortress of Númenor, a true haven for anyone seeking protection.;Un port naturel entouré de rochers et une forteresse de Númenor, c'est un vrai havre de protection pour ceux qui s'y trouvent.;;;;;;x
ca_urezayan;Black Palace of Ûrêzâyan;;;;;;x
ca_urezayan_desc;Built during the late second age as a palace for the Adûnâim governor of Ûrêzâyan (aka Ost Dorandor), this Mighty complex is still the residence of the rulers of Bellakar.;;;;;;x
