#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LEDGER_SORT_DELAYED;?Click to sort using this column?;?Cliquez pour trier cette colonne?;?Zum Sortieren nach dieser Spalte hier klicken?;;?Clic para ordenar usando esta columna?;;;;;;;;;x
EVTOPTC73204;I rule in the [Root.PrimaryTitle.GetFullName]!;Je r?ne sur [Root.PrimaryTitle.GetFullName] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;?o gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73205;My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Marshal of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];[This.GetBestName], vous ?es digne de confiance. \nJe vous accorde le titre de Mar?hal de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mein lieber und vertrauensw?diger [This.GetBestName].\nIch gew?re Euch hiermit den Titel des Marschalls von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;Mi querido y leal [This.GetBestName].\nPor la presente os concedo el t?ulo de Mariscal de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;;x
EVTOPTA73205;Its what I deserve..;Je le m?ite?Ich habe es verdient ...;;Es lo que merezco?;;;;;;;;x
#;;;;;;;;;;;;;;x
EVTDESC73210;It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spymaster.GetTitledFirstName] as [Root.Liege.GetHerHis] Spymaster. I am more competent and would be a better Spymaster!;C'est triste que [Root.Liege.GetTitledFirstName] recrute [Root.job_spymaster.GetTitledFirstName] en tant que Ma?re-Espion. Je suis plus comp?ent et ferais un bien meilleur Ma?re-Espion !;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_spymaster.GetTitledFirstName]als [Root.Liege.GetHerHis] Meisterspion einstellt. Ich verf?e ?er mehr Kompetenz und w?e ein besserer Meisterspion!;;Es una l?tima que [Root.Liege.GetTitledFirstName] emplee a [Root.job_spymaster.GetTitledFirstName] como Maestro de Esp?s. ?o soy m? competente y ser? mejor Maestro de Esp?s!;;;;;;;;;x
EVTOPTA73210;I will petition my liege!;Je d?oserai une requ?e aupr? de mon Seigneur !;Ich werde meinen Lehensherren darum ersuchen!;;?o solicitar?a mi se?r!;;;;;;;;;x
EVTTOOLTIP73211;will listen to our petition and hopefully make a wise choice;?outera notre requ?e. Esp?ons une sage d?ision.;wird unser Gesuch anh?en und hoffentlich eine weise Entscheidung treffen.;;escuchar?nuestra petici? y si dios quiere tomar?una sabia decisi?.;;;;;;;;;x
EVTDESC73211;[From.GetBestName] claims that [From.GetSheHe] would be a better Spymaster than [Root.job_spymaster.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Spymaster of the [Root.PrimaryTitle.GetFullName].;[From.GetBestName] pr?end qu'[From.GetSheHe] ferait un meilleur Ma?re-Espion que [Root.job_spymaster.GetTitledFirstName], et r?lame le titre de Ma?re-Espion de [Root.PrimaryTitle.GetFullName].;[From.GetBestName] behauptet, dass [From.GetSheHe]ein besserer Meisterspion als [Root.job_spymaster.GetTitledFirstName] w?e und ersucht darum, dass [From.GetSheHe] den Titel des Meisterspions von [Root.PrimaryTitle.GetFullName] zugesprochen bek?e.;;[From.GetBestName] afirma que [From.GetSheHe] ser? mejor Maestro de Esp?s que [Root.job_spymaster.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el t?ulo de Maestro de Esp?s de [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
EVTOPTA73211;[From.GetSheHeCap] is now my new Spymaster;[From.GetSheHeCap] est d?ormais mon nouveau Ma?re-Espion.;[From.GetSheHeCap] ist von nun an mein neuer Meisterspion;;[From.GetSheHeCap] es ahora mi nuevo Maestro de Esp?s;;;;;;;;;x
EVTOPTB73211;Give [Root.job_spymaster.GetTitledFirstName] a chance!;Donner ?[Root.job_spymaster.GetTitledFirstName] une chance de faire ses preuves.;Gebt [Root.job_spymaster.GetFirstName] eine Chance, sich zu beweisen;;Dar a [Root.job_spymaster.GetTitledFirstName] la posibilidad de probarse [Root.job_spymaster.GetHerselfHimself];;;;;;;;;x
EVTTOOLTIP73212;will hear of our patience.;entendra parler de notre patience.;wird von unserer Geduld h?en.;;sabr?de nuestra paciencia.;;;;;;;;;x
EVTOPTC73211;I rule in the [Root.PrimaryTitle.GetFullName]!;Je r?ne sur [Root.PrimaryTitle.GetFullName] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;?o gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73212;My liege [From.GetBestName] is not entirely happy with our performance as Spymaster of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..;Mon Seigneur [From.GetBestName] n'est pas satisfait de nos exploits en tant que Ma?re-Espion de [Root.PrimaryTitle.GetFullName] et songe ?nous remplacer.;Unser Lehensherr [From.GetBestName] ist nicht allzu gl?klich mit unserer Leistung als Meisterspion von [Root.PrimaryTitle.GetFullName] und erw?t unsere Abl?ung ...;;Mi se?r [From.GetBestName] no est?del todo contento con nuestro rendimiento como Maestro de Esp?s de [Root.PrimaryTitle.GetFullName] y est?considerando sustituirnos...;;;;;;;;;x
EVTOPTA73212;I must prove myself!;Je dois faire mes preuves !;Ich muss mich beweisen!;;?ebo probar mi val?!;;;;;;;;;x
EVTOPTB73212;What can I do?;Que puis-je faire ?;Was kann ich tun?;;?u?puedo hacer?;;;;;;;;;x
EVTDESC73213;Enough time has passed, I deserve to become Spymaster of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!;Assez d'eau a coul?sous les ponts ! Je m?ite de devenir Ma?re-Espion de [Root.PrimaryTitle.GetFullName], et [Root.Liege.GetTitledFirstName] me conf?era ce titre !;Es ist genug Zeit vergangen und ich verdiene es, Meisterspion von [Root.PrimaryTitle.GetFullName] zu werden und  [Root.Liege.GetTitledFirstName] wird mich dazu machen!;;Ha transcurrido tiempo suficiente, merezco convertirme en Maestro de Esp?s de [Root.PrimaryTitle.GetFullName] ? [Root.Liege.GetTitledFirstName] lo har?;;;;;;;;;x
EVTOPTA73213;I await [Root.Liege.GetHerHis] reply eagerly.;J'attends sa r?onse avec impatience.;Ich warte sehnlichst auf [Root.Liege.GetHerHis] Antwort.;;Espero [Root.Liege.GetHerHis] respuesta con impaciencia.;;;;;;;;;x
EVTTOOLTIP73214;will listen to our petition and hopefully make a wise choice;?outera notre requ?e. Esp?ons une sage d?ision.;wird unser Gesuch anh?en und hoffentlich eine weise Entscheidung treffen.;;escuchar?nuestra petici? y si dios quiere tomar?una sabia decisi?.;;;;;;;;;x
#EVTDESC73214;I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Spymaster of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.;J'ai promis ?[From.GetBestName] qu'[From.GetSheHe] aurait une chance de devenir Ma?re-Espion de [Root.PrimaryTitle.GetFullName]. [From.GetSheHe] a r?t??sa requ?e.;Ich versprach [From.GetBestName], dass [From.GetSheHe] eine Chance bek?e, Meisterspion von [Root.PrimaryTitle.GetFullName] zu werden. Nun ersucht  [From.GetSheHe] mich erneut darum.;;Le promet?a [From.GetBestName] que le dar? una oportunidad para convertirse en Maestro de Esp?s de [Root.PrimaryTitle.GetFullName]. Ahora [From.GetSheHe] vuelve a reclamarla.;;;;;;;;;x
EVTOPTA73214;[From.GetSheHeCap] is now my new Spymaster;[From.GetSheHeCap] est d?ormais mon nouveau Ma?re-Espion.;[From.GetSheHeCap] ist von nun an mein neuer Meisterspion;;[From.GetSheHeCap] es ahora mi nuevo Maestro de Esp?s;;;;;;;;;x
EVTOPTC73214;I rule in the [Root.PrimaryTitle.GetFullName]!;Je r?ne sur [Root.PrimaryTitle.GetFullName] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;?o gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73215;My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Spymaster of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];[This.GetBestName], vous ?es digne de confiance. \nJe vous accorde le titre de Ma?re-Espion de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mein/e liebe/r und vertrauensw?dige/r [This.GetBestName].\nIch gew?re Euch hiermit den Titel des Meisterspions  von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;Mi querido y leal [This.GetBestName].\nPor la presente os concedo el t?ulo de Maestro de Esp?s de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;;x
EVTOPTA73215;Its what I deserve..;Je le m?ite?Ich habe es verdient ...;;Es lo que me merezco?;;;;;;;;x
#;;;;;;;;;;;;;;x
EVTDESC73220;It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_treasurer.GetTitledFirstName] as [Root.Liege.GetHerHis] Steward. I am more competent and would be a better Steward!;C'est triste que [Root.Liege.GetTitledFirstName] recrute [Root.job_treasurer.GetTitledFirstName] en tant qu'Intendant. Je suis plus comp?ent et ferais un bien meilleur Intendant !;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_treasurer.GetTitledFirstName] als [Root.Liege.GetHerHis] Hofverwalter einstellt. Ich verf?e ?er mehr Kompetenz und w?e ein besserer Hofverwalter!;;Es una l?tima que [Root.Liege.GetTitledFirstName] contrate a [Root.job_treasurer.GetTitledFirstName] como [Root.GetTreasurerName]. ?o soy m? competente y ser? mejor [Root.GetTreasurerName]!;;;;;;;;;x
EVTOPTA73220;I will petition my liege!;Je d?oserai une requ?e aupr? de mon Seigneur !;Ich werde meinen Lehensherren darum ersuchen!;;?o solicitar?a mi se?r!;;;;;;;;;x
EVTTOOLTIP73221;will listen to our petition and hopefully make a wise choice;?outera notre requ?e. Esp?ons une sage d?ision.;wird unser Gesuch anh?en und hoffentlich eine weise Entscheidung treffen.;;escuchar?nuestra petici? y si dios quiere tomar?una sabia decisi?.;;;;;;;;;x
EVTDESC73221;[From.GetBestName] claims that [From.GetSheHe] would be a better Steward than [Root.job_treasurer.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Steward of the [Root.PrimaryTitle.GetFullName].;[From.GetBestName] pr?end qu'[From.GetSheHe] ferait un meilleur intendant que [Root.job_treasurer.GetTitledFirstName], et r?lame le titre d'Intendant de [Root.PrimaryTitle.GetFullName].;[From.GetBestName] behauptet dass [From.GetSheHe]ein besserer Hofverwalter als [Root.job_treasurer.GetTitledFirstName] w?e und ersucht darum, dass [From.GetSheHe] den Titel des Hofmeisters von [Root.PrimaryTitle.GetFullName] zugesprochen bek?e.;;[From.GetBestName] afirma que [From.GetSheHe] ser? mejor [Root.GetTreasurerName] que [Root.job_treasurer.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el t?ulo de [Root.GetTreasurerName] de [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
EVTOPTA73221;[From.GetSheHeCap] is now my new Steward;[From.GetSheHeCap] est d?ormais mon nouvel intendant.;[From.GetSheHeCap] ist von nun an mein neuer Hofmeister;;[From.GetSheHeCap] es ahora mi nuevo [Root.GetTreasurerName];;;;;;;;;x
EVTOPTB73221;Give [Root.job_treasurer.GetFirstName] a chance!;Donner ?[Root.job_treasurer.GetFirstName] une chance de faire ses preuves.;Gebt [Root.job_treasurer.GetFirstName] eine Chance, sich zu beweisen. ;;Dar a [Root.job_treasurer.GetFirstName] la posibilidad de probarse [From.GetHerselfHimself];;;;;;;;;x
EVTTOOLTIP73222;will hear of our patience.;entendra parler de notre patience.;wird von unserer Geduld h?en.;;sabr?de nuestra paciencia.;;;;;;;;;x
EVTOPTC73221;I rule in the [Root.PrimaryTitle.GetFullName]!;Je r?ne sur [Root.PrimaryTitle.GetFullName] !;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;;?o gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73222;My liege [From.GetBestName] is not entirely happy with our performance as Steward of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..;Mon Seigneur [From.GetBestName] n'est pas satisfait de nos exploits en tant qu'Intendant de [Root.PrimaryTitle.GetFullName] et songe ?nous remplacer.;Unser Lehensherr [From.GetBestName] ist nicht allzu gl?klich mit unserer Leistung als Hofmeister von [Root.PrimaryTitle.GetFullName] und erw?t, uns auszutauschen ...;;Mi se?r [From.GetBestName] no est?del todo contento con nuestro rendimiento como [Root.GetTreasurerName] de [Root.PrimaryTitle.GetFullName] y est?considerando sustituirnos...;;;;;;;;;x
EVTOPTA73222;I must prove myself!;Je dois faire mes preuves !;Ich muss mich beweisen!;;?ebo probar mi val?!;;;;;;;;;x
EVTOPTB73222;What can I do?;Que puis-je faire ?;Was kann ich tun?;;?u?puedo hacer?;;;;;;;;;x
