#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
ca_town_1;Castle Town;Bourg fortifié;Burgstädtchen;Pueblo del castillo;;;;;;x
tp_monastery_2;Sacred Place;Église;Kirche;Iglesia;;;;x
tp_monastery_3;Sacred Place;Église;Kirche;Iglesia;;;;x
tp_monastery_4;Sacred Place;Abbaye;Kathedrale;Catedral;;;;x
tp_monastery_5;Sacred Place;Abbaye;Kathedrale;Catedral;;;;x
tp_monastery_6;Sacred Place;Abbaye;Kathedrale;Catedral;;;;x
tp_town_1;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_2;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_3;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_4;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_5;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
tp_town_6;Sacred Place Town;Bourg;Kirchenstädtchen;Pueblo de iglesia;;;;x
fp_barracks_1;Guard Barracks;Caserne de la Garde;Kasernen der Wache;Barracones de la Guardia;;;;x
fp_barracks_2;Swordsmith;Fabricant d'épées;Schwertschmied;Herrero;;;;x
fp_barracks_3;Armory;Armurerie;Rüstkammer;Armería;;;;x
fp_stable_1;Small Stable;Petite écurie;Kleiner Stall;Establo Pequeño;;;;x
fp_stable_2;Riding Grounds;Manège;Reitplätze;Campos de Monta;;;;x
fp_stable_3;Horse Breeder;Éleveur de chevaux;Pferdezüchter;Criador de Caballos;;;;x
fp_bowyer_1;Bowyer;Facteur d'arcs;Bogenbauer;Fabricante de Arcos;;;;x
fp_bowyer_2;Target Range;Champ de tir;Zielübungsplatz;Campo de Tiro;;;;x
fp_bowyer_3;Master Bowyer Workshop;Fabrique d'arbalètes;Armbrust-Werkstatt;Taller de Ballestas;;;;x
fp_shipyard_1;Map Room;Salle des cartes;Kartenraum;Sala de Mapas;;;;x
fp_shipyard_2;Private Shipyard;Chantier naval privé;Private Werft;Astillero Privado;;;;x
fp_shipyard_3;Naval Arsenal;Arsenal de la marine;Marine-Waffenlager;Arsenal Naval;;;;x
fp_warehouse_1;Military Warehouse;Dépôt militaire;Militärisches Lagerhaus;Almacén Militar;;;;x
fp_warehouse_2;Palace Archive;Archives du palais;Palast-Archiv;Archivo de Palacio;;;;x
fp_warehouse_3;Administrative Office;Administration;Verwaltungsbüro;Oficina Administrativa;;;;x
fp_garden_1;Palace Garden;Jardins du palais;Palastgarten;Jardín de Palacio;;;;x
fp_garden_2;Scenic Pond;Étang pittoresque;Malerischer Teich;Estanque Pintoresco;;;;x
fp_garden_3;Hedge Maze;Labyrinthe;Hecken-Labyrinth;Laberinto;;;;x
fp_cellar_1;Wine Cellar;Cave à vin;Weinkeller;Bodega;;;;x
fp_cellar_2;Catacombs;Catacombes;Katakomben;Catacumbas;;;;x
fp_cellar_3;Dungeon Complex;Cachots;Kerkerkomplex;Complejo de Calabozos;;;;x
fp_shrine_1;Secluded Shrine;Sanctuaire isolé;Abgelegener Schrein;Santuario Recóndito;;;;x
fp_shrine_2;Private Art Collection;Galerie d'art privée;Private Kunstsammlung;Colección Privada de Arte;;;;x
fp_shrine_3;Grand Library;Grande bibliothèque;Große Bibliothek;Gran Biblioteca;;;;x
fp_vault_1;Fortified Vault;Chambre forte;Verstärkte Schatzkammer;Cámara Acorazada;;;;x
fp_vault_2;Secret Passages;Passages secrets;Geheimgänge;Pasajes Secretos;;;;x
fp_vault_3;Hidden Chamber;Chambre secrète;Geheimraum;Cámara Oculta;;;;x
fp_barracks_1_desc;The dynasty's household guards are lodged within these simple barracks. They are crowded and unsanitary, but provide decent protection against the elements.;Les gardes personnels de la dynastie sont logés ici dans ces simples baraques. Elles sont insalubres et surpeuplées mais offrent tout de même un abri contre les intempéries.;Die Wachen des dynastischen Haushalts sind in einfachen Kasernen untergebracht. Sie sind überfüllt und unhygienisch, bieten jedoch einen angemessenen Schutz gegen das Wetter.;La guardia familiar de esta dinastía se apila en estos sencillos barracones. Un lugar atestado e insalubre, pero proporciona una protección decente contra los elementos.;;;;x;;;;;;
fp_barracks_2_desc;An industrious swordsmith has opened up a forge in the palace courtyard. This will make it easier to equip new recruits with weapons.;Un vaillant fabricant d'épées a établi sa forge dans la cour du palais. Les nouvelles recrues pourront ainsi plus facilement se munir d'armes.;Ein emsiger Schwertschmied hat eine Schmiede im Hofe des Palastes eröffnet. Dadurch wird es einfacher, neue Rekruten mit Waffen auszurüsten. ;Un laborioso herrero ha abierto una forja en el patio de palacio. Esto facilitará el armar a los nuevos reclutas.;;;;x;;;;;;
fp_barracks_3_desc;A large armory has been constructed in a corner of the palace courtyard. It holds enough weapons and armor to equip a small army at a moment's notice.;Une grande armurerie a été construite dans un coin de la cour du palais. Elle contient assez d'armes et d'armures pour équiper au pied levé une petite armée.;Eine große Rüstkammer wurde in einer Ecke des  Palasthofes gebaut. Darin können ausreichend Waffen und Rüstungen gelagert werden, um eine kleine Armee kurzfristig auszurüsten.;Una gran armería ha sido construida en un rincón del patio de palacio. Almacena suficientes armas y armaduras para equipar un pequeño ejército en un santiamén.;;;;x;;;;;;
fp_stable_1_desc;This small stable just outside the palace walls reeks of hay and manure. It holds the horses of the guard, as well as those of any visitors.;Cette petite étable à l'extérieur des murs du palais empeste le foin et le fumier. Elle abrite les chevaux de la garde, ainsi que ceux des visiteurs.;Dieser kleine Stall außerhalb der Palastmauern verströmt den Geruch von Heu und Dung. Hier befinden sich die Pferde der Wachen, sowie die einiger Besucher.;Este pequeño establo justo en el exterior de las murallas apesta a heno y estiércol. Alberga los caballos de la guardia, junto con los de las visitas.;;;;x;;;;;;
fp_stable_2_desc;Several large fields just outside the palace have been graciously ""donated"" by local farmers and set aside as riding grounds. Here the fighting men can practise the art of war on horseback.;Plusieurs grands champs tout près du palais ont été gracieusement ''donnés'' par des fermiers du coin et sont réservés pour les manèges. Ici,"" le combattant peut exercer l'art de la guerre à dos de cheval.";"Einige große Felder außerhalb des Palastes wurden großzügig von ansässigen Bauern """"""""gespendet"""""""" und dienen als Reitplätze. Hier üben sich die kämpfenden Männer in der Kunst des Kampfes zu Pferd. """"";;"Algunos campos en los aledaños del palacio han sido generosamente """"""""donados"""""""" por granjeros locales y dispuestos como campos de monta. Aquí los hombres de armas pueden practicar el arte de la guerra a caballo.""""";;;;;x;;;;;;"x"",,,,,,,,"
fp_stable_3_desc;A horse breeder has set up shop in the vicinity of the palace. The large pens can hold hundreds of animals, and ensure a steady supply of mounts for forces raised locally.;Un éleveur de chevaux a pignon sur rue dans les environs du palais. Ses larges enclos peuvent accueillir des centaines d'animaux, ce qui assure aux armées locales un approvisionnement constant en montures.;Ein Pferdezüchter hat seine Pforten in der Nähe des Palastes geöffnet. Die großen Koppeln bieten Platz für hunderte von Pferden und stellen einen stetigen Vorrat an Pferden für vor Ort ausgebildetenStreitkräfte dar. ;Un criador de caballos ha montado una tienda en la vecindad de palacio. Los grandes corrales pueden albergar cientos de animales, y asegurar un suministro continuo de montas para los reclutas locales.;;;;x;;;;;;
fp_bowyer_1_desc;A skilled bowyer has set up his small workshop inside the palace courtyard. Here he can make new bows or repair broken ones as needed.;Un facteur d'arcs très habile a un petit atelier dans la cour du palais. Il peut fabriquer des nouveaux arcs ou réparer ceux qui sont brisés.;Ein sachkundiger Bogenbauer hat seine kleine Werkstatt im Hofe des Palastes eröffnet. Hier kann er nach Bedarf neue Bögen bauen oder zerbrochene reparieren.;Un diestro arquero ha instalado su pequeño taller dentro del patio de palacio. Aquí puede hacer nuevos arcos o reparar los estropeados cuando se necesite.;;;;x;;;;;;
fp_bowyer_2_desc;This target range lets the men practise their archery. There are several targets positioned at different distances, but as yet, no one has managed to split another's arrow.;Ce champ de tir permet aux archers d'exercer leur art. Il comporte plusieurs cibles placées à différentes distances. Mais personne n'a encore réussi à fendre la flèche d'un autre. ;Dieser Zielübungsplatz erlaubt es den Männern, sich im Bogenschießen zu üben. Hier sind einige Ziele in verschiedenen Distanzen platziert, doch bisher ist es noch niemandem gelungen, den Pfeil eines anderen zu spalten. ;Este campo de tiro permite a los hombres practicar el tiro con arco. Hay varios objetivos posicionados a distintas distancias, pero a día de hoy, nadie ha sido capaz de partir en dos la flecha de otro.;;;;x;;;;;;
fp_bowyer_3_desc;This bow is a marvelous invention. Though it can't be fired as quickly as a longbow, it requires little training to use effectively. This workshop ensures a steady supply of these deadly weapons.;L'arbalète est une invention merveilleuse. Elle prend un peu plus de temps à activer qu'un arc, mais elle ne nécessite qu'un léger entraînement pour être efficace. Ces armes mortelles sont constamment en réserve grâce à cet atelier.;Die Armbrust ist eine großartige Erfindung. Auch wenn sie nicht so schnell wie ein Langbogen geschossen werden kann, bedarf es weniger Übung, um sie wirksam einsetzen zu können. Diese Werkstatt stellt einen steten Vorrat dieser tödlichen Waffen sicher. ;La ballesta es un invento maravilloso. Aunque no puede disparar tan rápido como el arco largo, requiere menos entrenamiento el usarla con eficacia. Este taller asegura un suministro constante de estas armas mortales.;;;;x;;;;;;
fp_shipyard_1_desc;This room inside the palace is a cartographer's dream, and contains priceless maps of all sorts. Some are claimed to date back to the ancient Greeks, and others, whose accuracy cannot be gauged with any certainty, depict strange lands far to the east.;Cette salle à l'intérieur du palais est le rêve de tout cartographe : elle contient de précieuses cartes de toutes les sortes. Certaines dateraient de l'époque des Grecs anciens. D'autres, dont la précision ne peut être évaluée avec certitude, dépeignent d'étranges contrées du lointain Orient.;Dieser Raum im Innern des Palastes ist der Traum eines jeden Kartographen und enthält unbezahlbare Karten aller Art. Manche sollen bis zu den alten Griechen zurückgehen, und andere, deren Genauigkeit nicht genau beurteilt werden kann, stellen fremde Länder aus dem fernen Osten dar. ;Esta sala dentro del palacio es el sueño de un cartógrafo;;;;x;;;;;;
fp_shipyard_2_desc;This large shipyard is located along the coast, but it has been reserved for exclusive use by this dynasty. Skilled shipwrights stand ready to build trade galleys.;Ce vaste chantier naval est construit sur la côte, mais il est réservé à l'usage exclusif de la dynastie. D'habiles charpentiers sont toujours prêts à y bâtir des galères marchandes.;Diese große Werft befindet sich an der Küste, doch sie ist ausschließlich für die Benutzung durch diese Dynastie reserviert. Sachkundige Schiffsbauer stehen bereit, um Handelsschiffe zu bauen. ;Este gran astillero se sitúa en la costa, pero está reservado en exclusiva para que lo utilice esta dinastía. Habilidosos carpinteros de ribera están listos para construir galeras.;;;;x;;;;;;
fp_shipyard_3_desc;This naval arsenal is located in the capital, but it is completely owned by this dynasty who has reserved all use of it for themselves. It is a huge complex that has everything needed to assemble and man an entire fleet.;Bien que situé dans la capitale, cet arsenal de la marine est l'entière propriété de la dynastie, qui le réserve à son usage exclusif. C'est un immense complexe qui comprend tout ce qu'il faut pour assembler et fréter une flotte entière.;Dieses Marine-Waffenlager befindet sich in der Hauptstadt, ist jedoch vollständig im Besitz dieser Dynastie, die die gesamte Nutzung für sich beansprucht. Es ist ein riesiger Komplex, der alles enthält, um eine gesamte Flotte zusammenstellen und bemannen zu können. ;Este arsenal naval está situado en la capital, pero es propiedad de esta dinastía que la reserva para su propio uso. Es un enorme complejo que tiene todo lo necesario para ensamblar y aparejar una flota entera.;;;;x;;;;;;
fp_warehouse_1_desc;A large warehouse containing all the supplies necessary to field a military force, whether it be an army or a fleet.;"Ce large entrepôt peut contenir tout l'équipement nécessaire à une force militaire,"" que ce soit une armée ou une flotte.";"Ein großes Lagerhaus"", das alle nötigen Vorräte enthält, um eine militärische Streitkraft ins Feld zu führen";Un gran almacén que contiene todos los suministros necesarios para abastecer una fuerza militar, bien sea un ejército o una flota.;;;;x;;;;;;
fp_warehouse_2_desc;It is easy to get lost in this colossal archive housed entirely within the palace. It holds documents and records of all dynastic assets, from ships and buildings down to individual soldiers and clerks.;C'est facile de se perdre dans cette colossale salle des archives à l'intérieur du palais. Elle contient les documents et les registres de tous les avoirs de la dynastie, des navires aux bâtiments en passant par les soldats et les clercs.;Es ist einfach in diesem riesigen Archiv, das sich vollständig innerhalb des Palastes befindet, verloren zu gehen. Es enthält alle Dokumente und Aufzeichnungen über das gesamte dynastische Vermögen, angefangen von Schiffen und Gebäuden bis hin zu einzelnen Soldaten und Angestellten.;Es fácil perderse en el colosal archivo que se alberga en palacio. Contiene documentos y registros de todos los bienes dinásticos, desde barcos y edificios hasta cada soldado y empleado.;;;;x;;;;;;
fp_warehouse_3_desc;This office deep within the palace acts as the nerve center of the entire dynastic empire. Here clerks and officials oversee the day-to-day affairs of trade negotiations and fleet deployments.;Au plus profond du palais se tient le centre nerveux de tout l'empire de la dynastie : l'administration. Ici, les clercs et les administrateurs veillent aux affaires quotidiennes, telles que les négociations commerciales ou le déploiement des flottes.;Dieses Büro tief im Palast dient als Nervenzentrum des gesamten dynastischen Reichs. Hier überwachen Angestellte und Beamte die tagtäglichen Handelsverhandlungen und Flotteneinsätze.;Esta oficina en las profundidades de palacio actúa como la espina dorsal de todo el imperio dinástico. Aquí empleados y oficiales supervisan los asuntos del día a día, las negociaciones comerciales y los despliegues de flotas.;;;;x
fp_garden_1_desc;A large and impressive garden filled with the manifold wonders of nature. This tranquil environment is ideal for moments of quiet reflection.;On trouve dans ces grands et magnifiques jardins de multiples merveilles de la nature. Ce lieu tranquille est idéal pour des moments de méditation.;Ein großer und beeindruckender Garten voller Wunder der Natur. Diese friedvolle Umgebung ist ideal für Momente der Besinnung;Un gran jardín impresionante repleto de maravillas de la naturaleza. Este pacífico entorno es ideal para momentos de reflexión.;;;;x
fp_garden_2_desc;This scenic pond, often frequented by swans, is the centerpiece of the palace garden. A small fountain in its middle sprays water into the air while carps can be glimpsed just beneath the surface.;Cet étang pittoresque, souvent visité par des cygnes, est la pièce de résistance des jardins du palais. De l'eau jaillit d'une petite fontaine en son centre, tandis qu'on entraperçoit parfois des carpes à la surface.;Dieser malerische Teich, der häufig von Schwänen besucht wird, ist das Herzstück des Palastgartens. Ein kleiner Springbrunnen in der Mitte sprüht Wasser in die Luft, während unter der Wasseroberfläche Karpfen zu sehen sind.;Este pintoresco estanque, a menudo frecuentado por cisnes;;;;x
fp_garden_3_desc;No self-respecting garden is complete without one. This intricate hedge maze delights visitors, and many dignitaries have spent hours navigating its twisting paths.;Aucun jardin digne de ce nom n'est complet sans un labyrinthe de haies. La complexité de celui-ci ravit les visiteurs, et de nombreux dignitaires ont passé des heures à errer dans ses dédales.;Kein anständiger Garten ist ohne ein solches vollständig. Dieses verschlungene Hecken-Labyrinth erfreut Besucher, und viele Würdenträger haben Stunden damit verbracht, durch seine verzwickten Pfade zu wandeln. ;No hay jardín que se precie sin uno de estos. Este intrincado laberinto hace las delicias de los visitantes, y muchos dignatarios han gastado horas recorriendo sus retorcidos senderos.;;;;x
fp_cellar_1_desc;A well-stocked wine cellar is an absolute must for any aristocrat of rank, and this one certainly doesn't disappoint. Some of the wines stored here date back decades.;Une cave à vins bien garnie est essentielle à tout aristocrate qui se respecte, et celle-ci ne décevra assurément personne. Certains de ses vins ont plusieurs décennies.;Ein gut bestückter Weinkeller ist ein absolutes Muss für jeden Adeligen von Rang und dieser enttäuscht auf keinen Fall. Einige der Weine lagern hier schon seit Jahrzehnten.;Una bodega bien aprovisionada es necesaria para cualquier aristócrata de buen rango, y esta desde luego no decepciona. Algunos de los vinos que se almacenan aquí tienen décadas.;;;;x
fp_cellar_2_desc;These catacombs located far beneath the palace contain the dynastic tombs. Here countless generations dating back centuries are joined in eternal slumber. May they rest in peace.;Ces catacombes, situées profondément sous le palais, renferment les tombes de la dynastie. Depuis des siècles, d'innombrables générations y sont réunies dans un sommeil éternel. Qu'elles reposent en paix.;Diese Katakomben befinden sich unterhalb des Palastes und beinhalten die dynastischen Gruften. Hier vereinen sich sich Jahrhunderte alte Generationen im ewigen Schlaf. Mögen sie in Frieden ruhen.;Estas catacumbas están situadas en las profundidades del palacio y contienen las tumbas de la dinastía. Aquí incontables generaciones de distintos siglos comparten el sueño eterno. En paz descansen.;;;;x
fp_cellar_3_desc;This vast complex of dungeons is hidden away deep enough below the palace to block the cries of its unfortunate inhabitants. Every imaginable instrument of torture can be found within these cold and dark chambers.;Le vaste complexe des cachots est enfoui assez profond sous le palais pour étouffer les hurlements de ses infortunés pensionnaires. On peut trouver dans ces salles sombres et froides tous les instruments de torture inimaginables.;Dieser weitläufige Kerkerkomplex ist tief genug unter dem Palast verborgen, dass die Schreie der bedauernswerten Bewohner ungehört bleiben. Jedes denkbare Folterinstrument kann in diesen kalten und dunklen Kammern gefunden werden. ;Este vasto complejo de calabozos está oculto en lo más profundo del palacio para apagar los gritos de sus desafortunados inquilinos. Cada instrumento de tortura que se pueda imaginar puede encontrarse en estas lóbregas cámaras.;;;;x
fp_shrine_1_desc;A secluded shrine hidden away in a quiet wing of the palace. Here men and women can spend their time in prayer and introspective soul-searching.;Un sanctuaire est caché bien loin dans une aile tranquille du palais. Hommes et Femmes peuvent venir y faire leur prières et leur examen de conscience.;Ein abgelegener Schrein, der sich in einem ruhigen Flügel des Palastes versteckt. Hier können Männer und Frauen ihre Zeit im Gebet und beschaulicher Seelensuche verbringen.  ;Un recóndito santuario oculto en un ala tranquila de palacio. Aquí hombres y mujeres pueden pasar el tiempo en oración y recogimiento.;;;;x
fp_shrine_2_desc;This gallery occupies a large chamber in one of the palace wings, and it contains all works of art accumulated by members of this dynasty over the years - from contemporary tapestries to ancient marble sculptures from Greece and Rome.;Cette galerie occupe une grande salle de l'une des ailes du palais. Elle contient les œuvres d'art accumulées par les membres de la dynastie au fil du temps, des tapisseries contemporaines aux antiques sculptures de marbre grecques et romaines.;Diese Gallerie belegt eine große Kammer in einem der Palastflügel und beinhaltet alle Kunstwerke, die von Mitgliedern dieser Dynastie über Jahre angesammelt wurden - von zeitgenössischen Gobelins bis hin zu antiken Marmorskulpturen aus Griechenland und Rom.  ;Esta galería ocupa una gran cámara en una de las alas de palacio, y contiene todas las obras de arte acumuladas por los miembros de la dinastía a lo largo de los años - desde tapices contemporáneos hasta antiguas esculturas de mármol de Grecia y Roma.;;;;x
fp_shrine_3_desc;A huge library containing all sorts of dusty old tomes collected and purchased from all over the known world by members of this dynasty. They are in many different languages and no person alive has read them all, but at least here they will be protected for posterity.;Cette immense bibliothèque recèle toutes sortes de vieux volumes poussiéreux amassés et achetés par les membres de la dynastie aux quatre coins du monde connu. De nombreuses langues sont représentées ici, aucune personne vivante n'a pu réussir à lire tous les volumes présents ici, mais au moins ces livres seront protégés pour la postérité.;Eine riesige Bibliothek, die allerlei verstaubte, alte Wälzer enthält, die auf der ganzen Welt von Mitgliedern dieser Dynastie gesammelt und gekauft worden sind. Sie sind in vielen unterschiedlichen Sprachen geschrieben und keine lebende Person hat jemals alle gelesen, doch hier sollten sie zumindest für die Nachwelt geschützt sein.;Una inmensa biblioteca que contiene todo tipo de polvorientos tomos recogidos y comprados por los miembros de la dinastía alrededor del mundo. Están escritos en muchas lenguas y no hay persona con vida que los haya leído todos, pero al menos estarán protegidos para la posteridad.;;;;x
fp_vault_1_desc;This fortified vault deep within the palace is where the dynasty keeps all of their treasures collected over the years. Only the head of the dynasty has access to the vault keys, but the stories of piles upon piles of golden coins, deep enough for a man to dive around in like a porpoise, or burrow through like a gopher, must surely be false.;Cette chambre forte, bien dissimulée au fond du palais, est le lieu où la dynastie cache depuis des lustres sa collection de trésors. Seul le chef de la dynastie a accès aux clefs. La légende dit qu'elle contient assez de pièces d'or pour qu'un homme puisse y nager tel un marsouin ou y creuser telle une taupe, mais ce n'est sûrement que pure affabulation.;In dieser verstärkten Schatzkammer im Palast lagert die Dynastie all ihre Schätze, die sie über Jahre angesammelt haben. Nur der Kopf der Dynastie hat Zugriff auf die Schlüssel der Schatzkammer, doch die Geschichten über Berge an Goldmünzen;;;;;x
fp_vault_2_desc;These secret passages run through the entire palace, and enable those in the know to quickly move from one end to the other without being seen. By pulling on the right candelabrum, an unassuming bookshelf or a lit fireplace might slide open. Perfect for escaping would-be assassins or awkward social gatherings.;Ces passages secrets permettent à ceux qui les connaissent de se faufiler rapidement d'un bout à l'autre du palais sans être vus. Tirez sur le bon candélabre et une modeste bibliothèque ou un foyer glissera pour vous permettre d'échapper à de potentiels assassins ou à une réunion qui a mal tourné.;Diese Geheimgänge laufen durch den gesamten Palast und erlauben es jenen, die darüber Kenntnis haben, schnell von einem Ende zum anderen zu huschen, ohne gesehen zu werden. Durch das Ziehen des rechten Kronleuchters könnte sich ein unscheinbares Bücherregal oder ein angezündeter Kamin öffnen. Ein perfekter Fluchtweg für angehende Attentäter oder heikle Zusammentreffen. ;Estos pasadizos secretos recorren todo el palacio, y permiten que aquellos que los conocen se muevan rápidamente de una punta a otra sin ser vistos. Al tirar del candelabro adecuado, una estantería o una chimenea pueden abrirse. Perfectos para escapar de intentos de asesinato o incómodas reuniones sociales.;;;;x
fp_vault_3_desc;This hidden chamber inside the palace can only be reached through one of the secret passages, and even then several special keys are required. It serves as a well-protected retreat for the head of the dynasty, where he or she can safely plot the conquest of the world without irritating distractions.;On ne peut entrer dans cette chambre secrète à l'intérieur du palais qu'en utilisant un des passages secrets, et même ainsi, plusieurs clefs seront alors requises. C'est un lieu de retraite bien protégé pour le chef de la dynastie, qui peut alors y préparer, en toute sécurité et sans distractions irritantes, la conquête du monde.;Dieser Geheimraum im Palast kann nur durch einen der Geheimgänge erreicht werden, und selbst dann sind verschiedene, besondere Schlüssel nötig. Er dient als gut geschützter Zufluchtsort für den Kopf der Dynastie;;;;;x
tr_port_1;Merchant Port;Port marchand;Handelshafen;Puerto Mercante;;;;x
tr_port_2;Merchant Port;Port marchand;Handelshafen;Puerto Mercante;;;;x
tr_port_3;Merchant Port;Port marchand;Handelshafen;Puerto Mercante;;;;x
tr_warehouse_1;Warehouse;Entrepôt;Lagerhaus;Almacén;;;;x
tr_warehouse_2;Warehouse;Entrepôt;Lagerhaus;Almacén;;;;x
tr_warehouse_3;Warehouse;Entrepôt;Lagerhaus;Almacén;;;;x
tr_enclave_1;Merchant Enclave;Enclave marchande;Handelsenklave;Enclave Mercante;;;;x
tr_enclave_2;Merchant Enclave;Enclave marchande;Handelsenklave;Enclave Mercante;;;;x
tr_enclave_3;Merchant Enclave;Enclave marchande;Handelsenklave;Enclave Mercante;;;;x
tr_garrison_1;Garrison;Garnison;Garnison;Guarnición;;;;x
tr_garrison_2;Garrison;Garnison;Garnison;Guarnición;;;;x
tr_garrison_3;Garrison;Garnison;Garnison;Guarnición;;;;x
tr_fort_1;Fort;Fort;Fort;Fuerte;;;;x
tr_fort_2;Fort;Fort;Fort;Fuerte;;;;x
tr_fort_3;Fort;Fort;Fort;Fuerte;;;;x
tr_port_1_desc;Merchant galleys load and off-load their cargo at this small port.;Les galères marchandes chargent et déchargent dans ce petit port.;Handelsschiffe ver- und entladen ihre Güter in diesem kleinen Hafen.;Las galeras mercantes cargan y descargan en este pequeño puerto.;;;;x
tr_port_2_desc;Merchant galleys load and off-load their cargo aided by a simple wooden harbor crane at this port.;Les galères marchandes chargent et déchargent leurs marchandises dans ce port à l'aide de cette grue en bois rudimentaire.;Handelsschiffe ver- und entladen ihre Güter in diesem Hafen, mithilfe eines einfachen Hafenkrans aus Holz.;Las galeras mercantes cargan y descargan con ayuda de una sencilla grúa de madera en este puerto.;;;;x
tr_port_3_desc;Merchant galleys load and off-load their cargo aided by several wooden harbor cranes at this bustling port.;Les galères marchandes chargent et déchargent leurs marchandises à ce port achalandé à l'aide de plusieurs grues en bois.;Handelsschiffe ver- und entladen ihre Güter in diesem belebten Hafen, mithilfe etlicher Hafenkräne aus Holz.;Las galeras mercantes cargan y descargan ayudadas por varias grúas de madera en este bullicioso puerto.;;;;x
tr_warehouse_1_desc;This small warehouse houses goods awaiting shipment out to sea or to potential buyers further inland.;Les biens sont conservés dans ce petit entrepôt en attendant d'être expédiés par la mer ou vers de potentiels acheteurs à l'intérieur des terres.;Dieses kleine Lagerhaus beherbergt Güter, die auf ihren Transport zu See oder zu möglichen Käufern im Inland warten. ;Este pequeño almacén conserva las mercancías a la espera de ser enviadas a ultramar o a potenciales compradores tierra adentro.;;;;x
